"","Age","Gender","Corruption","Severity","Service","sum_AP","n"
"101","0-18","Female","zoom-blur",4,"Azure",1417.7998349835,2382
"102","0-18","Female","zoom-blur",4,"GCP",1478.77788778878,2385
"103","0-18","Female","zoom-blur",5,"AWS",1339.62590759076,2391
"104","0-18","Female","zoom-blur",5,"Azure",1300.78135313531,2382
"105","0-18","Female","zoom-blur",5,"GCP",1322.1504950495,2385
"106","0-18","Female","snow",1,"AWS",2177.28729372937,2391
"107","0-18","Female","snow",1,"Azure",2227.39422442244,2382
"108","0-18","Female","snow",1,"GCP",2233.74719471947,2385
"109","0-18","Female","snow",2,"AWS",2006.91534653465,2391
"110","0-18","Female","snow",2,"Azure",2086.37310231023,2382
"111","0-18","Female","snow",2,"GCP",1926.5603960396,2385
"112","0-18","Female","snow",3,"AWS",2034.55792079208,2391
"113","0-18","Female","snow",3,"Azure",2102.66204620462,2382
"114","0-18","Female","snow",3,"GCP",1794.60808580858,2385
"115","0-18","Female","snow",4,"AWS",1923.15099009901,2391
"116","0-18","Female","snow",4,"Azure",2003.91600660066,2382
"117","0-18","Female","snow",4,"GCP",1340.95940594059,2385
"118","0-18","Female","snow",5,"AWS",1913.52079207921,2391
"119","0-18","Female","snow",5,"Azure",1921.23234323432,2382
"120","0-18","Female","snow",5,"GCP",1359.91584158416,2385
"121","0-18","Female","frost",1,"AWS",2217.61089108911,2391
"122","0-18","Female","frost",1,"Azure",2229.35495049505,2382
"123","0-18","Female","frost",1,"GCP",2280.61633663366,2385
"124","0-18","Female","frost",2,"AWS",2024.89125412541,2391
"125","0-18","Female","frost",2,"Azure",2097.4102310231,2382
"126","0-18","Female","frost",2,"GCP",2087.62722772277,2385
"127","0-18","Female","frost",3,"AWS",1842.39603960396,2391
"128","0-18","Female","frost",3,"Azure",1983.98613861386,2382
"129","0-18","Female","frost",3,"GCP",1849.16600660066,2385
"130","0-18","Female","frost",4,"AWS",1789.03217821782,2391
"131","0-18","Female","frost",4,"Azure",1959.73564356436,2382
"132","0-18","Female","frost",4,"GCP",1841.49356435644,2385
"133","0-18","Female","frost",5,"AWS",1643.66683168317,2391
"134","0-18","Female","frost",5,"Azure",1854.02854785479,2382
"135","0-18","Female","frost",5,"GCP",1648.07673267327,2385
"136","0-18","Female","fog",1,"AWS",2310.07392739274,2391
"137","0-18","Female","fog",1,"Azure",2276.90495049505,2382
"138","0-18","Female","fog",1,"GCP",2246.88448844884,2385
"139","0-18","Female","fog",2,"AWS",2292.82293729373,2391
"140","0-18","Female","fog",2,"Azure",2254.08151815181,2382
"141","0-18","Female","fog",2,"GCP",2158.60874587459,2385
"142","0-18","Female","fog",3,"AWS",2261.78151815181,2391
"143","0-18","Female","fog",3,"Azure",2204.59537953795,2382
"144","0-18","Female","fog",3,"GCP",2018.5603960396,2385
"145","0-18","Female","fog",4,"AWS",2212.34339933993,2391
"146","0-18","Female","fog",4,"Azure",2171.94422442244,2382
"147","0-18","Female","fog",4,"GCP",1911.72772277228,2385
"148","0-18","Female","fog",5,"AWS",2049.57475247525,2391
"149","0-18","Female","fog",5,"Azure",2019.33168316832,2382
"150","0-18","Female","fog",5,"GCP",1432.83762376238,2385
"151","0-18","Female","brightness",1,"AWS",2355.2095709571,2391
"152","0-18","Female","brightness",1,"Azure",2342.90610561056,2382
"153","0-18","Female","brightness",1,"GCP",2367.60495049505,2385
"154","0-18","Female","brightness",2,"AWS",2327.09207920792,2391
"155","0-18","Female","brightness",2,"Azure",2314.32161716172,2382
"156","0-18","Female","brightness",2,"GCP",2331.33943894389,2385
"157","0-18","Female","brightness",3,"AWS",2297.5004950495,2391
"158","0-18","Female","brightness",3,"Azure",2283.28283828383,2382
"159","0-18","Female","brightness",3,"GCP",2274.94455445545,2385
"160","0-18","Female","brightness",4,"AWS",2266.06831683168,2391
"161","0-18","Female","brightness",4,"Azure",2251.75808580858,2382
"162","0-18","Female","brightness",4,"GCP",2204.69257425743,2385
"163","0-18","Female","brightness",5,"AWS",2231.75264026403,2391
"164","0-18","Female","brightness",5,"Azure",2215.58135313531,2382
"165","0-18","Female","brightness",5,"GCP",2130.88085808581,2385
"166","0-18","Female","contrast",1,"AWS",2318.24867986799,2391
"167","0-18","Female","contrast",1,"Azure",2293.95429042904,2382
"168","0-18","Female","contrast",1,"GCP",2331.65363036304,2385
"169","0-18","Female","contrast",2,"AWS",2289.81072607261,2391
"170","0-18","Female","contrast",2,"Azure",2253.25214521452,2382
"171","0-18","Female","contrast",2,"GCP",2296.94389438944,2385
"172","0-18","Female","contrast",3,"AWS",2237.08168316832,2391
"173","0-18","Female","contrast",3,"Azure",2179.31188118812,2382
"174","0-18","Female","contrast",3,"GCP",2185.59158415842,2385
"175","0-18","Female","contrast",4,"AWS",2082.56287128713,2391
"176","0-18","Female","contrast",4,"Azure",1964.91353135314,2381
"177","0-18","Female","contrast",4,"GCP",1256.00099009901,2385
"178","0-18","Female","contrast",5,"AWS",1450.95940594059,2391
"179","0-18","Female","contrast",5,"Azure",1371.2099009901,2375
"180","0-18","Female","contrast",5,"GCP",72.1,2385
"181","0-18","Female","elastic-transform",1,"AWS",769.677722772277,2391
"182","0-18","Female","elastic-transform",1,"Azure",854.572442244224,2382
"183","0-18","Female","elastic-transform",1,"GCP",1176.36633663366,2385
"184","0-18","Female","elastic-transform",2,"AWS",217.385148514851,2391
"185","0-18","Female","elastic-transform",2,"Azure",262.570297029703,2382
"186","0-18","Female","elastic-transform",2,"GCP",463.865511551155,2385
"187","0-18","Female","elastic-transform",3,"AWS",1933.03333333333,2391
"188","0-18","Female","elastic-transform",3,"Azure",1972.93267326733,2382
"189","0-18","Female","elastic-transform",3,"GCP",2096.20264026403,2385
"190","0-18","Female","elastic-transform",4,"AWS",1866.81732673267,2391
"191","0-18","Female","elastic-transform",4,"Azure",1936.24793729373,2382
"192","0-18","Female","elastic-transform",4,"GCP",1992.12112211221,2385
"193","0-18","Female","elastic-transform",5,"AWS",1292.26831683168,2391
"194","0-18","Female","elastic-transform",5,"Azure",1713.82392739274,2382
"195","0-18","Female","elastic-transform",5,"GCP",1181.25511551155,2385
"196","0-18","Female","pixelate",1,"AWS",2277.8696369637,2391
"197","0-18","Female","pixelate",1,"Azure",2295.59488448845,2382
"198","0-18","Female","pixelate",1,"GCP",2346.53333333333,2385
"199","0-18","Female","pixelate",2,"AWS",2255.94669966997,2391
"200","0-18","Female","pixelate",2,"Azure",2283.7,2382
"201","0-18","Female","pixelate",2,"GCP",2337.33564356436,2385
"202","0-18","Female","pixelate",3,"AWS",2085.09900990099,2391
"203","0-18","Female","pixelate",3,"Azure",2219.77194719472,2382
"204","0-18","Female","pixelate",3,"GCP",2288.47211221122,2385
"205","0-18","Female","pixelate",4,"AWS",1859.52326732673,2391
"206","0-18","Female","pixelate",4,"Azure",2128.2201320132,2382
"207","0-18","Female","pixelate",4,"GCP",2150.86105610561,2385
"208","0-18","Female","pixelate",5,"AWS",1669.12326732673,2391
"209","0-18","Female","pixelate",5,"Azure",2043.28498349835,2382
"210","0-18","Female","pixelate",5,"GCP",2000.99504950495,2385
"211","0-18","Female","jpeg-compression",1,"AWS",2263.84306930693,2391
"212","0-18","Female","jpeg-compression",1,"Azure",2252.42194719472,2382
"213","0-18","Female","jpeg-compression",1,"GCP",2344.45280528053,2385
"214","0-18","Female","jpeg-compression",2,"AWS",2207.43597359736,2391
"215","0-18","Female","jpeg-compression",2,"Azure",2225.74323432343,2382
"216","0-18","Female","jpeg-compression",2,"GCP",2316.60297029703,2385
"217","0-18","Female","jpeg-compression",3,"AWS",2169.93811881188,2391
"218","0-18","Female","jpeg-compression",3,"Azure",2192.36188118812,2382
"219","0-18","Female","jpeg-compression",3,"GCP",2302.90297029703,2385
"220","0-18","Female","jpeg-compression",4,"AWS",1991.07310231023,2391
"221","0-18","Female","jpeg-compression",4,"Azure",2124.22689768977,2382
"222","0-18","Female","jpeg-compression",4,"GCP",2239.96320132013,2385
"223","0-18","Female","jpeg-compression",5,"AWS",1709.02821782178,2391
"224","0-18","Female","jpeg-compression",5,"Azure",2013.99504950495,2382
"225","0-18","Female","jpeg-compression",5,"GCP",2149.09257425743,2385
"226","0-18","Male","gaussian-noise",1,"AWS",1897.65544254425,2136
"227","0-18","Male","gaussian-noise",1,"Azure",1949.35420792079,2132
"228","0-18","Male","gaussian-noise",1,"GCP",2044.99482673267,2133
"229","0-18","Male","gaussian-noise",2,"AWS",1774.737830033,2136
"230","0-18","Male","gaussian-noise",2,"Azure",1842.35792079208,2132
"231","0-18","Male","gaussian-noise",2,"GCP",1901.49372937294,2133
"232","0-18","Male","gaussian-noise",3,"AWS",1565.30869636964,2136
"233","0-18","Male","gaussian-noise",3,"Azure",1595.25396039604,2132
"234","0-18","Male","gaussian-noise",3,"GCP",1681.4001650165,2133
"235","0-18","Male","gaussian-noise",4,"AWS",1168.28201320132,2136
"236","0-18","Male","gaussian-noise",4,"Azure",1070.1603960396,2132
"237","0-18","Male","gaussian-noise",4,"GCP",1399.04323432343,2133
"238","0-18","Male","gaussian-noise",5,"AWS",474.436138613861,2136
"239","0-18","Male","gaussian-noise",5,"Azure",429.661386138614,2132
"240","0-18","Male","gaussian-noise",5,"GCP",941.017821782178,2133
"241","0-18","Male","shot-noise",1,"AWS",1836.86426556941,2136
"242","0-18","Male","shot-noise",1,"Azure",1900.01343234323,2132
"243","0-18","Male","shot-noise",1,"GCP",1951.99316360207,2133
"244","0-18","Male","shot-noise",2,"AWS",1669.54389438944,2136
"245","0-18","Male","shot-noise",2,"Azure",1728.72211221122,2132
"246","0-18","Male","shot-noise",2,"GCP",1755.48118811881,2133
"247","0-18","Male","shot-noise",3,"AWS",1440.96201320132,2136
"248","0-18","Male","shot-noise",3,"Azure",1381.35643564356,2132
"249","0-18","Male","shot-noise",3,"GCP",1543.45597359736,2133
"250","0-18","Male","shot-noise",4,"AWS",849.635148514851,2136
"251","0-18","Male","shot-noise",4,"Azure",719.067326732673,2132
"252","0-18","Male","shot-noise",4,"GCP",1166.06831683168,2133
"253","0-18","Male","shot-noise",5,"AWS",405.490099009901,2136
"254","0-18","Male","shot-noise",5,"Azure",343.511881188119,2132
"255","0-18","Male","shot-noise",5,"GCP",899.856270627063,2133
"256","0-18","Male","impulse-noise",1,"AWS",1782.43386138614,2136
"257","0-18","Male","impulse-noise",1,"Azure",1907.80115511551,2132
"258","0-18","Male","impulse-noise",1,"GCP",2041.29653465346,2133
"259","0-18","Male","impulse-noise",2,"AWS",1646.15292807852,2136
"260","0-18","Male","impulse-noise",2,"Azure",1778.19653465347,2132
"261","0-18","Male","impulse-noise",2,"GCP",1951.85141442716,2133
"262","0-18","Male","impulse-noise",3,"AWS",1518.48143564356,2136
"263","0-18","Male","impulse-noise",3,"Azure",1635.02079207921,2132
"264","0-18","Male","impulse-noise",3,"GCP",1823.90907590759,2133
"265","0-18","Male","impulse-noise",4,"AWS",1136.19438943894,2136
"266","0-18","Male","impulse-noise",4,"Azure",1058.74801980198,2132
"267","0-18","Male","impulse-noise",4,"GCP",1402.82128712871,2133
"268","0-18","Male","impulse-noise",5,"AWS",559.955940594059,2136
"269","0-18","Male","impulse-noise",5,"Azure",464.922277227723,2132
"270","0-18","Male","impulse-noise",5,"GCP",986.358250825082,2133
"271","0-18","Male","defocus-blur",1,"AWS",1954.15777227723,2136
"272","0-18","Male","defocus-blur",1,"Azure",2007.38580858086,2132
"273","0-18","Male","defocus-blur",1,"GCP",2017.28820132013,2133
"274","0-18","Male","defocus-blur",2,"AWS",1891.61633663366,2136
"275","0-18","Male","defocus-blur",2,"Azure",1942.80627062706,2132
"276","0-18","Male","defocus-blur",2,"GCP",1936.23762376238,2133
"277","0-18","Male","defocus-blur",3,"AWS",1715.6396039604,2136
"278","0-18","Male","defocus-blur",3,"Azure",1806.45643564356,2132
"279","0-18","Male","defocus-blur",3,"GCP",1732.9900990099,2133
"280","0-18","Male","defocus-blur",4,"AWS",1539.06831683168,2136
"281","0-18","Male","defocus-blur",4,"Azure",1661.45891089109,2132
"282","0-18","Male","defocus-blur",4,"GCP",1474.60841584158,2133
"283","0-18","Male","defocus-blur",5,"AWS",1335.83811881188,2136
"284","0-18","Male","defocus-blur",5,"Azure",1507.80396039604,2132
"285","0-18","Male","defocus-blur",5,"GCP",1176.79950495049,2133
"286","0-18","Male","glass-blur",1,"AWS",1886.32497524752,2136
"287","0-18","Male","glass-blur",1,"Azure",1944.5947689769,2132
"288","0-18","Male","glass-blur",1,"GCP",2022.05825082508,2133
"289","0-18","Male","glass-blur",2,"AWS",1840.82128712871,2136
"290","0-18","Male","glass-blur",2,"Azure",1923.51323432343,2132
"291","0-18","Male","glass-blur",2,"GCP",1971.93465346535,2133
"292","0-18","Male","glass-blur",3,"AWS",1445.27838283828,2136
"293","0-18","Male","glass-blur",3,"Azure",1622.16633663366,2132
"294","0-18","Male","glass-blur",3,"GCP",1620.07524752475,2133
"295","0-18","Male","glass-blur",4,"AWS",1390.2801980198,2136
"296","0-18","Male","glass-blur",4,"Azure",1599.46089108911,2132
"297","0-18","Male","glass-blur",4,"GCP",1509.25858085809,2133
"298","0-18","Male","glass-blur",5,"AWS",1232.95445544554,2136
"299","0-18","Male","glass-blur",5,"Azure",1450.24752475248,2132
"300","0-18","Male","glass-blur",5,"GCP",1300.61485148515,2133
"301","0-18","Male","motion-blur",1,"AWS",1876.1298349835,2136
"302","0-18","Male","motion-blur",1,"Azure",1916.48570957096,2132
"303","0-18","Male","motion-blur",1,"GCP",2014.58702970297,2133
"304","0-18","Male","motion-blur",2,"AWS",1725.21333333333,2136
"305","0-18","Male","motion-blur",2,"Azure",1761.4199669967,2132
"306","0-18","Male","motion-blur",2,"GCP",1882.99257425743,2133
"307","0-18","Male","motion-blur",3,"AWS",1524.38069306931,2136
"308","0-18","Male","motion-blur",3,"Azure",1556.76320132013,2132
"309","0-18","Male","motion-blur",3,"GCP",1682.75693069307,2133
"310","0-18","Male","motion-blur",4,"AWS",1228.51881188119,2136
"311","0-18","Male","motion-blur",4,"Azure",1234.11534653465,2132
"312","0-18","Male","motion-blur",4,"GCP",1365.58811881188,2133
"313","0-18","Male","motion-blur",5,"AWS",992.449504950495,2136
"314","0-18","Male","motion-blur",5,"Azure",995.212871287129,2132
"315","0-18","Male","motion-blur",5,"GCP",1105.53217821782,2133
"316","0-18","Male","zoom-blur",1,"AWS",1726.76089108911,2136
"317","0-18","Male","zoom-blur",1,"Azure",1737.57095709571,2132
"318","0-18","Male","zoom-blur",1,"GCP",1836.91782178218,2133
"319","0-18","Male","zoom-blur",2,"AWS",1564.13118811881,2136
"320","0-18","Male","zoom-blur",2,"Azure",1567.27178217822,2132
"321","0-18","Male","zoom-blur",2,"GCP",1678.8698019802,2133
"322","0-18","Male","zoom-blur",3,"AWS",1471.40742574257,2136
"323","0-18","Male","zoom-blur",3,"Azure",1463.05099009901,2132
"324","0-18","Male","zoom-blur",3,"GCP",1568.00247524752,2133
"325","0-18","Male","zoom-blur",4,"AWS",1331.99504950495,2136
"326","0-18","Male","zoom-blur",4,"Azure",1326.46683168317,2132
"327","0-18","Male","zoom-blur",4,"GCP",1443.8797029703,2133
"328","0-18","Male","zoom-blur",5,"AWS",1237.33316831683,2136
"329","0-18","Male","zoom-blur",5,"Azure",1214.25643564356,2132
"330","0-18","Male","zoom-blur",5,"GCP",1310.41633663366,2133
"331","0-18","Male","snow",1,"AWS",1928.85517326733,2136
"332","0-18","Male","snow",1,"Azure",1999.26191419142,2132
"333","0-18","Male","snow",1,"GCP",1998.61800880088,2133
"334","0-18","Male","snow",2,"AWS",1779.10304730473,2136
"335","0-18","Male","snow",2,"Azure",1877.62600660066,2132
"336","0-18","Male","snow",2,"GCP",1737.36400282885,2133
"337","0-18","Male","snow",3,"AWS",1795.6145819582,2136
"338","0-18","Male","snow",3,"Azure",1892.79135313531,2132
"339","0-18","Male","snow",3,"GCP",1611.22970768505,2133
"340","0-18","Male","snow",4,"AWS",1686.36363036304,2136
"341","0-18","Male","snow",4,"Azure",1788.13514851485,2132
"342","0-18","Male","snow",4,"GCP",1158.48249646393,2133
"343","0-18","Male","snow",5,"AWS",1668.69674917492,2136
"344","0-18","Male","snow",5,"Azure",1715.48326732673,2132
"345","0-18","Male","snow",5,"GCP",1164.84147689769,2133
"346","0-18","Male","frost",1,"AWS",1962.27442244224,2136
"347","0-18","Male","frost",1,"Azure",1998.20564356436,2132
"348","0-18","Male","frost",1,"GCP",2032.21740924092,2133
"349","0-18","Male","frost",2,"AWS",1783.84394939494,2136
"350","0-18","Male","frost",2,"Azure",1883.16287128713,2132
"351","0-18","Male","frost",2,"GCP",1866.15983341191,2133
"352","0-18","Male","frost",3,"AWS",1633.83544554455,2136
"353","0-18","Male","frost",3,"Azure",1791.77821782178,2132
"354","0-18","Male","frost",3,"GCP",1673.08617986799,2133
"355","0-18","Male","frost",4,"AWS",1582.82633663366,2136
"356","0-18","Male","frost",4,"Azure",1756.69191419142,2132
"357","0-18","Male","frost",4,"GCP",1623.02947194719,2133
"358","0-18","Male","frost",5,"AWS",1450.68564356436,2136
"359","0-18","Male","frost",5,"Azure",1676.31848184818,2132
"360","0-18","Male","frost",5,"GCP",1486.33094295144,2133
"361","0-18","Male","fog",1,"AWS",2055.54796729673,2136
"362","0-18","Male","fog",1,"Azure",2049.89719471947,2132
"363","0-18","Male","fog",1,"GCP",2017.35446173189,2133
"364","0-18","Male","fog",2,"AWS",2040.27707170717,2136
"365","0-18","Male","fog",2,"Azure",2025.57851485148,2132
"366","0-18","Male","fog",2,"GCP",1966.86223008015,2133
"367","0-18","Male","fog",3,"AWS",2006.09371287129,2136
"368","0-18","Male","fog",3,"Azure",1988.52422442244,2132
"369","0-18","Male","fog",3,"GCP",1834.72571900047,2133
"370","0-18","Male","fog",4,"AWS",1961.59158415842,2136
"371","0-18","Male","fog",4,"Azure",1950.18511551155,2132
"372","0-18","Male","fog",4,"GCP",1725.60094766619,2133
"373","0-18","Male","fog",5,"AWS",1810.89270627063,2136
"374","0-18","Male","fog",5,"Azure",1830.36201320132,2132
"375","0-18","Male","fog",5,"GCP",1301.58102231652,2133
"376","0-18","Male","brightness",1,"AWS",2094.42805280528,2136
"377","0-18","Male","brightness",1,"Azure",2100.69501650165,2132
"378","0-18","Male","brightness",1,"GCP",2112.76952695269,2133
"379","0-18","Male","brightness",2,"AWS",2068.85184818482,2136
"380","0-18","Male","brightness",2,"Azure",2075.58775577558,2132
"381","0-18","Male","brightness",2,"GCP",2089.41685368537,2133
"382","0-18","Male","brightness",3,"AWS",2037.05905940594,2136
"383","0-18","Male","brightness",3,"Azure",2047.1002310231,2132
"384","0-18","Male","brightness",3,"GCP",2041.82684268427,2133
"385","0-18","Male","brightness",4,"AWS",1999.79047854785,2136
"386","0-18","Male","brightness",4,"Azure",2016.60660066007,2132
"387","0-18","Male","brightness",4,"GCP",1990.49097516895,2133
"388","0-18","Male","brightness",5,"AWS",1969.21575907591,2136
"389","0-18","Male","brightness",5,"Azure",1983.40726072607,2132
"390","0-18","Male","brightness",5,"GCP",1938.06369872702,2133
"391","0-18","Male","contrast",1,"AWS",2055.76751425142,2136
"392","0-18","Male","contrast",1,"Azure",2058.74768976898,2132
"393","0-18","Male","contrast",1,"GCP",2081.62666195191,2133
"394","0-18","Male","contrast",2,"AWS",2033.44169466947,2136
"395","0-18","Male","contrast",2,"Azure",2029.76699669967,2132
"396","0-18","Male","contrast",2,"GCP",2046.15865157944,2133
"397","0-18","Male","contrast",3,"AWS",1989.23802580258,2136
"398","0-18","Male","contrast",3,"Azure",1960.59917491749,2132
"399","0-18","Male","contrast",3,"GCP",1970.19528052805,2133
"400","0-18","Male","contrast",4,"AWS",1846.38333333333,2136
"401","0-18","Male","contrast",4,"Azure",1782.41732673267,2132
"402","0-18","Male","contrast",4,"GCP",1176.37425742574,2133
"403","0-18","Male","contrast",5,"AWS",1303.84158415842,2136
"404","0-18","Male","contrast",5,"Azure",1249.38267326733,2127
"405","0-18","Male","contrast",5,"GCP",86.7,2133
"406","0-18","Male","elastic-transform",1,"AWS",753.479702970297,2136
"407","0-18","Male","elastic-transform",1,"Azure",831.126237623762,2132
"408","0-18","Male","elastic-transform",1,"GCP",1113.56518151815,2133
"409","0-18","Male","elastic-transform",2,"AWS",213.339603960396,2136
"410","0-18","Male","elastic-transform",2,"Azure",261.472277227723,2132
"411","0-18","Male","elastic-transform",2,"GCP",442.35297029703,2133
"412","0-18","Male","elastic-transform",3,"AWS",1741.78146864686,2136
"413","0-18","Male","elastic-transform",3,"Azure",1789.85891089109,2132
"414","0-18","Male","elastic-transform",3,"GCP",1898.04840169731,2133
"415","0-18","Male","elastic-transform",4,"AWS",1682.65574257426,2136
"416","0-18","Male","elastic-transform",4,"Azure",1759.28894389439,2132
"417","0-18","Male","elastic-transform",4,"GCP",1814.28316831683,2133
