"","Skin.Type","Gender","Age","Lighting","Corruption","Severity","Service","sum_AP","n"
"2254","Lighter","Masculine","65+","Bright","gaussian-noise",2,"AWS",624.029702970297,628
"2255","Lighter","Masculine","65+","Bright","gaussian-noise",2,"Azure",616.30198019802,628
"2256","Lighter","Masculine","65+","Bright","gaussian-noise",2,"GCP",619.480198019802,629
"2257","Lighter","Masculine","65+","Bright","gaussian-noise",3,"AWS",624.366336633663,628
"2258","Lighter","Masculine","65+","Bright","gaussian-noise",3,"Azure",575.465346534653,628
"2259","Lighter","Masculine","65+","Bright","gaussian-noise",3,"GCP",598.930693069307,629
"2260","Lighter","Masculine","65+","Bright","gaussian-noise",4,"AWS",617.891089108911,628
"2261","Lighter","Masculine","65+","Bright","gaussian-noise",4,"Azure",398.113861386139,628
"2262","Lighter","Masculine","65+","Bright","gaussian-noise",4,"GCP",551.990099009901,629
"2263","Lighter","Masculine","65+","Bright","gaussian-noise",5,"AWS",589.795379537954,628
"2264","Lighter","Masculine","65+","Bright","gaussian-noise",5,"Azure",102.920792079208,628
"2265","Lighter","Masculine","65+","Bright","gaussian-noise",5,"GCP",402.077557755776,629
"2266","Lighter","Masculine","65+","Bright","shot-noise",1,"AWS",624.693069306931,628
"2267","Lighter","Masculine","65+","Bright","shot-noise",1,"Azure",624.514851485148,628
"2268","Lighter","Masculine","65+","Bright","shot-noise",1,"GCP",624.19801980198,629
"2269","Lighter","Masculine","65+","Bright","shot-noise",2,"AWS",624.029702970297,628
"2270","Lighter","Masculine","65+","Bright","shot-noise",2,"Azure",611.153465346535,628
"2271","Lighter","Masculine","65+","Bright","shot-noise",2,"GCP",621.207920792079,629
"2272","Lighter","Masculine","65+","Bright","shot-noise",3,"AWS",622.039603960396,628
"2273","Lighter","Masculine","65+","Bright","shot-noise",3,"Azure",576.980198019802,628
"2274","Lighter","Masculine","65+","Bright","shot-noise",3,"GCP",613.608910891089,629
"2275","Lighter","Masculine","65+","Bright","shot-noise",4,"AWS",619.039603960396,628
"2276","Lighter","Masculine","65+","Bright","shot-noise",4,"Azure",298.514851485148,628
"2277","Lighter","Masculine","65+","Bright","shot-noise",4,"GCP",550.759075907591,629
"2278","Lighter","Masculine","65+","Bright","shot-noise",5,"AWS",602.20297029703,628
"2279","Lighter","Masculine","65+","Bright","shot-noise",5,"Azure",88.950495049505,628
"2280","Lighter","Masculine","65+","Bright","shot-noise",5,"GCP",413.273927392739,629
"2281","Lighter","Masculine","65+","Bright","impulse-noise",1,"AWS",624.019801980198,628
"2282","Lighter","Masculine","65+","Bright","impulse-noise",1,"Azure",620.785478547855,628
"2283","Lighter","Masculine","65+","Bright","impulse-noise",1,"GCP",621.633663366337,629
"2284","Lighter","Masculine","65+","Bright","impulse-noise",2,"AWS",622.029702970297,628
"2285","Lighter","Masculine","65+","Bright","impulse-noise",2,"Azure",615.049504950495,628
"2286","Lighter","Masculine","65+","Bright","impulse-noise",2,"GCP",616.39603960396,629
"2287","Lighter","Masculine","65+","Bright","impulse-noise",3,"AWS",623.534653465347,628
"2288","Lighter","Masculine","65+","Bright","impulse-noise",3,"Azure",599.782178217822,628
"2289","Lighter","Masculine","65+","Bright","impulse-noise",3,"GCP",608.465346534653,629
"2290","Lighter","Masculine","65+","Bright","impulse-noise",4,"AWS",617.722772277228,628
"2291","Lighter","Masculine","65+","Bright","impulse-noise",4,"Azure",436.113861386139,628
"2292","Lighter","Masculine","65+","Bright","impulse-noise",4,"GCP",560.405940594059,629
"2293","Lighter","Masculine","65+","Bright","impulse-noise",5,"AWS",599.351485148515,628
"2294","Lighter","Masculine","65+","Bright","impulse-noise",5,"Azure",153.960396039604,628
"2295","Lighter","Masculine","65+","Bright","impulse-noise",5,"GCP",443.470297029703,629
"2296","Lighter","Masculine","65+","Bright","defocus-blur",1,"AWS",626.009900990099,628
"2297","Lighter","Masculine","65+","Bright","defocus-blur",1,"Azure",625.849834983498,628
"2298","Lighter","Masculine","65+","Bright","defocus-blur",1,"GCP",626.425742574257,629
"2299","Lighter","Masculine","65+","Bright","defocus-blur",2,"AWS",625.514851485148,628
"2300","Lighter","Masculine","65+","Bright","defocus-blur",2,"Azure",625.092409240924,628
"2301","Lighter","Masculine","65+","Bright","defocus-blur",2,"GCP",626.435643564356,629
"2302","Lighter","Masculine","65+","Bright","defocus-blur",3,"AWS",623.188118811881,628
"2303","Lighter","Masculine","65+","Bright","defocus-blur",3,"Azure",622.925742574257,628
"2304","Lighter","Masculine","65+","Bright","defocus-blur",3,"GCP",621.960396039604,629
"2305","Lighter","Masculine","65+","Bright","defocus-blur",4,"AWS",622.851485148515,628
"2306","Lighter","Masculine","65+","Bright","defocus-blur",4,"Azure",621.100660066007,628
"2307","Lighter","Masculine","65+","Bright","defocus-blur",4,"GCP",614.990099009901,629
"2308","Lighter","Masculine","65+","Bright","defocus-blur",5,"AWS",622.039603960396,628
"2309","Lighter","Masculine","65+","Bright","defocus-blur",5,"Azure",618.864686468647,628
"2310","Lighter","Masculine","65+","Bright","defocus-blur",5,"GCP",602.094059405941,629
"2311","Lighter","Masculine","65+","Bright","glass-blur",1,"AWS",626.504950495049,628
"2312","Lighter","Masculine","65+","Bright","glass-blur",1,"Azure",625.349834983498,628
"2313","Lighter","Masculine","65+","Bright","glass-blur",1,"GCP",625.524752475248,629
"2314","Lighter","Masculine","65+","Bright","glass-blur",2,"AWS",626.504950495049,628
"2315","Lighter","Masculine","65+","Bright","glass-blur",2,"Azure",625.349834983498,628
"2316","Lighter","Masculine","65+","Bright","glass-blur",2,"GCP",626.178217821782,629
"2317","Lighter","Masculine","65+","Bright","glass-blur",3,"AWS",626.009900990099,628
"2318","Lighter","Masculine","65+","Bright","glass-blur",3,"Azure",626.344884488449,628
"2319","Lighter","Masculine","65+","Bright","glass-blur",3,"GCP",625.683168316832,629
"2320","Lighter","Masculine","65+","Bright","glass-blur",4,"AWS",627.504950495049,628
"2321","Lighter","Masculine","65+","Bright","glass-blur",4,"Azure",626.509900990099,628
"2322","Lighter","Masculine","65+","Bright","glass-blur",4,"GCP",626.514851485148,629
"2323","Lighter","Masculine","65+","Bright","glass-blur",5,"AWS",626.009900990099,628
"2324","Lighter","Masculine","65+","Bright","glass-blur",5,"Azure",624.349834983498,628
"2325","Lighter","Masculine","65+","Bright","glass-blur",5,"GCP",623.945544554455,629
"2326","Lighter","Masculine","65+","Bright","motion-blur",1,"AWS",626.009900990099,628
"2327","Lighter","Masculine","65+","Bright","motion-blur",1,"Azure",626.013201320132,628
"2328","Lighter","Masculine","65+","Bright","motion-blur",1,"GCP",625.930693069307,629
"2329","Lighter","Masculine","65+","Bright","motion-blur",2,"AWS",625.178217821782,628
"2330","Lighter","Masculine","65+","Bright","motion-blur",2,"Azure",625.341584158416,628
"2331","Lighter","Masculine","65+","Bright","motion-blur",2,"GCP",621.445544554455,629
"2332","Lighter","Masculine","65+","Bright","motion-blur",3,"AWS",623.693069306931,628
"2333","Lighter","Masculine","65+","Bright","motion-blur",3,"Azure",621.611386138614,628
"2334","Lighter","Masculine","65+","Bright","motion-blur",3,"GCP",619.970297029703,629
"2335","Lighter","Masculine","65+","Bright","motion-blur",4,"AWS",620.19801980198,628
"2336","Lighter","Masculine","65+","Bright","motion-blur",4,"Azure",617.56600660066,628
"2337","Lighter","Masculine","65+","Bright","motion-blur",4,"GCP",614.495049504951,629
"2338","Lighter","Masculine","65+","Bright","motion-blur",5,"AWS",612.638613861386,628
"2339","Lighter","Masculine","65+","Bright","motion-blur",5,"Azure",593.820132013201,628
"2340","Lighter","Masculine","65+","Bright","motion-blur",5,"GCP",604.940594059406,629
"2341","Lighter","Masculine","65+","Bright","zoom-blur",1,"AWS",220.287128712871,628
"2342","Lighter","Masculine","65+","Bright","zoom-blur",1,"Azure",164.386138613861,628
"2343","Lighter","Masculine","65+","Bright","zoom-blur",1,"GCP",288.435643564356,629
"2344","Lighter","Masculine","65+","Bright","zoom-blur",2,"AWS",107.049504950495,628
"2345","Lighter","Masculine","65+","Bright","zoom-blur",2,"Azure",59.019801980198,628
"2346","Lighter","Masculine","65+","Bright","zoom-blur",2,"GCP",163.188118811881,629
"2347","Lighter","Masculine","65+","Bright","zoom-blur",3,"AWS",105.460396039604,628
"2348","Lighter","Masculine","65+","Bright","zoom-blur",3,"Azure",80.1369636963696,628
"2349","Lighter","Masculine","65+","Bright","zoom-blur",3,"GCP",106.815181518152,629
"2350","Lighter","Masculine","65+","Bright","zoom-blur",4,"AWS",53,628
"2351","Lighter","Masculine","65+","Bright","zoom-blur",4,"Azure",41.8415841584158,628
"2352","Lighter","Masculine","65+","Bright","zoom-blur",4,"GCP",59.1089108910891,629
"2353","Lighter","Masculine","65+","Bright","zoom-blur",5,"AWS",107.638613861386,628
"2354","Lighter","Masculine","65+","Bright","zoom-blur",5,"Azure",84.5841584158416,628
"2355","Lighter","Masculine","65+","Bright","zoom-blur",5,"GCP",42.6237623762376,629
"2356","Lighter","Masculine","65+","Bright","snow",1,"AWS",621.217821782178,628
"2357","Lighter","Masculine","65+","Bright","snow",1,"Azure",619.544554455446,628
"2358","Lighter","Masculine","65+","Bright","snow",1,"GCP",610.420792079208,629
"2359","Lighter","Masculine","65+","Bright","snow",2,"AWS",611.247524752475,628
"2360","Lighter","Masculine","65+","Bright","snow",2,"Azure",589.52805280528,628
"2361","Lighter","Masculine","65+","Bright","snow",2,"GCP",582.846534653465,629
"2362","Lighter","Masculine","65+","Bright","snow",3,"AWS",591.425742574257,628
"2363","Lighter","Masculine","65+","Bright","snow",3,"Azure",598.102310231023,628
"2364","Lighter","Masculine","65+","Bright","snow",3,"GCP",507.029702970297,629
"2365","Lighter","Masculine","65+","Bright","snow",4,"AWS",535.381188118812,628
"2366","Lighter","Masculine","65+","Bright","snow",4,"Azure",548.381188118812,628
"2367","Lighter","Masculine","65+","Bright","snow",4,"GCP",370.851485148515,629
"2368","Lighter","Masculine","65+","Bright","snow",5,"AWS",582.60396039604,628
"2369","Lighter","Masculine","65+","Bright","snow",5,"Azure",533.633663366337,628
"2370","Lighter","Masculine","65+","Bright","snow",5,"GCP",499.693069306931,629
"2371","Lighter","Masculine","65+","Bright","frost",1,"AWS",625.178217821782,628
"2372","Lighter","Masculine","65+","Bright","frost",1,"Azure",620,628
"2373","Lighter","Masculine","65+","Bright","frost",1,"GCP",614.410891089109,629
"2374","Lighter","Masculine","65+","Bright","frost",2,"AWS",606.564356435644,628
"2375","Lighter","Masculine","65+","Bright","frost",2,"Azure",594.836633663366,628
"2376","Lighter","Masculine","65+","Bright","frost",2,"GCP",539.549504950495,629
"2377","Lighter","Masculine","65+","Bright","frost",3,"AWS",557.118811881188,628
"2378","Lighter","Masculine","65+","Bright","frost",3,"Azure",533.792079207921,628
"2379","Lighter","Masculine","65+","Bright","frost",3,"GCP",443.60396039604,629
"2380","Lighter","Masculine","65+","Bright","frost",4,"AWS",542.960396039604,628
"2381","Lighter","Masculine","65+","Bright","frost",4,"Azure",518.29702970297,628
"2382","Lighter","Masculine","65+","Bright","frost",4,"GCP",402.084158415842,629
"2383","Lighter","Masculine","65+","Bright","frost",5,"AWS",500.371287128713,628
"2384","Lighter","Masculine","65+","Bright","frost",5,"Azure",469.420792079208,628
"2385","Lighter","Masculine","65+","Bright","frost",5,"GCP",351.118811881188,629
"2386","Lighter","Masculine","65+","Bright","fog",1,"AWS",625.673267326733,628
"2387","Lighter","Masculine","65+","Bright","fog",1,"Azure",625.018151815182,628
"2388","Lighter","Masculine","65+","Bright","fog",1,"GCP",619.217821782178,629
"2389","Lighter","Masculine","65+","Bright","fog",2,"AWS",625.346534653465,628
"2390","Lighter","Masculine","65+","Bright","fog",2,"Azure",625.683168316832,628
"2391","Lighter","Masculine","65+","Bright","fog",2,"GCP",612.217821782178,629
"2392","Lighter","Masculine","65+","Bright","fog",3,"AWS",624.851485148515,628
"2393","Lighter","Masculine","65+","Bright","fog",3,"Azure",624.523102310231,628
"2394","Lighter","Masculine","65+","Bright","fog",3,"GCP",601.920792079208,629
"2395","Lighter","Masculine","65+","Bright","fog",4,"AWS",623.861386138614,628
"2396","Lighter","Masculine","65+","Bright","fog",4,"Azure",624.935643564356,628
"2397","Lighter","Masculine","65+","Bright","fog",4,"GCP",598.668316831683,629
"2398","Lighter","Masculine","65+","Bright","fog",5,"AWS",620.712871287129,628
"2399","Lighter","Masculine","65+","Bright","fog",5,"Azure",624.861386138614,628
"2400","Lighter","Masculine","65+","Bright","fog",5,"GCP",559.782178217822,629
"2401","Lighter","Masculine","65+","Bright","brightness",1,"AWS",628,628
"2402","Lighter","Masculine","65+","Bright","brightness",1,"Azure",627.003300330033,628
"2403","Lighter","Masculine","65+","Bright","brightness",1,"GCP",625.762376237624,629
"2404","Lighter","Masculine","65+","Bright","brightness",2,"AWS",627,628
"2405","Lighter","Masculine","65+","Bright","brightness",2,"Azure",626.508250825083,628
"2406","Lighter","Masculine","65+","Bright","brightness",2,"GCP",623.524752475248,629
"2407","Lighter","Masculine","65+","Bright","brightness",3,"AWS",627.504950495049,628
"2408","Lighter","Masculine","65+","Bright","brightness",3,"Azure",626.673267326733,628
"2409","Lighter","Masculine","65+","Bright","brightness",3,"GCP",624.349834983498,629
"2410","Lighter","Masculine","65+","Bright","brightness",4,"AWS",627.009900990099,628
"2411","Lighter","Masculine","65+","Bright","brightness",4,"Azure",625.430693069307,628
"2412","Lighter","Masculine","65+","Bright","brightness",4,"GCP",622.326732673267,629
"2413","Lighter","Masculine","65+","Bright","brightness",5,"AWS",624.019801980198,628
"2414","Lighter","Masculine","65+","Bright","brightness",5,"Azure",625.188118811881,628
"2415","Lighter","Masculine","65+","Bright","brightness",5,"GCP",618.135313531353,629
"2416","Lighter","Masculine","65+","Bright","contrast",1,"AWS",625.673267326733,628
"2417","Lighter","Masculine","65+","Bright","contrast",1,"Azure",625.188118811881,628
"2418","Lighter","Masculine","65+","Bright","contrast",1,"GCP",619.800330033003,629
"2419","Lighter","Masculine","65+","Bright","contrast",2,"AWS",622.861386138614,628
"2420","Lighter","Masculine","65+","Bright","contrast",2,"Azure",624.693069306931,628
"2421","Lighter","Masculine","65+","Bright","contrast",2,"GCP",618.891089108911,629
"2422","Lighter","Masculine","65+","Bright","contrast",3,"AWS",622.207920792079,628
"2423","Lighter","Masculine","65+","Bright","contrast",3,"Azure",622.945544554455,628
"2424","Lighter","Masculine","65+","Bright","contrast",3,"GCP",587.108910891089,629
"2425","Lighter","Masculine","65+","Bright","contrast",4,"AWS",599.425742574257,628
"2426","Lighter","Masculine","65+","Bright","contrast",4,"Azure",614.995049504951,628
"2427","Lighter","Masculine","65+","Bright","contrast",4,"GCP",277.485148514851,629
"2428","Lighter","Masculine","65+","Bright","contrast",5,"AWS",383.564356435644,628
"2429","Lighter","Masculine","65+","Bright","contrast",5,"Azure",435.267326732673,628
"2430","Lighter","Masculine","65+","Bright","contrast",5,"GCP",21.5346534653465,629
"2431","Lighter","Masculine","65+","Bright","elastic-transform",1,"AWS",187.950495049505,628
"2432","Lighter","Masculine","65+","Bright","elastic-transform",1,"Azure",195.287128712871,628
"2433","Lighter","Masculine","65+","Bright","elastic-transform",1,"GCP",303.643564356436,629
"2434","Lighter","Masculine","65+","Bright","elastic-transform",2,"AWS",50.5346534653465,628
"2435","Lighter","Masculine","65+","Bright","elastic-transform",2,"Azure",59.039603960396,628
"2436","Lighter","Masculine","65+","Bright","elastic-transform",2,"GCP",101.806930693069,629
"2437","Lighter","Masculine","65+","Bright","elastic-transform",3,"AWS",617.861386138614,628
"2438","Lighter","Masculine","65+","Bright","elastic-transform",3,"Azure",616.864686468647,628
"2439","Lighter","Masculine","65+","Bright","elastic-transform",3,"GCP",621.945544554455,629
"2440","Lighter","Masculine","65+","Bright","elastic-transform",4,"AWS",611.712871287129,628
"2441","Lighter","Masculine","65+","Bright","elastic-transform",4,"Azure",609.029702970297,628
"2442","Lighter","Masculine","65+","Bright","elastic-transform",4,"GCP",620.504950495049,629
"2443","Lighter","Masculine","65+","Bright","elastic-transform",5,"AWS",608.965346534653,628
"2444","Lighter","Masculine","65+","Bright","elastic-transform",5,"Azure",614.207920792079,628
"2445","Lighter","Masculine","65+","Bright","elastic-transform",5,"GCP",617.876237623762,629
"2446","Lighter","Masculine","65+","Bright","pixelate",1,"AWS",626.009900990099,628
"2447","Lighter","Masculine","65+","Bright","pixelate",1,"Azure",627.004950495049,628
"2448","Lighter","Masculine","65+","Bright","pixelate",1,"GCP",628.257425742574,629
"2449","Lighter","Masculine","65+","Bright","pixelate",2,"AWS",626.009900990099,628
"2450","Lighter","Masculine","65+","Bright","pixelate",2,"Azure",626.014851485148,628
"2451","Lighter","Masculine","65+","Bright","pixelate",2,"GCP",625.435643564356,629
"2452","Lighter","Masculine","65+","Bright","pixelate",3,"AWS",626.504950495049,628
"2453","Lighter","Masculine","65+","Bright","pixelate",3,"Azure",625.331683168317,628
"2454","Lighter","Masculine","65+","Bright","pixelate",3,"GCP",625.683168316832,629
"2455","Lighter","Masculine","65+","Bright","pixelate",4,"AWS",623.851485148515,628
"2456","Lighter","Masculine","65+","Bright","pixelate",4,"Azure",624.336633663366,628
"2457","Lighter","Masculine","65+","Bright","pixelate",4,"GCP",624.950495049505,629
"2458","Lighter","Masculine","65+","Bright","pixelate",5,"AWS",513.960396039604,628
"2459","Lighter","Masculine","65+","Bright","pixelate",5,"Azure",605.003300330033,628
"2460","Lighter","Masculine","65+","Bright","pixelate",5,"GCP",605.074257425743,629
"2461","Lighter","Masculine","65+","Bright","jpeg-compression",1,"AWS",626.504950495049,628
"2462","Lighter","Masculine","65+","Bright","jpeg-compression",1,"Azure",625.430693069307,628
"2463","Lighter","Masculine","65+","Bright","jpeg-compression",1,"GCP",626.435643564356,629
"2464","Lighter","Masculine","65+","Bright","jpeg-compression",2,"AWS",624.683168316832,628
"2465","Lighter","Masculine","65+","Bright","jpeg-compression",2,"Azure",625.188118811881,628
"2466","Lighter","Masculine","65+","Bright","jpeg-compression",2,"GCP",625.851485148515,629
"2467","Lighter","Masculine","65+","Bright","jpeg-compression",3,"AWS",626.178217821782,628
"2468","Lighter","Masculine","65+","Bright","jpeg-compression",3,"Azure",623.940594059406,628
"2469","Lighter","Masculine","65+","Bright","jpeg-compression",3,"GCP",625.930693069307,629
"2470","Lighter","Masculine","65+","Bright","jpeg-compression",4,"AWS",625.346534653465,628
"2471","Lighter","Masculine","65+","Bright","jpeg-compression",4,"Azure",624.346534653465,628
"2472","Lighter","Masculine","65+","Bright","jpeg-compression",4,"GCP",625.765676567657,629
"2473","Lighter","Masculine","65+","Bright","jpeg-compression",5,"AWS",623.19801980198,628
"2474","Lighter","Masculine","65+","Bright","jpeg-compression",5,"Azure",620.371287128713,628
"2475","Lighter","Masculine","65+","Bright","jpeg-compression",5,"GCP",621.881188118812,629
"2476","Lighter","Masculine","65+","Dim","gaussian-noise",1,"AWS",85.1683168316832,86
"2477","Lighter","Masculine","65+","Dim","gaussian-noise",1,"Azure",83.1683168316832,86
"2478","Lighter","Masculine","65+","Dim","gaussian-noise",1,"GCP",84,85
"2479","Lighter","Masculine","65+","Dim","gaussian-noise",2,"AWS",84.1683168316832,86
"2480","Lighter","Masculine","65+","Dim","gaussian-noise",2,"Azure",76.8415841584158,86
"2481","Lighter","Masculine","65+","Dim","gaussian-noise",2,"GCP",81.5049504950495,85
"2482","Lighter","Masculine","65+","Dim","gaussian-noise",3,"AWS",81.8415841584158,86
"2483","Lighter","Masculine","65+","Dim","gaussian-noise",3,"Azure",39.3366336633663,86
"2484","Lighter","Masculine","65+","Dim","gaussian-noise",3,"GCP",74.5049504950495,85
"2485","Lighter","Masculine","65+","Dim","gaussian-noise",4,"AWS",70.8415841584158,86
"2486","Lighter","Masculine","65+","Dim","gaussian-noise",4,"Azure",15.3366336633663,86
"2487","Lighter","Masculine","65+","Dim","gaussian-noise",4,"GCP",62.5049504950495,85
"2488","Lighter","Masculine","65+","Dim","gaussian-noise",5,"AWS",50.3415841584158,86
"2489","Lighter","Masculine","65+","Dim","gaussian-noise",5,"Azure",1,86
"2490","Lighter","Masculine","65+","Dim","gaussian-noise",5,"GCP",30.5,85
"2491","Lighter","Masculine","65+","Dim","shot-noise",1,"AWS",85.5049504950495,86
"2492","Lighter","Masculine","65+","Dim","shot-noise",1,"Azure",85.1683168316832,86
"2493","Lighter","Masculine","65+","Dim","shot-noise",1,"GCP",85,85
"2494","Lighter","Masculine","65+","Dim","shot-noise",2,"AWS",85.5049504950495,86
"2495","Lighter","Masculine","65+","Dim","shot-noise",2,"Azure",84.8415841584158,86
"2496","Lighter","Masculine","65+","Dim","shot-noise",2,"GCP",85,85
"2497","Lighter","Masculine","65+","Dim","shot-noise",3,"AWS",85.5049504950495,86
"2498","Lighter","Masculine","65+","Dim","shot-noise",3,"Azure",69.3465346534653,86
"2499","Lighter","Masculine","65+","Dim","shot-noise",3,"GCP",84,85
"2500","Lighter","Masculine","65+","Dim","shot-noise",4,"AWS",84.8415841584158,86
"2501","Lighter","Masculine","65+","Dim","shot-noise",4,"Azure",24.3366336633663,86
"2502","Lighter","Masculine","65+","Dim","shot-noise",4,"GCP",77.5049504950495,85
"2503","Lighter","Masculine","65+","Dim","shot-noise",5,"AWS",82.1683168316832,86
"2504","Lighter","Masculine","65+","Dim","shot-noise",5,"Azure",6,86
"2505","Lighter","Masculine","65+","Dim","shot-noise",5,"GCP",54.5049504950495,85
"2506","Lighter","Masculine","65+","Dim","impulse-noise",1,"AWS",85.5049504950495,86
"2507","Lighter","Masculine","65+","Dim","impulse-noise",1,"Azure",84.1683168316832,86
"2508","Lighter","Masculine","65+","Dim","impulse-noise",1,"GCP",82.5049504950495,85
"2509","Lighter","Masculine","65+","Dim","impulse-noise",2,"AWS",83.1683168316832,86
"2510","Lighter","Masculine","65+","Dim","impulse-noise",2,"Azure",80.1683168316832,86
"2511","Lighter","Masculine","65+","Dim","impulse-noise",2,"GCP",76.5049504950495,85
"2512","Lighter","Masculine","65+","Dim","impulse-noise",3,"AWS",82.1683168316832,86
"2513","Lighter","Masculine","65+","Dim","impulse-noise",3,"Azure",53.3465346534653,86
"2514","Lighter","Masculine","65+","Dim","impulse-noise",3,"GCP",68.0049504950495,85
"2515","Lighter","Masculine","65+","Dim","impulse-noise",4,"AWS",69.5643564356436,86
"2516","Lighter","Masculine","65+","Dim","impulse-noise",4,"Azure",17.3366336633663,86
"2517","Lighter","Masculine","65+","Dim","impulse-noise",4,"GCP",42.0049504950495,85
"2518","Lighter","Masculine","65+","Dim","impulse-noise",5,"AWS",55.8415841584158,86
"2519","Lighter","Masculine","65+","Dim","impulse-noise",5,"Azure",2,86
"2520","Lighter","Masculine","65+","Dim","impulse-noise",5,"GCP",20,85
"2521","Lighter","Masculine","65+","Dim","defocus-blur",1,"AWS",86,86
"2522","Lighter","Masculine","65+","Dim","defocus-blur",1,"Azure",86,86
"2523","Lighter","Masculine","65+","Dim","defocus-blur",1,"GCP",85,85
"2524","Lighter","Masculine","65+","Dim","defocus-blur",2,"AWS",85.5049504950495,86
"2525","Lighter","Masculine","65+","Dim","defocus-blur",2,"Azure",86,86
"2526","Lighter","Masculine","65+","Dim","defocus-blur",2,"GCP",85,85
"2527","Lighter","Masculine","65+","Dim","defocus-blur",3,"AWS",85.5049504950495,86
"2528","Lighter","Masculine","65+","Dim","defocus-blur",3,"Azure",86,86
"2529","Lighter","Masculine","65+","Dim","defocus-blur",3,"GCP",85,85
"2530","Lighter","Masculine","65+","Dim","defocus-blur",4,"AWS",85.5049504950495,86
"2531","Lighter","Masculine","65+","Dim","defocus-blur",4,"Azure",85.5049504950495,86
"2532","Lighter","Masculine","65+","Dim","defocus-blur",4,"GCP",83.5049504950495,85
"2533","Lighter","Masculine","65+","Dim","defocus-blur",5,"AWS",85.1683168316832,86
"2534","Lighter","Masculine","65+","Dim","defocus-blur",5,"Azure",84.8415841584158,86
"2535","Lighter","Masculine","65+","Dim","defocus-blur",5,"GCP",78.5049504950495,85
"2536","Lighter","Masculine","65+","Dim","glass-blur",1,"AWS",86,86
"2537","Lighter","Masculine","65+","Dim","glass-blur",1,"Azure",86,86
"2538","Lighter","Masculine","65+","Dim","glass-blur",1,"GCP",85,85
"2539","Lighter","Masculine","65+","Dim","glass-blur",2,"AWS",86,86
"2540","Lighter","Masculine","65+","Dim","glass-blur",2,"Azure",86,86
"2541","Lighter","Masculine","65+","Dim","glass-blur",2,"GCP",85,85
"2542","Lighter","Masculine","65+","Dim","glass-blur",3,"AWS",86,86
"2543","Lighter","Masculine","65+","Dim","glass-blur",3,"Azure",86,86
"2544","Lighter","Masculine","65+","Dim","glass-blur",3,"GCP",85,85
"2545","Lighter","Masculine","65+","Dim","glass-blur",4,"AWS",86,86
"2546","Lighter","Masculine","65+","Dim","glass-blur",4,"Azure",86,86
"2547","Lighter","Masculine","65+","Dim","glass-blur",4,"GCP",85,85
"2548","Lighter","Masculine","65+","Dim","glass-blur",5,"AWS",85.5049504950495,86
"2549","Lighter","Masculine","65+","Dim","glass-blur",5,"Azure",86,86
"2550","Lighter","Masculine","65+","Dim","glass-blur",5,"GCP",85,85
"2551","Lighter","Masculine","65+","Dim","motion-blur",1,"AWS",86,86
"2552","Lighter","Masculine","65+","Dim","motion-blur",1,"Azure",86,86
"2553","Lighter","Masculine","65+","Dim","motion-blur",1,"GCP",85,85
"2554","Lighter","Masculine","65+","Dim","motion-blur",2,"AWS",85.5049504950495,86
"2555","Lighter","Masculine","65+","Dim","motion-blur",2,"Azure",86,86
"2556","Lighter","Masculine","65+","Dim","motion-blur",2,"GCP",85,85
"2557","Lighter","Masculine","65+","Dim","motion-blur",3,"AWS",85.5049504950495,86
"2558","Lighter","Masculine","65+","Dim","motion-blur",3,"Azure",85.5049504950495,86
"2559","Lighter","Masculine","65+","Dim","motion-blur",3,"GCP",85,85
"2560","Lighter","Masculine","65+","Dim","motion-blur",4,"AWS",85.1683168316832,86
"2561","Lighter","Masculine","65+","Dim","motion-blur",4,"Azure",85.1683168316832,86
"2562","Lighter","Masculine","65+","Dim","motion-blur",4,"GCP",80,85
"2563","Lighter","Masculine","65+","Dim","motion-blur",5,"AWS",85.1683168316832,86
"2564","Lighter","Masculine","65+","Dim","motion-blur",5,"Azure",81.6683168316832,86
"2565","Lighter","Masculine","65+","Dim","motion-blur",5,"GCP",78.5049504950495,85
"2566","Lighter","Masculine","65+","Dim","zoom-blur",1,"AWS",40,86
"2567","Lighter","Masculine","65+","Dim","zoom-blur",1,"Azure",32,86
"2568","Lighter","Masculine","65+","Dim","zoom-blur",1,"GCP",46,85
"2569","Lighter","Masculine","65+","Dim","zoom-blur",2,"AWS",19,86
"2570","Lighter","Masculine","65+","Dim","zoom-blur",2,"Azure",10,86
"2571","Lighter","Masculine","65+","Dim","zoom-blur",2,"GCP",33,85
"2572","Lighter","Masculine","65+","Dim","zoom-blur",3,"AWS",13,86
"2573","Lighter","Masculine","65+","Dim","zoom-blur",3,"Azure",5,86
"2574","Lighter","Masculine","65+","Dim","zoom-blur",3,"GCP",14,85
"2575","Lighter","Masculine","65+","Dim","zoom-blur",4,"AWS",2,86
"2576","Lighter","Masculine","65+","Dim","zoom-blur",4,"Azure",4,86
"2577","Lighter","Masculine","65+","Dim","zoom-blur",4,"GCP",7,85
"2578","Lighter","Masculine","65+","Dim","zoom-blur",5,"AWS",8.33663366336634,86
"2579","Lighter","Masculine","65+","Dim","zoom-blur",5,"Azure",2,86
"2580","Lighter","Masculine","65+","Dim","zoom-blur",5,"GCP",4,85
"2581","Lighter","Masculine","65+","Dim","snow",1,"AWS",82.1683168316832,86
"2582","Lighter","Masculine","65+","Dim","snow",1,"Azure",81.1683168316832,86
"2583","Lighter","Masculine","65+","Dim","snow",1,"GCP",73.5049504950495,85
