"","Age","Gender","Corruption","Severity","Service","sum_AP","n"
"99","0-18","Female","defocus-blur",2,"GCP",2146.8,2385
"100","0-18","Female","defocus-blur",2,"MogFace",2038.64257425743,2312
"101","0-18","Female","defocus-blur",2,"TinaFace",1869.05544554455,2258
"102","0-18","Female","defocus-blur",2,"Yolov5",2040.37559405941,2391
"103","0-18","Female","defocus-blur",3,"AWS",1890.93910891089,2391
"104","0-18","Female","defocus-blur",3,"Azure",1984.63861386139,2382
"105","0-18","Female","defocus-blur",3,"GCP",1872.48316831683,2385
"106","0-18","Female","defocus-blur",3,"MogFace",1848.77871287129,2312
"107","0-18","Female","defocus-blur",3,"TinaFace",1261.69405940594,2258
"108","0-18","Female","defocus-blur",3,"Yolov5",1850.10437293729,2391
"109","0-18","Female","defocus-blur",4,"AWS",1670.56683168317,2391
"110","0-18","Female","defocus-blur",4,"Azure",1802.28415841584,2382
"111","0-18","Female","defocus-blur",4,"GCP",1572.4400990099,2385
"112","0-18","Female","defocus-blur",4,"MogFace",1660.23745874587,2312
"113","0-18","Female","defocus-blur",4,"TinaFace",517.233663366337,2258
"114","0-18","Female","defocus-blur",4,"Yolov5",1646.80462046205,2391
"115","0-18","Female","defocus-blur",5,"AWS",1443.76353135314,2391
"116","0-18","Female","defocus-blur",5,"Azure",1585.33415841584,2382
"117","0-18","Female","defocus-blur",5,"GCP",1207.61435643564,2385
"118","0-18","Female","defocus-blur",5,"MogFace",1475.81369636964,2312
"119","0-18","Female","defocus-blur",5,"TinaFace",88.7,2258
"120","0-18","Female","defocus-blur",5,"Yolov5",1390.44389438944,2391
"121","0-18","Female","glass-blur",1,"AWS",2104.64075907591,2391
"122","0-18","Female","glass-blur",1,"Azure",2142.73085808581,2382
"123","0-18","Female","glass-blur",1,"GCP",2237.98415841584,2385
"124","0-18","Female","glass-blur",1,"MogFace",2018.12541254125,2312
"125","0-18","Female","glass-blur",1,"TinaFace",1907.27392739274,2258
"126","0-18","Female","glass-blur",1,"Yolov5",2043.03020198448,2391
"127","0-18","Female","glass-blur",2,"AWS",2047.56930693069,2391
"128","0-18","Female","glass-blur",2,"Azure",2113.80396039604,2382
"129","0-18","Female","glass-blur",2,"GCP",2157.80297029703,2385
"130","0-18","Female","glass-blur",2,"MogFace",1986.33168316832,2312
"131","0-18","Female","glass-blur",2,"TinaFace",1767.55643564356,2258
"132","0-18","Female","glass-blur",2,"Yolov5",1999.16155586987,2391
"133","0-18","Female","glass-blur",3,"AWS",1563.66188118812,2391
"134","0-18","Female","glass-blur",3,"Azure",1726.7702970297,2382
"135","0-18","Female","glass-blur",3,"GCP",1628.44356435644,2385
"136","0-18","Female","glass-blur",3,"MogFace",1599.09537953795,2312
"137","0-18","Female","glass-blur",3,"TinaFace",742.372277227723,2258
"138","0-18","Female","glass-blur",3,"Yolov5",1638.78775577558,2391
"139","0-18","Female","glass-blur",4,"AWS",1466.11056105611,2391
"140","0-18","Female","glass-blur",4,"Azure",1677.53102310231,2382
"141","0-18","Female","glass-blur",4,"GCP",1497.68613861386,2385
"142","0-18","Female","glass-blur",4,"MogFace",1579.78811881188,2312
"143","0-18","Female","glass-blur",4,"TinaFace",417.640594059406,2258
"144","0-18","Female","glass-blur",4,"Yolov5",1592.41435643564,2391
"145","0-18","Female","glass-blur",5,"AWS",1280.73168316832,2391
"146","0-18","Female","glass-blur",5,"Azure",1499.30742574257,2382
"147","0-18","Female","glass-blur",5,"GCP",1285.41881188119,2385
"148","0-18","Female","glass-blur",5,"MogFace",1424.23415841584,2312
"149","0-18","Female","glass-blur",5,"TinaFace",123.9,2258
"150","0-18","Female","glass-blur",5,"Yolov5",1393.93366336634,2391
"151","0-18","Female","motion-blur",1,"AWS",2102.6295379538,2391
"152","0-18","Female","motion-blur",1,"Azure",2119.1797029703,2382
"153","0-18","Female","motion-blur",1,"GCP",2242.17755775578,2385
"154","0-18","Female","motion-blur",1,"MogFace",2036.43745874587,2312
"155","0-18","Female","motion-blur",1,"TinaFace",1977.07062706271,2258
"156","0-18","Female","motion-blur",1,"Yolov5",2062.69184818482,2391
"157","0-18","Female","motion-blur",2,"AWS",1934.23514851485,2391
"158","0-18","Female","motion-blur",2,"Azure",1935.43498349835,2382
"159","0-18","Female","motion-blur",2,"GCP",2089.79950495049,2385
"160","0-18","Female","motion-blur",2,"MogFace",1857.50495049505,2312
"161","0-18","Female","motion-blur",2,"TinaFace",1783.15759075908,2258
"162","0-18","Female","motion-blur",2,"Yolov5",1901.68448844884,2391
"163","0-18","Female","motion-blur",3,"AWS",1678.42607260726,2391
"164","0-18","Female","motion-blur",3,"Azure",1669.24801980198,2382
"165","0-18","Female","motion-blur",3,"GCP",1845.94240924092,2385
"166","0-18","Female","motion-blur",3,"MogFace",1619.32128712871,2312
"167","0-18","Female","motion-blur",3,"TinaFace",1360.44059405941,2258
"168","0-18","Female","motion-blur",3,"Yolov5",1691.79158415842,2391
"169","0-18","Female","motion-blur",4,"AWS",1329.46633663366,2391
"170","0-18","Female","motion-blur",4,"Azure",1301.69455445545,2382
"171","0-18","Female","motion-blur",4,"GCP",1479.62623762376,2385
"172","0-18","Female","motion-blur",4,"MogFace",1308.27722772277,2312
"173","0-18","Female","motion-blur",4,"TinaFace",635.229702970297,2258
"174","0-18","Female","motion-blur",4,"Yolov5",1400.02805280528,2391
"175","0-18","Female","motion-blur",5,"AWS",1069.70891089109,2391
"176","0-18","Female","motion-blur",5,"Azure",1032.63564356436,2382
"177","0-18","Female","motion-blur",5,"GCP",1181.63811881188,2385
"178","0-18","Female","motion-blur",5,"MogFace",1103.43564356436,2312
"179","0-18","Female","motion-blur",5,"TinaFace",259.870297029703,2258
"180","0-18","Female","motion-blur",5,"Yolov5",1163.56287128713,2391
"181","0-18","Female","zoom-blur",1,"AWS",1913.29950495049,2391
"182","0-18","Female","zoom-blur",1,"Azure",1912.32574257426,2382
"183","0-18","Female","zoom-blur",1,"GCP",2001.25396039604,2385
"184","0-18","Female","zoom-blur",1,"MogFace",1917.32698019802,2312
"185","0-18","Female","zoom-blur",1,"TinaFace",1758.71584158416,2258
"186","0-18","Female","zoom-blur",1,"Yolov5",1955.13914191419,2391
"187","0-18","Female","zoom-blur",2,"AWS",1714.09323432343,2391
"188","0-18","Female","zoom-blur",2,"Azure",1704.66864686469,2382
"189","0-18","Female","zoom-blur",2,"GCP",1791.43399339934,2385
"190","0-18","Female","zoom-blur",2,"MogFace",1729.77202970297,2312
"191","0-18","Female","zoom-blur",2,"TinaFace",1515.31155115512,2258
"192","0-18","Female","zoom-blur",2,"Yolov5",1782.16856435644,2391
"193","0-18","Female","zoom-blur",3,"AWS",1611.63514851485,2391
"194","0-18","Female","zoom-blur",3,"Azure",1590.62145214521,2382
"195","0-18","Female","zoom-blur",3,"GCP",1652.79570957096,2385
"196","0-18","Female","zoom-blur",3,"MogFace",1614.87277227723,2312
"197","0-18","Female","zoom-blur",3,"TinaFace",1352.56930693069,2258
"198","0-18","Female","zoom-blur",3,"Yolov5",1709.91856435644,2391
"199","0-18","Female","zoom-blur",4,"AWS",1439.69092409241,2391
"200","0-18","Female","zoom-blur",4,"Azure",1417.7998349835,2382
"201","0-18","Female","zoom-blur",4,"GCP",1478.77788778878,2385
"202","0-18","Female","zoom-blur",4,"MogFace",1449.30099009901,2312
"203","0-18","Female","zoom-blur",4,"TinaFace",1100.41732673267,2258
"204","0-18","Female","zoom-blur",4,"Yolov5",1557.91518151815,2391
"205","0-18","Female","zoom-blur",5,"AWS",1339.62590759076,2391
"206","0-18","Female","zoom-blur",5,"Azure",1300.78135313531,2382
"207","0-18","Female","zoom-blur",5,"GCP",1322.1504950495,2385
"208","0-18","Female","zoom-blur",5,"MogFace",1330.37128712871,2312
"209","0-18","Female","zoom-blur",5,"TinaFace",936.632673267327,2258
"210","0-18","Female","zoom-blur",5,"Yolov5",1488.86691419142,2391
"211","0-18","Female","snow",1,"AWS",2177.28729372937,2391
"212","0-18","Female","snow",1,"Azure",2227.39422442244,2382
"213","0-18","Female","snow",1,"GCP",2233.74719471947,2385
"214","0-18","Female","snow",1,"MogFace",2134.63597359736,2312
"215","0-18","Female","snow",1,"TinaFace",2047.53795379538,2258
"216","0-18","Female","snow",1,"Yolov5",2153.85210278171,2391
"217","0-18","Female","snow",2,"AWS",2006.91534653465,2391
"218","0-18","Female","snow",2,"Azure",2086.37310231023,2382
"219","0-18","Female","snow",2,"GCP",1926.5603960396,2385
"220","0-18","Female","snow",2,"MogFace",1944.10313531353,2312
"221","0-18","Female","snow",2,"TinaFace",1667.6202970297,2258
"222","0-18","Female","snow",2,"Yolov5",2029.78689297501,2391
"223","0-18","Female","snow",3,"AWS",2034.55792079208,2391
"224","0-18","Female","snow",3,"Azure",2102.66204620462,2382
"225","0-18","Female","snow",3,"GCP",1794.60808580858,2385
"226","0-18","Female","snow",3,"MogFace",1970.55396039604,2312
"227","0-18","Female","snow",3,"TinaFace",1769.82367986799,2258
"228","0-18","Female","snow",3,"Yolov5",2045.87972022202,2391
"229","0-18","Female","snow",4,"AWS",1923.15099009901,2391
"230","0-18","Female","snow",4,"Azure",2003.91600660066,2382
"231","0-18","Female","snow",4,"GCP",1340.95940594059,2385
"232","0-18","Female","snow",4,"MogFace",1816.65148514851,2312
"233","0-18","Female","snow",4,"TinaFace",1504.62541254125,2258
"234","0-18","Female","snow",4,"Yolov5",1969.34648387916,2391
"235","0-18","Female","snow",5,"AWS",1913.52079207921,2391
"236","0-18","Female","snow",5,"Azure",1921.23234323432,2382
"237","0-18","Female","snow",5,"GCP",1359.91584158416,2385
"238","0-18","Female","snow",5,"MogFace",1717.90379537954,2312
"239","0-18","Female","snow",5,"TinaFace",1145.41188118812,2258
"240","0-18","Female","snow",5,"Yolov5",1925.97697469747,2391
"241","0-18","Female","frost",1,"AWS",2217.61089108911,2391
"242","0-18","Female","frost",1,"Azure",2229.35495049505,2382
"243","0-18","Female","frost",1,"GCP",2280.61633663366,2385
"244","0-18","Female","frost",1,"MogFace",2133.97120462046,2312
"245","0-18","Female","frost",1,"TinaFace",2019.67846534653,2258
"246","0-18","Female","frost",1,"Yolov5",2152.63277974226,2391
"247","0-18","Female","frost",2,"AWS",2024.89125412541,2391
"248","0-18","Female","frost",2,"Azure",2097.4102310231,2382
"249","0-18","Female","frost",2,"GCP",2087.62722772277,2385
"250","0-18","Female","frost",2,"MogFace",2008.55462046205,2312
"251","0-18","Female","frost",2,"TinaFace",1715.7797029703,2258
"252","0-18","Female","frost",2,"Yolov5",2037.3448349835,2391
"253","0-18","Female","frost",3,"AWS",1842.39603960396,2391
"254","0-18","Female","frost",3,"Azure",1983.98613861386,2382
"255","0-18","Female","frost",3,"GCP",1849.16600660066,2385
"256","0-18","Female","frost",3,"MogFace",1876.37211221122,2312
"257","0-18","Female","frost",3,"TinaFace",1365.33877887789,2258
"258","0-18","Female","frost",3,"Yolov5",1929.3911746889,2391
"259","0-18","Female","frost",4,"AWS",1789.03217821782,2391
"260","0-18","Female","frost",4,"Azure",1959.73564356436,2382
"261","0-18","Female","frost",4,"GCP",1841.49356435644,2385
"262","0-18","Female","frost",4,"MogFace",1870.07458745875,2312
"263","0-18","Female","frost",4,"TinaFace",1283.45297029703,2258
"264","0-18","Female","frost",4,"Yolov5",1912.98868222537,2391
"265","0-18","Female","frost",5,"AWS",1643.66683168317,2391
"266","0-18","Female","frost",5,"Azure",1854.02854785479,2382
"267","0-18","Female","frost",5,"GCP",1648.07673267327,2385
"268","0-18","Female","frost",5,"MogFace",1771.47491749175,2312
"269","0-18","Female","frost",5,"TinaFace",1034.27574257426,2258
"270","0-18","Female","frost",5,"Yolov5",1819.75894389439,2391
"271","0-18","Female","fog",1,"AWS",2310.07392739274,2391
"272","0-18","Female","fog",1,"Azure",2276.90495049505,2382
"273","0-18","Female","fog",1,"GCP",2246.88448844884,2385
"274","0-18","Female","fog",1,"MogFace",2221.71089108911,2312
"275","0-18","Female","fog",1,"TinaFace",2124.225,2258
"276","0-18","Female","fog",1,"Yolov5",2213.95921892189,2391
"277","0-18","Female","fog",2,"AWS",2292.82293729373,2391
"278","0-18","Female","fog",2,"Azure",2254.08151815181,2382
"279","0-18","Female","fog",2,"GCP",2158.60874587459,2385
"280","0-18","Female","fog",2,"MogFace",2194.51089108911,2312
"281","0-18","Female","fog",2,"TinaFace",2071.31947194719,2258
"282","0-18","Female","fog",2,"Yolov5",2188.95345238095,2391
"283","0-18","Female","fog",3,"AWS",2261.78151815181,2391
"284","0-18","Female","fog",3,"Azure",2204.59537953795,2382
"285","0-18","Female","fog",3,"GCP",2018.5603960396,2385
"286","0-18","Female","fog",3,"MogFace",2156.19702970297,2312
"287","0-18","Female","fog",3,"TinaFace",2004.73762376238,2258
"288","0-18","Female","fog",3,"Yolov5",2164.67969825554,2391
"289","0-18","Female","fog",4,"AWS",2212.34339933993,2391
"290","0-18","Female","fog",4,"Azure",2171.94422442244,2382
"291","0-18","Female","fog",4,"GCP",1911.72772277228,2385
"292","0-18","Female","fog",4,"MogFace",2121.7801980198,2312
"293","0-18","Female","fog",4,"TinaFace",1966.77953795379,2258
"294","0-18","Female","fog",4,"Yolov5",2157.61867436744,2391
"295","0-18","Female","fog",5,"AWS",2049.57475247525,2391
"296","0-18","Female","fog",5,"Azure",2019.33168316832,2382
"297","0-18","Female","fog",5,"GCP",1432.83762376238,2385
"298","0-18","Female","fog",5,"MogFace",1992.20132013201,2312
"299","0-18","Female","fog",5,"TinaFace",1699.2696369637,2258
"300","0-18","Female","fog",5,"Yolov5",2081.3982712557,2391
"301","0-18","Female","brightness",1,"AWS",2355.2095709571,2391
"302","0-18","Female","brightness",1,"Azure",2342.90610561056,2382
"303","0-18","Female","brightness",1,"GCP",2367.60495049505,2385
"304","0-18","Female","brightness",1,"MogFace",2277.40290429043,2312
"305","0-18","Female","brightness",1,"TinaFace",2203.20531353135,2258
"306","0-18","Female","brightness",1,"Yolov5",2293.28124968266,2391
"307","0-18","Female","brightness",2,"AWS",2327.09207920792,2391
"308","0-18","Female","brightness",2,"Azure",2314.32161716172,2382
"309","0-18","Female","brightness",2,"GCP",2331.33943894389,2385
"310","0-18","Female","brightness",2,"MogFace",2252.23356435644,2312
"311","0-18","Female","brightness",2,"TinaFace",2156.32541254125,2258
"312","0-18","Female","brightness",2,"Yolov5",2255.86981390996,2391
"313","0-18","Female","brightness",3,"AWS",2297.5004950495,2391
"314","0-18","Female","brightness",3,"Azure",2283.28283828383,2382
"315","0-18","Female","brightness",3,"GCP",2274.94455445545,2385
"316","0-18","Female","brightness",3,"MogFace",2212.07897689769,2312
"317","0-18","Female","brightness",3,"TinaFace",2099.29752475248,2258
"318","0-18","Female","brightness",3,"Yolov5",2235.23010136728,2391
"319","0-18","Female","brightness",4,"AWS",2266.06831683168,2391
"320","0-18","Female","brightness",4,"Azure",2251.75808580858,2382
"321","0-18","Female","brightness",4,"GCP",2204.69257425743,2385
"322","0-18","Female","brightness",4,"MogFace",2164.2998019802,2312
"323","0-18","Female","brightness",4,"TinaFace",2033.23613861386,2258
"324","0-18","Female","brightness",4,"Yolov5",2204.17413762805,2391
"325","0-18","Female","brightness",5,"AWS",2231.75264026403,2391
"326","0-18","Female","brightness",5,"Azure",2215.58135313531,2382
"327","0-18","Female","brightness",5,"GCP",2130.88085808581,2385
"328","0-18","Female","brightness",5,"MogFace",2119.48508250825,2312
"329","0-18","Female","brightness",5,"TinaFace",1948.12945544554,2258
"330","0-18","Female","brightness",5,"Yolov5",2172.24518130384,2391
"331","0-18","Female","contrast",1,"AWS",2318.24867986799,2391
"332","0-18","Female","contrast",1,"Azure",2293.95429042904,2382
"333","0-18","Female","contrast",1,"GCP",2331.65363036304,2385
"334","0-18","Female","contrast",1,"MogFace",2228.29438943894,2312
"335","0-18","Female","contrast",1,"TinaFace",2088.84801980198,2258
"336","0-18","Female","contrast",1,"Yolov5",2200.87328343549,2391
"337","0-18","Female","contrast",2,"AWS",2289.81072607261,2391
"338","0-18","Female","contrast",2,"Azure",2253.25214521452,2382
"339","0-18","Female","contrast",2,"GCP",2296.94389438944,2385
"340","0-18","Female","contrast",2,"MogFace",2186.56303630363,2312
"341","0-18","Female","contrast",2,"TinaFace",1986.91386138614,2258
"342","0-18","Female","contrast",2,"Yolov5",2163.28178667867,2391
"343","0-18","Female","contrast",3,"AWS",2237.08168316832,2391
"344","0-18","Female","contrast",3,"Azure",2179.31188118812,2382
"345","0-18","Female","contrast",3,"GCP",2185.59158415842,2385
"346","0-18","Female","contrast",3,"MogFace",2121.05280528053,2312
"347","0-18","Female","contrast",3,"TinaFace",1667.58250825082,2258
"348","0-18","Female","contrast",3,"Yolov5",2096.52226072607,2391
"349","0-18","Female","contrast",4,"AWS",2082.56287128713,2391
"350","0-18","Female","contrast",4,"Azure",1964.91353135314,2381
"351","0-18","Female","contrast",4,"GCP",1256.00099009901,2385
"352","0-18","Female","contrast",4,"MogFace",1877.74415841584,2312
"353","0-18","Female","contrast",4,"TinaFace",634.260891089109,2258
"354","0-18","Female","contrast",4,"Yolov5",1899.86719471947,2391
"355","0-18","Female","contrast",5,"AWS",1450.95940594059,2391
"356","0-18","Female","contrast",5,"Azure",1371.2099009901,2375
"357","0-18","Female","contrast",5,"GCP",72.1,2385
"358","0-18","Female","contrast",5,"MogFace",1298.85297029703,2312
"359","0-18","Female","contrast",5,"TinaFace",100.663366336634,2258
"360","0-18","Female","contrast",5,"Yolov5",763.540264026402,2391
"361","0-18","Female","elastic-transform",1,"AWS",769.677722772277,2391
"362","0-18","Female","elastic-transform",1,"Azure",854.572442244224,2382
"363","0-18","Female","elastic-transform",1,"GCP",1176.36633663366,2385
"364","0-18","Female","elastic-transform",1,"MogFace",763.359405940594,2312
"365","0-18","Female","elastic-transform",1,"TinaFace",704.616336633663,2258
"366","0-18","Female","elastic-transform",1,"Yolov5",818.098600860086,2391
"367","0-18","Female","elastic-transform",2,"AWS",217.385148514851,2391
"368","0-18","Female","elastic-transform",2,"Azure",262.570297029703,2382
"369","0-18","Female","elastic-transform",2,"GCP",463.865511551155,2385
"370","0-18","Female","elastic-transform",2,"MogFace",242.316584158416,2312
"371","0-18","Female","elastic-transform",2,"TinaFace",146.778217821782,2258
"372","0-18","Female","elastic-transform",2,"Yolov5",289.15102310231,2391
"373","0-18","Female","elastic-transform",3,"AWS",1933.03333333333,2391
"374","0-18","Female","elastic-transform",3,"Azure",1972.93267326733,2382
"375","0-18","Female","elastic-transform",3,"GCP",2096.20264026403,2385
"376","0-18","Female","elastic-transform",3,"MogFace",1888.89372937294,2312
"377","0-18","Female","elastic-transform",3,"TinaFace",1782.07722772277,2258
"378","0-18","Female","elastic-transform",3,"Yolov5",1892.00402190219,2391
"379","0-18","Female","elastic-transform",4,"AWS",1866.81732673267,2391
"380","0-18","Female","elastic-transform",4,"Azure",1936.24793729373,2382
"381","0-18","Female","elastic-transform",4,"GCP",1992.12112211221,2385
"382","0-18","Female","elastic-transform",4,"MogFace",1860.2396039604,2312
"383","0-18","Female","elastic-transform",4,"TinaFace",1673.37706270627,2258
"384","0-18","Female","elastic-transform",4,"Yolov5",1857.36509547383,2391
"385","0-18","Female","elastic-transform",5,"AWS",1292.26831683168,2391
"386","0-18","Female","elastic-transform",5,"Azure",1713.82392739274,2382
"387","0-18","Female","elastic-transform",5,"GCP",1181.25511551155,2385
"388","0-18","Female","elastic-transform",5,"MogFace",1678.34933993399,2312
"389","0-18","Female","elastic-transform",5,"TinaFace",776.665181518152,2258
"390","0-18","Female","elastic-transform",5,"Yolov5",1711.51630813081,2391
"391","0-18","Female","pixelate",1,"AWS",2277.8696369637,2391
"392","0-18","Female","pixelate",1,"Azure",2295.59488448845,2382
"393","0-18","Female","pixelate",1,"GCP",2346.53333333333,2385
"394","0-18","Female","pixelate",1,"MogFace",2220.86336633663,2312
"395","0-18","Female","pixelate",1,"TinaFace",2072.00066006601,2258
"396","0-18","Female","pixelate",1,"Yolov5",2197.21003064592,2391
"397","0-18","Female","pixelate",2,"AWS",2255.94669966997,2391
"398","0-18","Female","pixelate",2,"Azure",2283.7,2382
"399","0-18","Female","pixelate",2,"GCP",2337.33564356436,2385
"400","0-18","Female","pixelate",2,"MogFace",2200.02409240924,2312
"401","0-18","Female","pixelate",2,"TinaFace",2031.26435643564,2258
"402","0-18","Female","pixelate",2,"Yolov5",2167.10801980198,2391
"403","0-18","Female","pixelate",3,"AWS",2085.09900990099,2391
"404","0-18","Female","pixelate",3,"Azure",2219.77194719472,2382
"405","0-18","Female","pixelate",3,"GCP",2288.47211221122,2385
"406","0-18","Female","pixelate",3,"MogFace",2077.24306930693,2312
"407","0-18","Female","pixelate",3,"TinaFace",1405.08316831683,2258
"408","0-18","Female","pixelate",3,"Yolov5",2023.11138613861,2391
"409","0-18","Female","pixelate",4,"AWS",1859.52326732673,2391
