"","SkinType","Gender","Age","Lighting","Corruption","Severity","Service","sum_AP","n"
"6747","Lighter","Other","45-64","Bright","jpeg-compression",5,"GCP",44.6514851485148,45
"6748","Lighter","Other","45-64","Bright","jpeg-compression",5,"MogFace",43.5816831683168,45
"6749","Lighter","Other","45-64","Bright","jpeg-compression",5,"TinaFace",43.6272277227723,45
"6750","Lighter","Other","45-64","Bright","jpeg-compression",5,"Yolov5",41.9856435643564,45
"6751","Lighter","Other","45-64","Dim","gaussian-noise",1,"AWS",7.5,8
"6752","Lighter","Other","45-64","Dim","gaussian-noise",1,"Azure",6.5,8
"6753","Lighter","Other","45-64","Dim","gaussian-noise",1,"GCP",7.4,8
"6754","Lighter","Other","45-64","Dim","gaussian-noise",1,"MogFace",6.7,8
"6755","Lighter","Other","45-64","Dim","gaussian-noise",1,"TinaFace",7.5,8
"6756","Lighter","Other","45-64","Dim","gaussian-noise",1,"Yolov5",5.4,8
"6757","Lighter","Other","45-64","Dim","gaussian-noise",2,"AWS",5.8,8
"6758","Lighter","Other","45-64","Dim","gaussian-noise",2,"Azure",4.5,8
"6759","Lighter","Other","45-64","Dim","gaussian-noise",2,"GCP",6.5,8
"6760","Lighter","Other","45-64","Dim","gaussian-noise",2,"MogFace",5.8,8
"6761","Lighter","Other","45-64","Dim","gaussian-noise",2,"TinaFace",5.6,8
"6762","Lighter","Other","45-64","Dim","gaussian-noise",2,"Yolov5",4.3,8
"6763","Lighter","Other","45-64","Dim","gaussian-noise",3,"AWS",4.5,8
"6764","Lighter","Other","45-64","Dim","gaussian-noise",3,"Azure",4.4,8
"6765","Lighter","Other","45-64","Dim","gaussian-noise",3,"GCP",4.4,8
"6766","Lighter","Other","45-64","Dim","gaussian-noise",3,"MogFace",3.6,8
"6767","Lighter","Other","45-64","Dim","gaussian-noise",3,"TinaFace",4.6,8
"6768","Lighter","Other","45-64","Dim","gaussian-noise",3,"Yolov5",2.4,8
"6769","Lighter","Other","45-64","Dim","gaussian-noise",4,"AWS",4.3,8
"6770","Lighter","Other","45-64","Dim","gaussian-noise",4,"Azure",1.8,8
"6771","Lighter","Other","45-64","Dim","gaussian-noise",4,"GCP",4,8
"6772","Lighter","Other","45-64","Dim","gaussian-noise",4,"MogFace",3.5,8
"6773","Lighter","Other","45-64","Dim","gaussian-noise",4,"TinaFace",3.6,8
"6774","Lighter","Other","45-64","Dim","gaussian-noise",4,"Yolov5",0,8
"6775","Lighter","Other","45-64","Dim","gaussian-noise",5,"AWS",3.2,8
"6776","Lighter","Other","45-64","Dim","gaussian-noise",5,"Azure",0,8
"6777","Lighter","Other","45-64","Dim","gaussian-noise",5,"GCP",3.4,8
"6778","Lighter","Other","45-64","Dim","gaussian-noise",5,"MogFace",0,8
"6779","Lighter","Other","45-64","Dim","gaussian-noise",5,"TinaFace",0,8
"6780","Lighter","Other","45-64","Dim","gaussian-noise",5,"Yolov5",0,8
"6781","Lighter","Other","45-64","Dim","shot-noise",1,"AWS",7.8,8
"6782","Lighter","Other","45-64","Dim","shot-noise",1,"Azure",7.7,8
"6783","Lighter","Other","45-64","Dim","shot-noise",1,"GCP",7.8,8
"6784","Lighter","Other","45-64","Dim","shot-noise",1,"MogFace",7.8,8
"6785","Lighter","Other","45-64","Dim","shot-noise",1,"TinaFace",8,8
"6786","Lighter","Other","45-64","Dim","shot-noise",1,"Yolov5",7.05445544554455,8
"6787","Lighter","Other","45-64","Dim","shot-noise",2,"AWS",7.7,8
"6788","Lighter","Other","45-64","Dim","shot-noise",2,"Azure",7.3,8
"6789","Lighter","Other","45-64","Dim","shot-noise",2,"GCP",7.7,8
"6790","Lighter","Other","45-64","Dim","shot-noise",2,"MogFace",7.5,8
"6791","Lighter","Other","45-64","Dim","shot-noise",2,"TinaFace",8,8
"6792","Lighter","Other","45-64","Dim","shot-noise",2,"Yolov5",6.45445544554455,8
"6793","Lighter","Other","45-64","Dim","shot-noise",3,"AWS",7.2,8
"6794","Lighter","Other","45-64","Dim","shot-noise",3,"Azure",6.7,8
"6795","Lighter","Other","45-64","Dim","shot-noise",3,"GCP",6.8,8
"6796","Lighter","Other","45-64","Dim","shot-noise",3,"MogFace",7.1,8
"6797","Lighter","Other","45-64","Dim","shot-noise",3,"TinaFace",7.5,8
"6798","Lighter","Other","45-64","Dim","shot-noise",3,"Yolov5",6.5,8
"6799","Lighter","Other","45-64","Dim","shot-noise",4,"AWS",7.1,8
"6800","Lighter","Other","45-64","Dim","shot-noise",4,"Azure",4.1,8
"6801","Lighter","Other","45-64","Dim","shot-noise",4,"GCP",6.8,8
"6802","Lighter","Other","45-64","Dim","shot-noise",4,"MogFace",4.75,8
"6803","Lighter","Other","45-64","Dim","shot-noise",4,"TinaFace",4.2,8
"6804","Lighter","Other","45-64","Dim","shot-noise",4,"Yolov5",2.5,8
"6805","Lighter","Other","45-64","Dim","shot-noise",5,"AWS",6.8,8
"6806","Lighter","Other","45-64","Dim","shot-noise",5,"Azure",2.4,8
"6807","Lighter","Other","45-64","Dim","shot-noise",5,"GCP",7,8
"6808","Lighter","Other","45-64","Dim","shot-noise",5,"MogFace",3.4,8
"6809","Lighter","Other","45-64","Dim","shot-noise",5,"TinaFace",3.4,8
"6810","Lighter","Other","45-64","Dim","shot-noise",5,"Yolov5",0,8
"6811","Lighter","Other","45-64","Dim","impulse-noise",1,"AWS",7.2,8
"6812","Lighter","Other","45-64","Dim","impulse-noise",1,"Azure",7.3,8
"6813","Lighter","Other","45-64","Dim","impulse-noise",1,"GCP",5.2,8
"6814","Lighter","Other","45-64","Dim","impulse-noise",1,"MogFace",5.7,8
"6815","Lighter","Other","45-64","Dim","impulse-noise",1,"TinaFace",6.7,8
"6816","Lighter","Other","45-64","Dim","impulse-noise",1,"Yolov5",4.4,8
"6817","Lighter","Other","45-64","Dim","impulse-noise",2,"AWS",4.6,8
"6818","Lighter","Other","45-64","Dim","impulse-noise",2,"Azure",4.5,8
"6819","Lighter","Other","45-64","Dim","impulse-noise",2,"GCP",4.8,8
"6820","Lighter","Other","45-64","Dim","impulse-noise",2,"MogFace",4.4,8
"6821","Lighter","Other","45-64","Dim","impulse-noise",2,"TinaFace",4.8,8
"6822","Lighter","Other","45-64","Dim","impulse-noise",2,"Yolov5",4.3,8
"6823","Lighter","Other","45-64","Dim","impulse-noise",3,"AWS",4.6,8
"6824","Lighter","Other","45-64","Dim","impulse-noise",3,"Azure",4.5,8
"6825","Lighter","Other","45-64","Dim","impulse-noise",3,"GCP",4.8,8
"6826","Lighter","Other","45-64","Dim","impulse-noise",3,"MogFace",3.6,8
"6827","Lighter","Other","45-64","Dim","impulse-noise",3,"TinaFace",4.7,8
"6828","Lighter","Other","45-64","Dim","impulse-noise",3,"Yolov5",2.5,8
"6829","Lighter","Other","45-64","Dim","impulse-noise",4,"AWS",4.6,8
"6830","Lighter","Other","45-64","Dim","impulse-noise",4,"Azure",4,8
"6831","Lighter","Other","45-64","Dim","impulse-noise",4,"GCP",4.3,8
"6832","Lighter","Other","45-64","Dim","impulse-noise",4,"MogFace",2.4,8
"6833","Lighter","Other","45-64","Dim","impulse-noise",4,"TinaFace",3.6,8
"6834","Lighter","Other","45-64","Dim","impulse-noise",4,"Yolov5",1.6,8
"6835","Lighter","Other","45-64","Dim","impulse-noise",5,"AWS",4.2,8
"6836","Lighter","Other","45-64","Dim","impulse-noise",5,"Azure",1.4,8
"6837","Lighter","Other","45-64","Dim","impulse-noise",5,"GCP",2,8
"6838","Lighter","Other","45-64","Dim","impulse-noise",5,"MogFace",0,8
"6839","Lighter","Other","45-64","Dim","impulse-noise",5,"TinaFace",0.9,8
"6840","Lighter","Other","45-64","Dim","impulse-noise",5,"Yolov5",0,8
"6841","Lighter","Other","45-64","Dim","defocus-blur",1,"AWS",7.9,8
"6842","Lighter","Other","45-64","Dim","defocus-blur",1,"Azure",8,8
"6843","Lighter","Other","45-64","Dim","defocus-blur",1,"GCP",8,8
"6844","Lighter","Other","45-64","Dim","defocus-blur",1,"MogFace",7.9,8
"6845","Lighter","Other","45-64","Dim","defocus-blur",1,"TinaFace",8,8
"6846","Lighter","Other","45-64","Dim","defocus-blur",1,"Yolov5",8,8
"6847","Lighter","Other","45-64","Dim","defocus-blur",2,"AWS",7.9,8
"6848","Lighter","Other","45-64","Dim","defocus-blur",2,"Azure",8,8
"6849","Lighter","Other","45-64","Dim","defocus-blur",2,"GCP",7.9,8
"6850","Lighter","Other","45-64","Dim","defocus-blur",2,"MogFace",7.9,8
"6851","Lighter","Other","45-64","Dim","defocus-blur",2,"TinaFace",8,8
"6852","Lighter","Other","45-64","Dim","defocus-blur",2,"Yolov5",7.95049504950495,8
"6853","Lighter","Other","45-64","Dim","defocus-blur",3,"AWS",7.8,8
"6854","Lighter","Other","45-64","Dim","defocus-blur",3,"Azure",7.9,8
"6855","Lighter","Other","45-64","Dim","defocus-blur",3,"GCP",7.6,8
"6856","Lighter","Other","45-64","Dim","defocus-blur",3,"MogFace",7.9,8
"6857","Lighter","Other","45-64","Dim","defocus-blur",3,"TinaFace",7.8,8
"6858","Lighter","Other","45-64","Dim","defocus-blur",3,"Yolov5",7.7019801980198,8
"6859","Lighter","Other","45-64","Dim","defocus-blur",4,"AWS",7.7,8
"6860","Lighter","Other","45-64","Dim","defocus-blur",4,"Azure",7.7,8
"6861","Lighter","Other","45-64","Dim","defocus-blur",4,"GCP",7.4,8
"6862","Lighter","Other","45-64","Dim","defocus-blur",4,"MogFace",7.6,8
"6863","Lighter","Other","45-64","Dim","defocus-blur",4,"TinaFace",7.7,8
"6864","Lighter","Other","45-64","Dim","defocus-blur",4,"Yolov5",7.25445544554455,8
"6865","Lighter","Other","45-64","Dim","defocus-blur",5,"AWS",6.8,8
"6866","Lighter","Other","45-64","Dim","defocus-blur",5,"Azure",7.6,8
"6867","Lighter","Other","45-64","Dim","defocus-blur",5,"GCP",6.5,8
"6868","Lighter","Other","45-64","Dim","defocus-blur",5,"MogFace",7.6,8
"6869","Lighter","Other","45-64","Dim","defocus-blur",5,"TinaFace",7.3,8
"6870","Lighter","Other","45-64","Dim","defocus-blur",5,"Yolov5",7.05445544554455,8
"6871","Lighter","Other","45-64","Dim","glass-blur",1,"AWS",8,8
"6872","Lighter","Other","45-64","Dim","glass-blur",1,"Azure",8,8
"6873","Lighter","Other","45-64","Dim","glass-blur",1,"GCP",8,8
"6874","Lighter","Other","45-64","Dim","glass-blur",1,"MogFace",7.9,8
"6875","Lighter","Other","45-64","Dim","glass-blur",1,"TinaFace",8,8
"6876","Lighter","Other","45-64","Dim","glass-blur",1,"Yolov5",8,8
"6877","Lighter","Other","45-64","Dim","glass-blur",2,"AWS",8,8
"6878","Lighter","Other","45-64","Dim","glass-blur",2,"Azure",8,8
"6879","Lighter","Other","45-64","Dim","glass-blur",2,"GCP",8,8
"6880","Lighter","Other","45-64","Dim","glass-blur",2,"MogFace",7.9,8
"6881","Lighter","Other","45-64","Dim","glass-blur",2,"TinaFace",8,8
"6882","Lighter","Other","45-64","Dim","glass-blur",2,"Yolov5",8,8
"6883","Lighter","Other","45-64","Dim","glass-blur",3,"AWS",8,8
"6884","Lighter","Other","45-64","Dim","glass-blur",3,"Azure",8,8
"6885","Lighter","Other","45-64","Dim","glass-blur",3,"GCP",8,8
"6886","Lighter","Other","45-64","Dim","glass-blur",3,"MogFace",7.9,8
"6887","Lighter","Other","45-64","Dim","glass-blur",3,"TinaFace",8,8
"6888","Lighter","Other","45-64","Dim","glass-blur",3,"Yolov5",8,8
"6889","Lighter","Other","45-64","Dim","glass-blur",4,"AWS",8,8
"6890","Lighter","Other","45-64","Dim","glass-blur",4,"Azure",8,8
"6891","Lighter","Other","45-64","Dim","glass-blur",4,"GCP",8,8
"6892","Lighter","Other","45-64","Dim","glass-blur",4,"MogFace",7.9,8
"6893","Lighter","Other","45-64","Dim","glass-blur",4,"TinaFace",8,8
"6894","Lighter","Other","45-64","Dim","glass-blur",4,"Yolov5",8,8
"6895","Lighter","Other","45-64","Dim","glass-blur",5,"AWS",8,8
"6896","Lighter","Other","45-64","Dim","glass-blur",5,"Azure",8,8
"6897","Lighter","Other","45-64","Dim","glass-blur",5,"GCP",8,8
"6898","Lighter","Other","45-64","Dim","glass-blur",5,"MogFace",7.9,8
"6899","Lighter","Other","45-64","Dim","glass-blur",5,"TinaFace",8,8
"6900","Lighter","Other","45-64","Dim","glass-blur",5,"Yolov5",7.95049504950495,8
"6901","Lighter","Other","45-64","Dim","motion-blur",1,"AWS",7.8,8
"6902","Lighter","Other","45-64","Dim","motion-blur",1,"Azure",7.9,8
"6903","Lighter","Other","45-64","Dim","motion-blur",1,"GCP",8,8
"6904","Lighter","Other","45-64","Dim","motion-blur",1,"MogFace",7.7,8
"6905","Lighter","Other","45-64","Dim","motion-blur",1,"TinaFace",7.8,8
"6906","Lighter","Other","45-64","Dim","motion-blur",1,"Yolov5",7.8009900990099,8
"6907","Lighter","Other","45-64","Dim","motion-blur",2,"AWS",7.4,8
"6908","Lighter","Other","45-64","Dim","motion-blur",2,"Azure",7.4,8
"6909","Lighter","Other","45-64","Dim","motion-blur",2,"GCP",7.9,8
"6910","Lighter","Other","45-64","Dim","motion-blur",2,"MogFace",7.4,8
"6911","Lighter","Other","45-64","Dim","motion-blur",2,"TinaFace",7.5,8
"6912","Lighter","Other","45-64","Dim","motion-blur",2,"Yolov5",7.65049504950495,8
"6913","Lighter","Other","45-64","Dim","motion-blur",3,"AWS",6.8,8
"6914","Lighter","Other","45-64","Dim","motion-blur",3,"Azure",7.1,8
"6915","Lighter","Other","45-64","Dim","motion-blur",3,"GCP",7.6,8
"6916","Lighter","Other","45-64","Dim","motion-blur",3,"MogFace",7,8
"6917","Lighter","Other","45-64","Dim","motion-blur",3,"TinaFace",7.1,8
"6918","Lighter","Other","45-64","Dim","motion-blur",3,"Yolov5",7.0019801980198,8
"6919","Lighter","Other","45-64","Dim","motion-blur",4,"AWS",6.5,8
"6920","Lighter","Other","45-64","Dim","motion-blur",4,"Azure",6.6,8
"6921","Lighter","Other","45-64","Dim","motion-blur",4,"GCP",7.1,8
"6922","Lighter","Other","45-64","Dim","motion-blur",4,"MogFace",6.3,8
"6923","Lighter","Other","45-64","Dim","motion-blur",4,"TinaFace",6.6,8
"6924","Lighter","Other","45-64","Dim","motion-blur",4,"Yolov5",6.2019801980198,8
"6925","Lighter","Other","45-64","Dim","motion-blur",5,"AWS",6.1,8
"6926","Lighter","Other","45-64","Dim","motion-blur",5,"Azure",6.4,8
"6927","Lighter","Other","45-64","Dim","motion-blur",5,"GCP",5.9,8
"6928","Lighter","Other","45-64","Dim","motion-blur",5,"MogFace",6.5,8
"6929","Lighter","Other","45-64","Dim","motion-blur",5,"TinaFace",6.3,8
"6930","Lighter","Other","45-64","Dim","motion-blur",5,"Yolov5",5.9039603960396,8
"6931","Lighter","Other","45-64","Dim","zoom-blur",1,"AWS",1.7,8
"6932","Lighter","Other","45-64","Dim","zoom-blur",1,"Azure",2.4,8
"6933","Lighter","Other","45-64","Dim","zoom-blur",1,"GCP",2.5,8
"6934","Lighter","Other","45-64","Dim","zoom-blur",1,"MogFace",2.7,8
"6935","Lighter","Other","45-64","Dim","zoom-blur",1,"TinaFace",1.8,8
"6936","Lighter","Other","45-64","Dim","zoom-blur",1,"Yolov5",2.95049504950495,8
"6937","Lighter","Other","45-64","Dim","zoom-blur",2,"AWS",1.3,8
"6938","Lighter","Other","45-64","Dim","zoom-blur",2,"Azure",1.8,8
"6939","Lighter","Other","45-64","Dim","zoom-blur",2,"GCP",1.7,8
"6940","Lighter","Other","45-64","Dim","zoom-blur",2,"MogFace",1.7,8
"6941","Lighter","Other","45-64","Dim","zoom-blur",2,"TinaFace",2,8
"6942","Lighter","Other","45-64","Dim","zoom-blur",2,"Yolov5",1.9,8
"6943","Lighter","Other","45-64","Dim","zoom-blur",3,"AWS",1.1,8
"6944","Lighter","Other","45-64","Dim","zoom-blur",3,"Azure",1.3,8
"6945","Lighter","Other","45-64","Dim","zoom-blur",3,"GCP",0.5,8
"6946","Lighter","Other","45-64","Dim","zoom-blur",3,"MogFace",2.2,8
"6947","Lighter","Other","45-64","Dim","zoom-blur",3,"TinaFace",1.6,8
"6948","Lighter","Other","45-64","Dim","zoom-blur",3,"Yolov5",2.2,8
"6949","Lighter","Other","45-64","Dim","zoom-blur",4,"AWS",0.9,8
"6950","Lighter","Other","45-64","Dim","zoom-blur",4,"Azure",0.65,8
"6951","Lighter","Other","45-64","Dim","zoom-blur",4,"GCP",0,8
"6952","Lighter","Other","45-64","Dim","zoom-blur",4,"MogFace",1.3,8
"6953","Lighter","Other","45-64","Dim","zoom-blur",4,"TinaFace",1.6,8
"6954","Lighter","Other","45-64","Dim","zoom-blur",4,"Yolov5",1.75,8
"6955","Lighter","Other","45-64","Dim","zoom-blur",5,"AWS",1.9,8
"6956","Lighter","Other","45-64","Dim","zoom-blur",5,"Azure",1.9,8
"6957","Lighter","Other","45-64","Dim","zoom-blur",5,"GCP",0,8
"6958","Lighter","Other","45-64","Dim","zoom-blur",5,"MogFace",2.5,8
"6959","Lighter","Other","45-64","Dim","zoom-blur",5,"TinaFace",1.6,8
"6960","Lighter","Other","45-64","Dim","zoom-blur",5,"Yolov5",2.2,8
"6961","Lighter","Other","45-64","Dim","snow",1,"AWS",6.2,8
"6962","Lighter","Other","45-64","Dim","snow",1,"Azure",5.4,8
"6963","Lighter","Other","45-64","Dim","snow",1,"GCP",5,8
"6964","Lighter","Other","45-64","Dim","snow",1,"MogFace",3.6,8
"6965","Lighter","Other","45-64","Dim","snow",1,"TinaFace",4.3,8
"6966","Lighter","Other","45-64","Dim","snow",1,"Yolov5",6.3,8
"6967","Lighter","Other","45-64","Dim","snow",2,"AWS",4.3,8
"6968","Lighter","Other","45-64","Dim","snow",2,"Azure",3.9,8
"6969","Lighter","Other","45-64","Dim","snow",2,"GCP",4.3,8
"6970","Lighter","Other","45-64","Dim","snow",2,"MogFace",4.3,8
"6971","Lighter","Other","45-64","Dim","snow",2,"TinaFace",4.6,8
"6972","Lighter","Other","45-64","Dim","snow",2,"Yolov5",5.9,8
"6973","Lighter","Other","45-64","Dim","snow",3,"AWS",4.1,8
"6974","Lighter","Other","45-64","Dim","snow",3,"Azure",4.3,8
"6975","Lighter","Other","45-64","Dim","snow",3,"GCP",2.5,8
"6976","Lighter","Other","45-64","Dim","snow",3,"MogFace",3.06666666666667,8
"6977","Lighter","Other","45-64","Dim","snow",3,"TinaFace",3.7,8
"6978","Lighter","Other","45-64","Dim","snow",3,"Yolov5",4.6,8
"6979","Lighter","Other","45-64","Dim","snow",4,"AWS",3.7,8
"6980","Lighter","Other","45-64","Dim","snow",4,"Azure",3.5,8
"6981","Lighter","Other","45-64","Dim","snow",4,"GCP",2.1,8
"6982","Lighter","Other","45-64","Dim","snow",4,"MogFace",2.4,8
"6983","Lighter","Other","45-64","Dim","snow",4,"TinaFace",1.8,8
"6984","Lighter","Other","45-64","Dim","snow",4,"Yolov5",3.8,8
"6985","Lighter","Other","45-64","Dim","snow",5,"AWS",4.3,8
"6986","Lighter","Other","45-64","Dim","snow",5,"Azure",4,8
"6987","Lighter","Other","45-64","Dim","snow",5,"GCP",3.9,8
"6988","Lighter","Other","45-64","Dim","snow",5,"MogFace",3.5,8
"6989","Lighter","Other","45-64","Dim","snow",5,"TinaFace",3.7,8
"6990","Lighter","Other","45-64","Dim","snow",5,"Yolov5",4.2,8
"6991","Lighter","Other","45-64","Dim","frost",1,"AWS",5.8,8
"6992","Lighter","Other","45-64","Dim","frost",1,"Azure",5.7,8
"6993","Lighter","Other","45-64","Dim","frost",1,"GCP",5.9,8
"6994","Lighter","Other","45-64","Dim","frost",1,"MogFace",5.8,8
"6995","Lighter","Other","45-64","Dim","frost",1,"TinaFace",5.9,8
"6996","Lighter","Other","45-64","Dim","frost",1,"Yolov5",6.95247524752475,8
"6997","Lighter","Other","45-64","Dim","frost",2,"AWS",4.5,8
"6998","Lighter","Other","45-64","Dim","frost",2,"Azure",4.7,8
"6999","Lighter","Other","45-64","Dim","frost",2,"GCP",4.4,8
"7000","Lighter","Other","45-64","Dim","frost",2,"MogFace",4.5,8
"7001","Lighter","Other","45-64","Dim","frost",2,"TinaFace",4.8,8
"7002","Lighter","Other","45-64","Dim","frost",2,"Yolov5",4.4,8
"7003","Lighter","Other","45-64","Dim","frost",3,"AWS",3.3,8
"7004","Lighter","Other","45-64","Dim","frost",3,"Azure",3.1,8
"7005","Lighter","Other","45-64","Dim","frost",3,"GCP",2.5,8
"7006","Lighter","Other","45-64","Dim","frost",3,"MogFace",4.3,8
"7007","Lighter","Other","45-64","Dim","frost",3,"TinaFace",3.6,8
"7008","Lighter","Other","45-64","Dim","frost",3,"Yolov5",4.4,8
"7009","Lighter","Other","45-64","Dim","frost",4,"AWS",4.3,8
"7010","Lighter","Other","45-64","Dim","frost",4,"Azure",4.3,8
"7011","Lighter","Other","45-64","Dim","frost",4,"GCP",2.7,8
"7012","Lighter","Other","45-64","Dim","frost",4,"MogFace",4.4,8
"7013","Lighter","Other","45-64","Dim","frost",4,"TinaFace",4.5,8
"7014","Lighter","Other","45-64","Dim","frost",4,"Yolov5",4.6,8
"7015","Lighter","Other","45-64","Dim","frost",5,"AWS",2.5,8
"7016","Lighter","Other","45-64","Dim","frost",5,"Azure",2.5,8
"7017","Lighter","Other","45-64","Dim","frost",5,"GCP",1,8
"7018","Lighter","Other","45-64","Dim","frost",5,"MogFace",3.1,8
"7019","Lighter","Other","45-64","Dim","frost",5,"TinaFace",2.8,8
"7020","Lighter","Other","45-64","Dim","frost",5,"Yolov5",2,8
"7021","Lighter","Other","45-64","Dim","fog",1,"AWS",7.8,8
"7022","Lighter","Other","45-64","Dim","fog",1,"Azure",7.7,8
"7023","Lighter","Other","45-64","Dim","fog",1,"GCP",5,8
"7024","Lighter","Other","45-64","Dim","fog",1,"MogFace",7.8,8
"7025","Lighter","Other","45-64","Dim","fog",1,"TinaFace",8,8
"7026","Lighter","Other","45-64","Dim","fog",1,"Yolov5",7.75049504950495,8
"7027","Lighter","Other","45-64","Dim","fog",2,"AWS",7.7,8
"7028","Lighter","Other","45-64","Dim","fog",2,"Azure",7.5,8
"7029","Lighter","Other","45-64","Dim","fog",2,"GCP",5,8
"7030","Lighter","Other","45-64","Dim","fog",2,"MogFace",7.8,8
"7031","Lighter","Other","45-64","Dim","fog",2,"TinaFace",6.8,8
"7032","Lighter","Other","45-64","Dim","fog",2,"Yolov5",7.05445544554455,8
"7033","Lighter","Other","45-64","Dim","fog",3,"AWS",7.5,8
"7034","Lighter","Other","45-64","Dim","fog",3,"Azure",7.5,8
"7035","Lighter","Other","45-64","Dim","fog",3,"GCP",4,8
"7036","Lighter","Other","45-64","Dim","fog",3,"MogFace",7.6,8
"7037","Lighter","Other","45-64","Dim","fog",3,"TinaFace",6.8,8
"7038","Lighter","Other","45-64","Dim","fog",3,"Yolov5",7.05445544554455,8
"7039","Lighter","Other","45-64","Dim","fog",4,"AWS",6.6,8
"7040","Lighter","Other","45-64","Dim","fog",4,"Azure",7.4,8
"7041","Lighter","Other","45-64","Dim","fog",4,"GCP",3,8
"7042","Lighter","Other","45-64","Dim","fog",4,"MogFace",7.7,8
"7043","Lighter","Other","45-64","Dim","fog",4,"TinaFace",6.7,8
"7044","Lighter","Other","45-64","Dim","fog",4,"Yolov5",7.05445544554455,8
"7045","Lighter","Other","45-64","Dim","fog",5,"AWS",5.7,8
"7046","Lighter","Other","45-64","Dim","fog",5,"Azure",4.7,8
"7047","Lighter","Other","45-64","Dim","fog",5,"GCP",4,8
"7048","Lighter","Other","45-64","Dim","fog",5,"MogFace",6.6,8
"7049","Lighter","Other","45-64","Dim","fog",5,"TinaFace",6.7,8
"7050","Lighter","Other","45-64","Dim","fog",5,"Yolov5",5.6,8
"7051","Lighter","Other","45-64","Dim","brightness",1,"AWS",7.9,8
"7052","Lighter","Other","45-64","Dim","brightness",1,"Azure",7.9,8
"7053","Lighter","Other","45-64","Dim","brightness",1,"GCP",8,8
"7054","Lighter","Other","45-64","Dim","brightness",1,"MogFace",8,8
"7055","Lighter","Other","45-64","Dim","brightness",1,"TinaFace",8,8
"7056","Lighter","Other","45-64","Dim","brightness",1,"Yolov5",7.95049504950495,8
"7057","Lighter","Other","45-64","Dim","brightness",2,"AWS",7.9,8
"7058","Lighter","Other","45-64","Dim","brightness",2,"Azure",8,8
"7059","Lighter","Other","45-64","Dim","brightness",2,"GCP",8,8
"7060","Lighter","Other","45-64","Dim","brightness",2,"MogFace",7.9,8
"7061","Lighter","Other","45-64","Dim","brightness",2,"TinaFace",7.9,8
"7062","Lighter","Other","45-64","Dim","brightness",2,"Yolov5",7.4049504950495,8
"7063","Lighter","Other","45-64","Dim","brightness",3,"AWS",7.8,8
"7064","Lighter","Other","45-64","Dim","brightness",3,"Azure",8,8
"7065","Lighter","Other","45-64","Dim","brightness",3,"GCP",8,8
"7066","Lighter","Other","45-64","Dim","brightness",3,"MogFace",7.9,8
"7067","Lighter","Other","45-64","Dim","brightness",3,"TinaFace",7.9,8
"7068","Lighter","Other","45-64","Dim","brightness",3,"Yolov5",7.4049504950495,8
"7069","Lighter","Other","45-64","Dim","brightness",4,"AWS",7.8,8
"7070","Lighter","Other","45-64","Dim","brightness",4,"Azure",8,8
"7071","Lighter","Other","45-64","Dim","brightness",4,"GCP",7.8,8
"7072","Lighter","Other","45-64","Dim","brightness",4,"MogFace",7.7,8
"7073","Lighter","Other","45-64","Dim","brightness",4,"TinaFace",8,8
"7074","Lighter","Other","45-64","Dim","brightness",4,"Yolov5",7.4049504950495,8
"7075","Lighter","Other","45-64","Dim","brightness",5,"AWS",7.7,8
"7076","Lighter","Other","45-64","Dim","brightness",5,"Azure",8,8
"7077","Lighter","Other","45-64","Dim","brightness",5,"GCP",7.8,8
"7078","Lighter","Other","45-64","Dim","brightness",5,"MogFace",7.7,8
"7079","Lighter","Other","45-64","Dim","brightness",5,"TinaFace",8,8
"7080","Lighter","Other","45-64","Dim","brightness",5,"Yolov5",7.4049504950495,8
"7081","Lighter","Other","45-64","Dim","contrast",1,"AWS",7.8,8
"7082","Lighter","Other","45-64","Dim","contrast",1,"Azure",7.8,8
"7083","Lighter","Other","45-64","Dim","contrast",1,"GCP",6,8
"7084","Lighter","Other","45-64","Dim","contrast",1,"MogFace",7.9,8
"7085","Lighter","Other","45-64","Dim","contrast",1,"TinaFace",8,8
"7086","Lighter","Other","45-64","Dim","contrast",1,"Yolov5",8,8
"7087","Lighter","Other","45-64","Dim","contrast",2,"AWS",7.8,8
"7088","Lighter","Other","45-64","Dim","contrast",2,"Azure",7.7,8
"7089","Lighter","Other","45-64","Dim","contrast",2,"GCP",5.8,8
"7090","Lighter","Other","45-64","Dim","contrast",2,"MogFace",7.7,8
"7091","Lighter","Other","45-64","Dim","contrast",2,"TinaFace",7.9,8
"7092","Lighter","Other","45-64","Dim","contrast",2,"Yolov5",7.82524752475247,8
"7093","Lighter","Other","45-64","Dim","contrast",3,"AWS",6.9,8
"7094","Lighter","Other","45-64","Dim","contrast",3,"Azure",7.6,8
"7095","Lighter","Other","45-64","Dim","contrast",3,"GCP",5,8
"7096","Lighter","Other","45-64","Dim","contrast",3,"MogFace",7.6,8
"7097","Lighter","Other","45-64","Dim","contrast",3,"TinaFace",7.7,8
"7098","Lighter","Other","45-64","Dim","contrast",3,"Yolov5",7.4019801980198,8
"7099","Lighter","Other","45-64","Dim","contrast",4,"AWS",6.3,8
"7100","Lighter","Other","45-64","Dim","contrast",4,"Azure",6.8,8
"7101","Lighter","Other","45-64","Dim","contrast",4,"GCP",2.7,8
"7102","Lighter","Other","45-64","Dim","contrast",4,"MogFace",6.2,8
