"","SkinType","Gender","Age","Lighting","Corruption","Severity","Service","sum_AP","n"
"550","Lighter","Feminine","19-45","Dim","defocus-blur",2,"MogFace",459.340594059406,461
"551","Lighter","Feminine","19-45","Dim","defocus-blur",2,"TinaFace",457.99900990099,461
"552","Lighter","Feminine","19-45","Dim","defocus-blur",2,"Yolov5",447.862376237624,461
"553","Lighter","Feminine","19-45","Dim","defocus-blur",3,"AWS",453.639603960396,461
"554","Lighter","Feminine","19-45","Dim","defocus-blur",3,"Azure",447.755115511551,461
"555","Lighter","Feminine","19-45","Dim","defocus-blur",3,"GCP",449.119801980198,458
"556","Lighter","Feminine","19-45","Dim","defocus-blur",3,"MogFace",454.45198019802,461
"557","Lighter","Feminine","19-45","Dim","defocus-blur",3,"TinaFace",454.680198019802,461
"558","Lighter","Feminine","19-45","Dim","defocus-blur",3,"Yolov5",440.722112211221,461
"559","Lighter","Feminine","19-45","Dim","defocus-blur",4,"AWS",446.978712871287,461
"560","Lighter","Feminine","19-45","Dim","defocus-blur",4,"Azure",439.4,461
"561","Lighter","Feminine","19-45","Dim","defocus-blur",4,"GCP",441.587128712871,458
"562","Lighter","Feminine","19-45","Dim","defocus-blur",4,"MogFace",447.586633663366,461
"563","Lighter","Feminine","19-45","Dim","defocus-blur",4,"TinaFace",451.39801980198,461
"564","Lighter","Feminine","19-45","Dim","defocus-blur",4,"Yolov5",432.523762376238,461
"565","Lighter","Feminine","19-45","Dim","defocus-blur",5,"AWS",440.572772277228,461
"566","Lighter","Feminine","19-45","Dim","defocus-blur",5,"Azure",426.10297029703,461
"567","Lighter","Feminine","19-45","Dim","defocus-blur",5,"GCP",429.983663366337,458
"568","Lighter","Feminine","19-45","Dim","defocus-blur",5,"MogFace",440.055940594059,461
"569","Lighter","Feminine","19-45","Dim","defocus-blur",5,"TinaFace",445.198514851485,461
"570","Lighter","Feminine","19-45","Dim","defocus-blur",5,"Yolov5",422.781188118812,461
"571","Lighter","Feminine","19-45","Dim","glass-blur",1,"AWS",460.130198019802,461
"572","Lighter","Feminine","19-45","Dim","glass-blur",1,"Azure",459.238613861386,461
"573","Lighter","Feminine","19-45","Dim","glass-blur",1,"GCP",454.975742574257,458
"574","Lighter","Feminine","19-45","Dim","glass-blur",1,"MogFace",460.388118811881,461
"575","Lighter","Feminine","19-45","Dim","glass-blur",1,"TinaFace",459.556435643564,461
"576","Lighter","Feminine","19-45","Dim","glass-blur",1,"Yolov5",455.741089108911,461
"577","Lighter","Feminine","19-45","Dim","glass-blur",2,"AWS",460.096534653465,461
"578","Lighter","Feminine","19-45","Dim","glass-blur",2,"Azure",458.377227722772,461
"579","Lighter","Feminine","19-45","Dim","glass-blur",2,"GCP",454.732673267327,458
"580","Lighter","Feminine","19-45","Dim","glass-blur",2,"MogFace",460.338613861386,461
"581","Lighter","Feminine","19-45","Dim","glass-blur",2,"TinaFace",459.061386138614,461
"582","Lighter","Feminine","19-45","Dim","glass-blur",2,"Yolov5",453.216881188119,461
"583","Lighter","Feminine","19-45","Dim","glass-blur",3,"AWS",459.696534653465,461
"584","Lighter","Feminine","19-45","Dim","glass-blur",3,"Azure",457.910891089109,461
"585","Lighter","Feminine","19-45","Dim","glass-blur",3,"GCP",455.991584158416,458
"586","Lighter","Feminine","19-45","Dim","glass-blur",3,"MogFace",460.237623762376,461
"587","Lighter","Feminine","19-45","Dim","glass-blur",3,"TinaFace",458.910891089109,461
"588","Lighter","Feminine","19-45","Dim","glass-blur",3,"Yolov5",452.580396039604,461
"589","Lighter","Feminine","19-45","Dim","glass-blur",4,"AWS",459.84702970297,461
"590","Lighter","Feminine","19-45","Dim","glass-blur",4,"Azure",456.888613861386,461
"591","Lighter","Feminine","19-45","Dim","glass-blur",4,"GCP",454.705445544554,458
"592","Lighter","Feminine","19-45","Dim","glass-blur",4,"MogFace",459.794554455445,461
"593","Lighter","Feminine","19-45","Dim","glass-blur",4,"TinaFace",458.762376237624,461
"594","Lighter","Feminine","19-45","Dim","glass-blur",4,"Yolov5",451.822128712871,461
"595","Lighter","Feminine","19-45","Dim","glass-blur",5,"AWS",458.691584158416,461
"596","Lighter","Feminine","19-45","Dim","glass-blur",5,"Azure",456.062376237624,461
"597","Lighter","Feminine","19-45","Dim","glass-blur",5,"GCP",453.807425742574,458
"598","Lighter","Feminine","19-45","Dim","glass-blur",5,"MogFace",459.012376237624,461
"599","Lighter","Feminine","19-45","Dim","glass-blur",5,"TinaFace",458.146534653465,461
"600","Lighter","Feminine","19-45","Dim","glass-blur",5,"Yolov5",448.928712871287,461
"601","Lighter","Feminine","19-45","Dim","motion-blur",1,"AWS",450.776237623762,461
"602","Lighter","Feminine","19-45","Dim","motion-blur",1,"Azure",451.472772277228,461
"603","Lighter","Feminine","19-45","Dim","motion-blur",1,"GCP",453.70099009901,458
"604","Lighter","Feminine","19-45","Dim","motion-blur",1,"MogFace",455.55297029703,461
"605","Lighter","Feminine","19-45","Dim","motion-blur",1,"TinaFace",454.165841584158,461
"606","Lighter","Feminine","19-45","Dim","motion-blur",1,"Yolov5",445.734158415841,461
"607","Lighter","Feminine","19-45","Dim","motion-blur",2,"AWS",432.850825082508,461
"608","Lighter","Feminine","19-45","Dim","motion-blur",2,"Azure",429.656435643564,461
"609","Lighter","Feminine","19-45","Dim","motion-blur",2,"GCP",446.817821782178,458
"610","Lighter","Feminine","19-45","Dim","motion-blur",2,"MogFace",436.567821782178,461
"611","Lighter","Feminine","19-45","Dim","motion-blur",2,"TinaFace",439.495379537954,461
"612","Lighter","Feminine","19-45","Dim","motion-blur",2,"Yolov5",430.29504950495,461
"613","Lighter","Feminine","19-45","Dim","motion-blur",3,"AWS",405.094554455446,461
"614","Lighter","Feminine","19-45","Dim","motion-blur",3,"Azure",403.670792079208,461
"615","Lighter","Feminine","19-45","Dim","motion-blur",3,"GCP",426.664851485148,458
"616","Lighter","Feminine","19-45","Dim","motion-blur",3,"MogFace",410.163861386139,461
"617","Lighter","Feminine","19-45","Dim","motion-blur",3,"TinaFace",412.494554455445,461
"618","Lighter","Feminine","19-45","Dim","motion-blur",3,"Yolov5",403.593465346535,461
"619","Lighter","Feminine","19-45","Dim","motion-blur",4,"AWS",378.978712871287,461
"620","Lighter","Feminine","19-45","Dim","motion-blur",4,"Azure",377.712706270627,461
"621","Lighter","Feminine","19-45","Dim","motion-blur",4,"GCP",401.315346534653,458
"622","Lighter","Feminine","19-45","Dim","motion-blur",4,"MogFace",386.954950495049,461
"623","Lighter","Feminine","19-45","Dim","motion-blur",4,"TinaFace",390.175742574257,461
"624","Lighter","Feminine","19-45","Dim","motion-blur",4,"Yolov5",379.363366336634,461
"625","Lighter","Feminine","19-45","Dim","motion-blur",5,"AWS",362.417326732673,461
"626","Lighter","Feminine","19-45","Dim","motion-blur",5,"Azure",360.741584158416,461
"627","Lighter","Feminine","19-45","Dim","motion-blur",5,"GCP",391.190099009901,458
"628","Lighter","Feminine","19-45","Dim","motion-blur",5,"MogFace",371.460396039604,461
"629","Lighter","Feminine","19-45","Dim","motion-blur",5,"TinaFace",374.089108910891,461
"630","Lighter","Feminine","19-45","Dim","motion-blur",5,"Yolov5",365.616831683168,461
"631","Lighter","Feminine","19-45","Dim","zoom-blur",1,"AWS",192.327722772277,461
"632","Lighter","Feminine","19-45","Dim","zoom-blur",1,"Azure",187.864356435644,461
"633","Lighter","Feminine","19-45","Dim","zoom-blur",1,"GCP",215.20396039604,458
"634","Lighter","Feminine","19-45","Dim","zoom-blur",1,"MogFace",220.393069306931,461
"635","Lighter","Feminine","19-45","Dim","zoom-blur",1,"TinaFace",192.316831683168,461
"636","Lighter","Feminine","19-45","Dim","zoom-blur",1,"Yolov5",233.992244224422,461
"637","Lighter","Feminine","19-45","Dim","zoom-blur",2,"AWS",116.736633663366,461
"638","Lighter","Feminine","19-45","Dim","zoom-blur",2,"Azure",117.097524752475,461
"639","Lighter","Feminine","19-45","Dim","zoom-blur",2,"GCP",150.374257425743,458
"640","Lighter","Feminine","19-45","Dim","zoom-blur",2,"MogFace",141.048514851485,461
"641","Lighter","Feminine","19-45","Dim","zoom-blur",2,"TinaFace",93.5227722772277,461
"642","Lighter","Feminine","19-45","Dim","zoom-blur",2,"Yolov5",159.807425742574,461
"643","Lighter","Feminine","19-45","Dim","zoom-blur",3,"AWS",101.832673267327,461
"644","Lighter","Feminine","19-45","Dim","zoom-blur",3,"Azure",114.067326732673,461
"645","Lighter","Feminine","19-45","Dim","zoom-blur",3,"GCP",95.1207920792079,458
"646","Lighter","Feminine","19-45","Dim","zoom-blur",3,"MogFace",151.829207920792,461
"647","Lighter","Feminine","19-45","Dim","zoom-blur",3,"TinaFace",95.4579207920792,461
"648","Lighter","Feminine","19-45","Dim","zoom-blur",3,"Yolov5",153.295709570957,461
"649","Lighter","Feminine","19-45","Dim","zoom-blur",4,"AWS",59.0217821782178,461
"650","Lighter","Feminine","19-45","Dim","zoom-blur",4,"Azure",60.4262376237624,461
"651","Lighter","Feminine","19-45","Dim","zoom-blur",4,"GCP",55.8623762376237,458
"652","Lighter","Feminine","19-45","Dim","zoom-blur",4,"MogFace",95.3014851485148,461
"653","Lighter","Feminine","19-45","Dim","zoom-blur",4,"TinaFace",48.6623762376238,461
"654","Lighter","Feminine","19-45","Dim","zoom-blur",4,"Yolov5",101.75297029703,461
"655","Lighter","Feminine","19-45","Dim","zoom-blur",5,"AWS",95.929702970297,461
"656","Lighter","Feminine","19-45","Dim","zoom-blur",5,"Azure",95.8432343234323,461
"657","Lighter","Feminine","19-45","Dim","zoom-blur",5,"GCP",36.9613861386139,458
"658","Lighter","Feminine","19-45","Dim","zoom-blur",5,"MogFace",131.054455445545,461
"659","Lighter","Feminine","19-45","Dim","zoom-blur",5,"TinaFace",88.0267326732673,461
"660","Lighter","Feminine","19-45","Dim","zoom-blur",5,"Yolov5",141.145462046205,461
"661","Lighter","Feminine","19-45","Dim","snow",1,"AWS",398.389603960396,461
"662","Lighter","Feminine","19-45","Dim","snow",1,"Azure",391.519801980198,461
"663","Lighter","Feminine","19-45","Dim","snow",1,"GCP",398.712376237624,458
"664","Lighter","Feminine","19-45","Dim","snow",1,"MogFace",302.628217821782,461
"665","Lighter","Feminine","19-45","Dim","snow",1,"TinaFace",340.341089108911,461
"666","Lighter","Feminine","19-45","Dim","snow",1,"Yolov5",387.672937293729,461
"667","Lighter","Feminine","19-45","Dim","snow",2,"AWS",372.591584158416,461
"668","Lighter","Feminine","19-45","Dim","snow",2,"Azure",292.392574257426,461
"669","Lighter","Feminine","19-45","Dim","snow",2,"GCP",340.439603960396,458
"670","Lighter","Feminine","19-45","Dim","snow",2,"MogFace",244.314356435644,461
"671","Lighter","Feminine","19-45","Dim","snow",2,"TinaFace",314.217326732673,461
"672","Lighter","Feminine","19-45","Dim","snow",2,"Yolov5",372.244620462046,461
"673","Lighter","Feminine","19-45","Dim","snow",3,"AWS",296.293069306931,461
"674","Lighter","Feminine","19-45","Dim","snow",3,"Azure",319.679207920792,461
"675","Lighter","Feminine","19-45","Dim","snow",3,"GCP",216.462376237624,458
"676","Lighter","Feminine","19-45","Dim","snow",3,"MogFace",197.636138613861,461
"677","Lighter","Feminine","19-45","Dim","snow",3,"TinaFace",200.354950495049,461
"678","Lighter","Feminine","19-45","Dim","snow",3,"Yolov5",332.490841584158,461
"679","Lighter","Feminine","19-45","Dim","snow",4,"AWS",197.377227722772,461
"680","Lighter","Feminine","19-45","Dim","snow",4,"Azure",225.241089108911,461
"681","Lighter","Feminine","19-45","Dim","snow",4,"GCP",111.80198019802,458
"682","Lighter","Feminine","19-45","Dim","snow",4,"MogFace",107.386138613861,461
"683","Lighter","Feminine","19-45","Dim","snow",4,"TinaFace",106.852475247525,461
"684","Lighter","Feminine","19-45","Dim","snow",4,"Yolov5",234.589108910891,461
"685","Lighter","Feminine","19-45","Dim","snow",5,"AWS",268.505445544554,461
"686","Lighter","Feminine","19-45","Dim","snow",5,"Azure",228.082178217822,461
"687","Lighter","Feminine","19-45","Dim","snow",5,"GCP",267.035643564356,458
"688","Lighter","Feminine","19-45","Dim","snow",5,"MogFace",184.633663366337,461
"689","Lighter","Feminine","19-45","Dim","snow",5,"TinaFace",255.49603960396,461
"690","Lighter","Feminine","19-45","Dim","snow",5,"Yolov5",341.428712871287,461
"691","Lighter","Feminine","19-45","Dim","frost",1,"AWS",419.887623762376,461
"692","Lighter","Feminine","19-45","Dim","frost",1,"Azure",403.805940594059,461
"693","Lighter","Feminine","19-45","Dim","frost",1,"GCP",401.439108910891,458
"694","Lighter","Feminine","19-45","Dim","frost",1,"MogFace",414.746204620462,461
"695","Lighter","Feminine","19-45","Dim","frost",1,"TinaFace",417.889108910891,461
"696","Lighter","Feminine","19-45","Dim","frost",1,"Yolov5",416.207920792079,461
"697","Lighter","Feminine","19-45","Dim","frost",2,"AWS",339.006930693069,461
"698","Lighter","Feminine","19-45","Dim","frost",2,"Azure",325.258910891089,461
"699","Lighter","Feminine","19-45","Dim","frost",2,"GCP",274.207920792079,458
"700","Lighter","Feminine","19-45","Dim","frost",2,"MogFace",327.138118811881,461
"701","Lighter","Feminine","19-45","Dim","frost",2,"TinaFace",322.931353135313,461
"702","Lighter","Feminine","19-45","Dim","frost",2,"Yolov5",347.89900990099,461
"703","Lighter","Feminine","19-45","Dim","frost",3,"AWS",266.374257425743,461
"704","Lighter","Feminine","19-45","Dim","frost",3,"Azure",245.117821782178,461
"705","Lighter","Feminine","19-45","Dim","frost",3,"GCP",195.701485148515,458
"706","Lighter","Feminine","19-45","Dim","frost",3,"MogFace",263.841089108911,461
"707","Lighter","Feminine","19-45","Dim","frost",3,"TinaFace",249.197524752475,461
"708","Lighter","Feminine","19-45","Dim","frost",3,"Yolov5",294.89702970297,461
"709","Lighter","Feminine","19-45","Dim","frost",4,"AWS",239.94504950495,461
"710","Lighter","Feminine","19-45","Dim","frost",4,"Azure",228.85198019802,461
"711","Lighter","Feminine","19-45","Dim","frost",4,"GCP",173.056435643564,458
"712","Lighter","Feminine","19-45","Dim","frost",4,"MogFace",230.899834983498,461
"713","Lighter","Feminine","19-45","Dim","frost",4,"TinaFace",218.907920792079,461
"714","Lighter","Feminine","19-45","Dim","frost",4,"Yolov5",278.630198019802,461
"715","Lighter","Feminine","19-45","Dim","frost",5,"AWS",208.060396039604,461
"716","Lighter","Feminine","19-45","Dim","frost",5,"Azure",199.69801980198,461
"717","Lighter","Feminine","19-45","Dim","frost",5,"GCP",155.243564356436,458
"718","Lighter","Feminine","19-45","Dim","frost",5,"MogFace",208.639933993399,461
"719","Lighter","Feminine","19-45","Dim","frost",5,"TinaFace",188.131683168317,461
"720","Lighter","Feminine","19-45","Dim","frost",5,"Yolov5",248.271287128713,461
"721","Lighter","Feminine","19-45","Dim","fog",1,"AWS",449.711386138614,461
"722","Lighter","Feminine","19-45","Dim","fog",1,"Azure",443.906435643564,461
"723","Lighter","Feminine","19-45","Dim","fog",1,"GCP",403.236138613861,458
"724","Lighter","Feminine","19-45","Dim","fog",1,"MogFace",450.531188118812,461
"725","Lighter","Feminine","19-45","Dim","fog",1,"TinaFace",448.646534653465,461
"726","Lighter","Feminine","19-45","Dim","fog",1,"Yolov5",433.530792079208,461
"727","Lighter","Feminine","19-45","Dim","fog",2,"AWS",441.572772277228,461
"728","Lighter","Feminine","19-45","Dim","fog",2,"Azure",436.982673267327,461
"729","Lighter","Feminine","19-45","Dim","fog",2,"GCP",379.241089108911,458
"730","Lighter","Feminine","19-45","Dim","fog",2,"MogFace",443.586633663366,461
"731","Lighter","Feminine","19-45","Dim","fog",2,"TinaFace",443.613861386139,461
"732","Lighter","Feminine","19-45","Dim","fog",2,"Yolov5",426.359900990099,461
"733","Lighter","Feminine","19-45","Dim","fog",3,"AWS",439.480528052805,461
"734","Lighter","Feminine","19-45","Dim","fog",3,"Azure",429.207425742574,461
"735","Lighter","Feminine","19-45","Dim","fog",3,"GCP",344.754455445544,458
"736","Lighter","Feminine","19-45","Dim","fog",3,"MogFace",434.641089108911,461
"737","Lighter","Feminine","19-45","Dim","fog",3,"TinaFace",434.027227722772,461
"738","Lighter","Feminine","19-45","Dim","fog",3,"Yolov5",421.262871287129,461
"739","Lighter","Feminine","19-45","Dim","fog",4,"AWS",433.174257425742,461
"740","Lighter","Feminine","19-45","Dim","fog",4,"Azure",428.567821782178,461
"741","Lighter","Feminine","19-45","Dim","fog",4,"GCP",312.220297029703,458
"742","Lighter","Feminine","19-45","Dim","fog",4,"MogFace",432.342574257426,461
"743","Lighter","Feminine","19-45","Dim","fog",4,"TinaFace",433.327227722772,461
"744","Lighter","Feminine","19-45","Dim","fog",4,"Yolov5",416.7,461
"745","Lighter","Feminine","19-45","Dim","fog",5,"AWS",400.359900990099,461
"746","Lighter","Feminine","19-45","Dim","fog",5,"Azure",402.032673267327,461
"747","Lighter","Feminine","19-45","Dim","fog",5,"GCP",238.555445544554,458
"748","Lighter","Feminine","19-45","Dim","fog",5,"MogFace",407.965346534653,461
"749","Lighter","Feminine","19-45","Dim","fog",5,"TinaFace",407.772277227723,461
"750","Lighter","Feminine","19-45","Dim","fog",5,"Yolov5",398.303465346535,461
"751","Lighter","Feminine","19-45","Dim","brightness",1,"AWS",459.685148514851,461
"752","Lighter","Feminine","19-45","Dim","brightness",1,"Azure",459.055445544554,461
"753","Lighter","Feminine","19-45","Dim","brightness",1,"GCP",456.028217821782,458
"754","Lighter","Feminine","19-45","Dim","brightness",1,"MogFace",460.189108910891,461
"755","Lighter","Feminine","19-45","Dim","brightness",1,"TinaFace",460.256435643564,461
"756","Lighter","Feminine","19-45","Dim","brightness",1,"Yolov5",454.159900990099,461
"757","Lighter","Feminine","19-45","Dim","brightness",2,"AWS",458.417821782178,461
"758","Lighter","Feminine","19-45","Dim","brightness",2,"Azure",456.662871287129,461
"759","Lighter","Feminine","19-45","Dim","brightness",2,"GCP",453.262871287129,458
"760","Lighter","Feminine","19-45","Dim","brightness",2,"MogFace",459.09603960396,461
"761","Lighter","Feminine","19-45","Dim","brightness",2,"TinaFace",459.723762376238,461
"762","Lighter","Feminine","19-45","Dim","brightness",2,"Yolov5",449.512541254125,461
"763","Lighter","Feminine","19-45","Dim","brightness",3,"AWS",457.694554455445,461
"764","Lighter","Feminine","19-45","Dim","brightness",3,"Azure",455.113366336634,461
"765","Lighter","Feminine","19-45","Dim","brightness",3,"GCP",451.586138613861,458
"766","Lighter","Feminine","19-45","Dim","brightness",3,"MogFace",457.275247524752,461
"767","Lighter","Feminine","19-45","Dim","brightness",3,"TinaFace",459.066831683168,461
"768","Lighter","Feminine","19-45","Dim","brightness",3,"Yolov5",447.111386138614,461
"769","Lighter","Feminine","19-45","Dim","brightness",4,"AWS",456.961881188119,461
"770","Lighter","Feminine","19-45","Dim","brightness",4,"Azure",453.438613861386,461
"771","Lighter","Feminine","19-45","Dim","brightness",4,"GCP",447.258910891089,458
"772","Lighter","Feminine","19-45","Dim","brightness",4,"MogFace",455.083663366337,461
"773","Lighter","Feminine","19-45","Dim","brightness",4,"TinaFace",456.831683168317,461
"774","Lighter","Feminine","19-45","Dim","brightness",4,"Yolov5",445.015511551155,461
"775","Lighter","Feminine","19-45","Dim","brightness",5,"AWS",456.20396039604,461
"776","Lighter","Feminine","19-45","Dim","brightness",5,"Azure",449.065841584158,461
"777","Lighter","Feminine","19-45","Dim","brightness",5,"GCP",445.457920792079,458
"778","Lighter","Feminine","19-45","Dim","brightness",5,"MogFace",453.383663366337,461
"779","Lighter","Feminine","19-45","Dim","brightness",5,"TinaFace",455.970792079208,461
"780","Lighter","Feminine","19-45","Dim","brightness",5,"Yolov5",443.333663366337,461
"781","Lighter","Feminine","19-45","Dim","contrast",1,"AWS",457.15396039604,461
"782","Lighter","Feminine","19-45","Dim","contrast",1,"Azure",454.073267326733,461
"783","Lighter","Feminine","19-45","Dim","contrast",1,"GCP",432.34504950495,458
"784","Lighter","Feminine","19-45","Dim","contrast",1,"MogFace",458.781683168317,461
"785","Lighter","Feminine","19-45","Dim","contrast",1,"TinaFace",458.328712871287,461
"786","Lighter","Feminine","19-45","Dim","contrast",1,"Yolov5",445.402376237624,461
"787","Lighter","Feminine","19-45","Dim","contrast",2,"AWS",454.541584158416,461
"788","Lighter","Feminine","19-45","Dim","contrast",2,"Azure",449.710396039604,461
"789","Lighter","Feminine","19-45","Dim","contrast",2,"GCP",422.249504950495,458
"790","Lighter","Feminine","19-45","Dim","contrast",2,"MogFace",454.553465346535,461
"791","Lighter","Feminine","19-45","Dim","contrast",2,"TinaFace",456.473762376238,461
"792","Lighter","Feminine","19-45","Dim","contrast",2,"Yolov5",438.431188118812,461
"793","Lighter","Feminine","19-45","Dim","contrast",3,"AWS",447.245544554455,461
"794","Lighter","Feminine","19-45","Dim","contrast",3,"Azure",437.24603960396,461
"795","Lighter","Feminine","19-45","Dim","contrast",3,"GCP",367.131683168317,458
"796","Lighter","Feminine","19-45","Dim","contrast",3,"MogFace",442.29504950495,461
"797","Lighter","Feminine","19-45","Dim","contrast",3,"TinaFace",447.663861386139,461
"798","Lighter","Feminine","19-45","Dim","contrast",3,"Yolov5",427.309900990099,461
"799","Lighter","Feminine","19-45","Dim","contrast",4,"AWS",403.918811881188,461
"800","Lighter","Feminine","19-45","Dim","contrast",4,"Azure",405.281188118812,461
"801","Lighter","Feminine","19-45","Dim","contrast",4,"GCP",141.854455445545,458
"802","Lighter","Feminine","19-45","Dim","contrast",4,"MogFace",392.44603960396,461
"803","Lighter","Feminine","19-45","Dim","contrast",4,"TinaFace",376.34504950495,461
"804","Lighter","Feminine","19-45","Dim","contrast",4,"Yolov5",387.94801980198,461
"805","Lighter","Feminine","19-45","Dim","contrast",5,"AWS",266.05099009901,461
"806","Lighter","Feminine","19-45","Dim","contrast",5,"Azure",301.876732673267,461
"807","Lighter","Feminine","19-45","Dim","contrast",5,"GCP",5.8,458
"808","Lighter","Feminine","19-45","Dim","contrast",5,"MogFace",258.229207920792,461
"809","Lighter","Feminine","19-45","Dim","contrast",5,"TinaFace",191.442079207921,461
"810","Lighter","Feminine","19-45","Dim","contrast",5,"Yolov5",170.731188118812,461
"811","Lighter","Feminine","19-45","Dim","elastic-transform",1,"AWS",205.329702970297,461
"812","Lighter","Feminine","19-45","Dim","elastic-transform",1,"Azure",207.292079207921,461
"813","Lighter","Feminine","19-45","Dim","elastic-transform",1,"GCP",265.823267326733,458
"814","Lighter","Feminine","19-45","Dim","elastic-transform",1,"MogFace",204.182178217822,461
"815","Lighter","Feminine","19-45","Dim","elastic-transform",1,"TinaFace",206.896534653465,461
"816","Lighter","Feminine","19-45","Dim","elastic-transform",1,"Yolov5",212.899504950495,461
"817","Lighter","Feminine","19-45","Dim","elastic-transform",2,"AWS",88.659405940594,461
"818","Lighter","Feminine","19-45","Dim","elastic-transform",2,"Azure",93.4128712871287,461
"819","Lighter","Feminine","19-45","Dim","elastic-transform",2,"GCP",142.742739273927,458
"820","Lighter","Feminine","19-45","Dim","elastic-transform",2,"MogFace",90.4859735973597,461
"821","Lighter","Feminine","19-45","Dim","elastic-transform",2,"TinaFace",91.58300330033,461
"822","Lighter","Feminine","19-45","Dim","elastic-transform",2,"Yolov5",95.0417491749175,461
"823","Lighter","Feminine","19-45","Dim","elastic-transform",3,"AWS",407.186633663366,461
"824","Lighter","Feminine","19-45","Dim","elastic-transform",3,"Azure",404.510396039604,461
"825","Lighter","Feminine","19-45","Dim","elastic-transform",3,"GCP",426.114356435644,458
"826","Lighter","Feminine","19-45","Dim","elastic-transform",3,"MogFace",406.682673267327,461
"827","Lighter","Feminine","19-45","Dim","elastic-transform",3,"TinaFace",406.462376237624,461
"828","Lighter","Feminine","19-45","Dim","elastic-transform",3,"Yolov5",402.911386138614,461
"829","Lighter","Feminine","19-45","Dim","elastic-transform",4,"AWS",402.697524752475,461
"830","Lighter","Feminine","19-45","Dim","elastic-transform",4,"Azure",403.061881188119,461
"831","Lighter","Feminine","19-45","Dim","elastic-transform",4,"GCP",420.961881188119,458
"832","Lighter","Feminine","19-45","Dim","elastic-transform",4,"MogFace",402.721287128713,461
"833","Lighter","Feminine","19-45","Dim","elastic-transform",4,"TinaFace",402.40297029703,461
"834","Lighter","Feminine","19-45","Dim","elastic-transform",4,"Yolov5",399.792574257426,461
"835","Lighter","Feminine","19-45","Dim","elastic-transform",5,"AWS",400.766831683168,461
"836","Lighter","Feminine","19-45","Dim","elastic-transform",5,"Azure",395.076237623762,461
"837","Lighter","Feminine","19-45","Dim","elastic-transform",5,"GCP",410.20198019802,458
"838","Lighter","Feminine","19-45","Dim","elastic-transform",5,"MogFace",397.432673267327,461
"839","Lighter","Feminine","19-45","Dim","elastic-transform",5,"TinaFace",398.716336633663,461
"840","Lighter","Feminine","19-45","Dim","elastic-transform",5,"Yolov5",394.772442244224,461
"841","Lighter","Feminine","19-45","Dim","pixelate",1,"AWS",460.296534653465,461
"842","Lighter","Feminine","19-45","Dim","pixelate",1,"Azure",459.750495049505,461
"843","Lighter","Feminine","19-45","Dim","pixelate",1,"GCP",457.317821782178,458
"844","Lighter","Feminine","19-45","Dim","pixelate",1,"MogFace",460.437623762376,461
"845","Lighter","Feminine","19-45","Dim","pixelate",1,"TinaFace",459.960396039604,461
"846","Lighter","Feminine","19-45","Dim","pixelate",1,"Yolov5",455.60198019802,461
"847","Lighter","Feminine","19-45","Dim","pixelate",2,"AWS",459.543894389439,461
"848","Lighter","Feminine","19-45","Dim","pixelate",2,"Azure",457.834158415842,461
"849","Lighter","Feminine","19-45","Dim","pixelate",2,"GCP",455.018811881188,458
"850","Lighter","Feminine","19-45","Dim","pixelate",2,"MogFace",460.188118811881,461
"851","Lighter","Feminine","19-45","Dim","pixelate",2,"TinaFace",458.862376237624,461
"852","Lighter","Feminine","19-45","Dim","pixelate",2,"Yolov5",454.58597359736,461
"853","Lighter","Feminine","19-45","Dim","pixelate",3,"AWS",459.459900990099,461
"854","Lighter","Feminine","19-45","Dim","pixelate",3,"Azure",455.541584158416,461
"855","Lighter","Feminine","19-45","Dim","pixelate",3,"GCP",455.714851485148,458
"856","Lighter","Feminine","19-45","Dim","pixelate",3,"MogFace",459.544554455445,461
"857","Lighter","Feminine","19-45","Dim","pixelate",3,"TinaFace",458.538118811881,461
"858","Lighter","Feminine","19-45","Dim","pixelate",3,"Yolov5",453.729702970297,461
"859","Lighter","Feminine","19-45","Dim","pixelate",4,"AWS",458.383168316832,461
"860","Lighter","Feminine","19-45","Dim","pixelate",4,"Azure",449.192574257426,461
"861","Lighter","Feminine","19-45","Dim","pixelate",4,"GCP",451.137623762376,458
"862","Lighter","Feminine","19-45","Dim","pixelate",4,"MogFace",458.127722772277,461
"863","Lighter","Feminine","19-45","Dim","pixelate",4,"TinaFace",456.774752475247,461
"864","Lighter","Feminine","19-45","Dim","pixelate",4,"Yolov5",442.355775577558,461
"865","Lighter","Feminine","19-45","Dim","pixelate",5,"AWS",393.511386138614,461
"866","Lighter","Feminine","19-45","Dim","pixelate",5,"Azure",401.414356435644,461
"867","Lighter","Feminine","19-45","Dim","pixelate",5,"GCP",425.551485148515,458
"868","Lighter","Feminine","19-45","Dim","pixelate",5,"MogFace",430.745544554455,461
"869","Lighter","Feminine","19-45","Dim","pixelate",5,"TinaFace",415.809405940594,461
"870","Lighter","Feminine","19-45","Dim","pixelate",5,"Yolov5",403.24702970297,461
"871","Lighter","Feminine","19-45","Dim","jpeg-compression",1,"AWS",458.927227722772,461
"872","Lighter","Feminine","19-45","Dim","jpeg-compression",1,"Azure",450.515346534653,461
"873","Lighter","Feminine","19-45","Dim","jpeg-compression",1,"GCP",456.065346534653,458
"874","Lighter","Feminine","19-45","Dim","jpeg-compression",1,"MogFace",457.272772277228,461
