"","Skin.Type","Gender","Age","Lighting","Corruption","Severity","Service","sum_AP","n"
"96","Lighter","Feminine","19-45","Bright","zoom-blur",2,"GCP",377.226732673267,1353
"97","Lighter","Feminine","19-45","Bright","zoom-blur",3,"AWS",401.415346534653,1357
"98","Lighter","Feminine","19-45","Bright","zoom-blur",3,"Azure",396.729537953795,1357
"99","Lighter","Feminine","19-45","Bright","zoom-blur",3,"GCP",307.171782178218,1353
"100","Lighter","Feminine","19-45","Bright","zoom-blur",4,"AWS",275.905940594059,1357
"101","Lighter","Feminine","19-45","Bright","zoom-blur",4,"Azure",254.764191419142,1357
"102","Lighter","Feminine","19-45","Bright","zoom-blur",4,"GCP",174.377722772277,1353
"103","Lighter","Feminine","19-45","Bright","zoom-blur",5,"AWS",444.034653465346,1357
"104","Lighter","Feminine","19-45","Bright","zoom-blur",5,"Azure",412.109075907591,1357
"105","Lighter","Feminine","19-45","Bright","zoom-blur",5,"GCP",164.608910891089,1353
"106","Lighter","Feminine","19-45","Bright","snow",1,"AWS",1271.06138613861,1357
"107","Lighter","Feminine","19-45","Bright","snow",1,"Azure",1257.27145214521,1357
"108","Lighter","Feminine","19-45","Bright","snow",1,"GCP",1300.14554455446,1353
"109","Lighter","Feminine","19-45","Bright","snow",2,"AWS",1241.25792079208,1357
"110","Lighter","Feminine","19-45","Bright","snow",2,"Azure",1148.8900990099,1357
"111","Lighter","Feminine","19-45","Bright","snow",2,"GCP",1230.71881188119,1353
"112","Lighter","Feminine","19-45","Bright","snow",3,"AWS",1169.65148514851,1357
"113","Lighter","Feminine","19-45","Bright","snow",3,"Azure",1161.15396039604,1357
"114","Lighter","Feminine","19-45","Bright","snow",3,"GCP",1146.57722772277,1353
"115","Lighter","Feminine","19-45","Bright","snow",4,"AWS",1080.82574257426,1357
"116","Lighter","Feminine","19-45","Bright","snow",4,"Azure",1099.90544554455,1357
"117","Lighter","Feminine","19-45","Bright","snow",4,"GCP",988.557425742574,1353
"118","Lighter","Feminine","19-45","Bright","snow",5,"AWS",1173.43168316832,1357
"119","Lighter","Feminine","19-45","Bright","snow",5,"Azure",1086.37673267327,1357
"120","Lighter","Feminine","19-45","Bright","snow",5,"GCP",1175.77871287129,1353
"121","Lighter","Feminine","19-45","Bright","frost",1,"AWS",1314.03910891089,1357
"122","Lighter","Feminine","19-45","Bright","frost",1,"Azure",1287.1103960396,1357
"123","Lighter","Feminine","19-45","Bright","frost",1,"GCP",1310.45165016502,1353
"124","Lighter","Feminine","19-45","Bright","frost",2,"AWS",1231.6896039604,1357
"125","Lighter","Feminine","19-45","Bright","frost",2,"Azure",1195.62904290429,1357
"126","Lighter","Feminine","19-45","Bright","frost",2,"GCP",1199.38267326733,1353
"127","Lighter","Feminine","19-45","Bright","frost",3,"AWS",1161.06485148515,1357
"128","Lighter","Feminine","19-45","Bright","frost",3,"Azure",1103.71534653465,1357
"129","Lighter","Feminine","19-45","Bright","frost",3,"GCP",1076.75792079208,1353
"130","Lighter","Feminine","19-45","Bright","frost",4,"AWS",1134.5196369637,1357
"131","Lighter","Feminine","19-45","Bright","frost",4,"Azure",1096.5498349835,1357
"132","Lighter","Feminine","19-45","Bright","frost",4,"GCP",1033.69950495049,1353
"133","Lighter","Feminine","19-45","Bright","frost",5,"AWS",1052.43811881188,1357
"134","Lighter","Feminine","19-45","Bright","frost",5,"Azure",1000.19059405941,1357
"135","Lighter","Feminine","19-45","Bright","frost",5,"GCP",893.332508250825,1353
"136","Lighter","Feminine","19-45","Bright","fog",1,"AWS",1348.96336633663,1357
"137","Lighter","Feminine","19-45","Bright","fog",1,"Azure",1333.85693069307,1357
"138","Lighter","Feminine","19-45","Bright","fog",1,"GCP",1320.94818481848,1353
"139","Lighter","Feminine","19-45","Bright","fog",2,"AWS",1345.48861386139,1357
"140","Lighter","Feminine","19-45","Bright","fog",2,"Azure",1325.60792079208,1357
"141","Lighter","Feminine","19-45","Bright","fog",2,"GCP",1312.06732673267,1353
"142","Lighter","Feminine","19-45","Bright","fog",3,"AWS",1338.74851485148,1357
"143","Lighter","Feminine","19-45","Bright","fog",3,"Azure",1316.93531353135,1357
"144","Lighter","Feminine","19-45","Bright","fog",3,"GCP",1291.66782178218,1353
"145","Lighter","Feminine","19-45","Bright","fog",4,"AWS",1335.13366336634,1357
"146","Lighter","Feminine","19-45","Bright","fog",4,"Azure",1315.44323432343,1357
"147","Lighter","Feminine","19-45","Bright","fog",4,"GCP",1278.90544554455,1353
"148","Lighter","Feminine","19-45","Bright","fog",5,"AWS",1314.45099009901,1357
"149","Lighter","Feminine","19-45","Bright","fog",5,"Azure",1300.41105610561,1357
"150","Lighter","Feminine","19-45","Bright","fog",5,"GCP",1232.73184818482,1353
"151","Lighter","Feminine","19-45","Bright","brightness",1,"AWS",1355.54504950495,1357
"152","Lighter","Feminine","19-45","Bright","brightness",1,"Azure",1351.22508250825,1357
"153","Lighter","Feminine","19-45","Bright","brightness",1,"GCP",1345.04372937294,1353
"154","Lighter","Feminine","19-45","Bright","brightness",2,"AWS",1353.76485148515,1357
"155","Lighter","Feminine","19-45","Bright","brightness",2,"Azure",1345.33745874587,1357
"156","Lighter","Feminine","19-45","Bright","brightness",2,"GCP",1341.12079207921,1353
"157","Lighter","Feminine","19-45","Bright","brightness",3,"AWS",1351.91831683168,1357
"158","Lighter","Feminine","19-45","Bright","brightness",3,"Azure",1339.34018151815,1357
"159","Lighter","Feminine","19-45","Bright","brightness",3,"GCP",1335.83168316832,1353
"160","Lighter","Feminine","19-45","Bright","brightness",4,"AWS",1346.9599009901,1357
"161","Lighter","Feminine","19-45","Bright","brightness",4,"Azure",1327.86452145215,1357
"162","Lighter","Feminine","19-45","Bright","brightness",4,"GCP",1326.41377887789,1353
"163","Lighter","Feminine","19-45","Bright","brightness",5,"AWS",1333.82128712871,1357
"164","Lighter","Feminine","19-45","Bright","brightness",5,"Azure",1310.06897689769,1357
"165","Lighter","Feminine","19-45","Bright","brightness",5,"GCP",1311.07904290429,1353
"166","Lighter","Feminine","19-45","Bright","contrast",1,"AWS",1350.10511551155,1357
"167","Lighter","Feminine","19-45","Bright","contrast",1,"Azure",1332.80115511551,1357
"168","Lighter","Feminine","19-45","Bright","contrast",1,"GCP",1321.32623762376,1353
"169","Lighter","Feminine","19-45","Bright","contrast",2,"AWS",1342.81188118812,1357
"170","Lighter","Feminine","19-45","Bright","contrast",2,"Azure",1321.16551155115,1357
"171","Lighter","Feminine","19-45","Bright","contrast",2,"GCP",1321.16138613861,1353
"172","Lighter","Feminine","19-45","Bright","contrast",3,"AWS",1325.33531353135,1357
"173","Lighter","Feminine","19-45","Bright","contrast",3,"Azure",1292.04933993399,1357
"174","Lighter","Feminine","19-45","Bright","contrast",3,"GCP",1296.6504950495,1353
"175","Lighter","Feminine","19-45","Bright","contrast",4,"AWS",1263.13465346535,1357
"176","Lighter","Feminine","19-45","Bright","contrast",4,"Azure",1219.59570957096,1357
"177","Lighter","Feminine","19-45","Bright","contrast",4,"GCP",985.146204620462,1353
"178","Lighter","Feminine","19-45","Bright","contrast",5,"AWS",1060.36831683168,1357
"179","Lighter","Feminine","19-45","Bright","contrast",5,"Azure",1017.61782178218,1357
"180","Lighter","Feminine","19-45","Bright","contrast",5,"GCP",103.159405940594,1353
"181","Lighter","Feminine","19-45","Bright","elastic-transform",1,"AWS",491.243564356436,1357
"182","Lighter","Feminine","19-45","Bright","elastic-transform",1,"Azure",495.253960396039,1357
"183","Lighter","Feminine","19-45","Bright","elastic-transform",1,"GCP",678.027227722772,1353
"184","Lighter","Feminine","19-45","Bright","elastic-transform",2,"AWS",202.846534653465,1357
"185","Lighter","Feminine","19-45","Bright","elastic-transform",2,"Azure",209.021287128713,1357
"186","Lighter","Feminine","19-45","Bright","elastic-transform",2,"GCP",333.582178217822,1353
"187","Lighter","Feminine","19-45","Bright","elastic-transform",3,"AWS",1158.89719471947,1357
"188","Lighter","Feminine","19-45","Bright","elastic-transform",3,"Azure",1154.08300330033,1357
"189","Lighter","Feminine","19-45","Bright","elastic-transform",3,"GCP",1227.77128712871,1353
"190","Lighter","Feminine","19-45","Bright","elastic-transform",4,"AWS",1159.93250825082,1357
"191","Lighter","Feminine","19-45","Bright","elastic-transform",4,"Azure",1148.59306930693,1357
"192","Lighter","Feminine","19-45","Bright","elastic-transform",4,"GCP",1220.62277227723,1353
"193","Lighter","Feminine","19-45","Bright","elastic-transform",5,"AWS",1144.2702970297,1357
"194","Lighter","Feminine","19-45","Bright","elastic-transform",5,"Azure",1124.49570957096,1357
"195","Lighter","Feminine","19-45","Bright","elastic-transform",5,"GCP",1194.90676567657,1353
"196","Lighter","Feminine","19-45","Bright","pixelate",1,"AWS",1354.85891089109,1357
"197","Lighter","Feminine","19-45","Bright","pixelate",1,"Azure",1351.2797029703,1357
"198","Lighter","Feminine","19-45","Bright","pixelate",1,"GCP",1347.27722772277,1353
"199","Lighter","Feminine","19-45","Bright","pixelate",2,"AWS",1351.9595709571,1357
"200","Lighter","Feminine","19-45","Bright","pixelate",2,"Azure",1342.99900990099,1357
"201","Lighter","Feminine","19-45","Bright","pixelate",2,"GCP",1343.23168316832,1353
"202","Lighter","Feminine","19-45","Bright","pixelate",3,"AWS",1352.00594059406,1357
"203","Lighter","Feminine","19-45","Bright","pixelate",3,"Azure",1340.00841584158,1357
"204","Lighter","Feminine","19-45","Bright","pixelate",3,"GCP",1341.1900990099,1353
"205","Lighter","Feminine","19-45","Bright","pixelate",4,"AWS",1338.37178217822,1357
"206","Lighter","Feminine","19-45","Bright","pixelate",4,"Azure",1308.45445544554,1357
"207","Lighter","Feminine","19-45","Bright","pixelate",4,"GCP",1327.550330033,1353
"208","Lighter","Feminine","19-45","Bright","pixelate",5,"AWS",1041.62524752475,1357
"209","Lighter","Feminine","19-45","Bright","pixelate",5,"Azure",1129.78679867987,1357
"210","Lighter","Feminine","19-45","Bright","pixelate",5,"GCP",1212.45313531353,1353
"211","Lighter","Feminine","19-45","Bright","jpeg-compression",1,"AWS",1354.35891089109,1357
"212","Lighter","Feminine","19-45","Bright","jpeg-compression",1,"Azure",1337.6800330033,1357
"213","Lighter","Feminine","19-45","Bright","jpeg-compression",1,"GCP",1344.50297029703,1353
"214","Lighter","Feminine","19-45","Bright","jpeg-compression",2,"AWS",1352.72277227723,1357
"215","Lighter","Feminine","19-45","Bright","jpeg-compression",2,"Azure",1325.4301980198,1357
"216","Lighter","Feminine","19-45","Bright","jpeg-compression",2,"GCP",1345.08415841584,1353
"217","Lighter","Feminine","19-45","Bright","jpeg-compression",3,"AWS",1350.33168316832,1357
"218","Lighter","Feminine","19-45","Bright","jpeg-compression",3,"Azure",1319.49900990099,1357
"219","Lighter","Feminine","19-45","Bright","jpeg-compression",3,"GCP",1342.76435643564,1353
"220","Lighter","Feminine","19-45","Bright","jpeg-compression",4,"AWS",1339.98217821782,1357
"221","Lighter","Feminine","19-45","Bright","jpeg-compression",4,"Azure",1291.17574257426,1357
"222","Lighter","Feminine","19-45","Bright","jpeg-compression",4,"GCP",1336.3904290429,1353
"223","Lighter","Feminine","19-45","Bright","jpeg-compression",5,"AWS",1317.81633663366,1357
"224","Lighter","Feminine","19-45","Bright","jpeg-compression",5,"Azure",1253.72227722772,1357
"225","Lighter","Feminine","19-45","Bright","jpeg-compression",5,"GCP",1323.02896039604,1353
"226","Lighter","Feminine","19-45","Dim","gaussian-noise",1,"AWS",444.925247524752,461
"227","Lighter","Feminine","19-45","Dim","gaussian-noise",1,"Azure",419.49603960396,461
"228","Lighter","Feminine","19-45","Dim","gaussian-noise",1,"GCP",442.201485148515,458
"229","Lighter","Feminine","19-45","Dim","gaussian-noise",2,"AWS",431.621782178218,461
"230","Lighter","Feminine","19-45","Dim","gaussian-noise",2,"Azure",384.422277227723,461
"231","Lighter","Feminine","19-45","Dim","gaussian-noise",2,"GCP",422.761881188119,458
"232","Lighter","Feminine","19-45","Dim","gaussian-noise",3,"AWS",405.879207920792,461
"233","Lighter","Feminine","19-45","Dim","gaussian-noise",3,"Azure",285.053465346535,461
"234","Lighter","Feminine","19-45","Dim","gaussian-noise",3,"GCP",383.510891089109,458
"235","Lighter","Feminine","19-45","Dim","gaussian-noise",4,"AWS",374.349504950495,461
"236","Lighter","Feminine","19-45","Dim","gaussian-noise",4,"Azure",125.159405940594,461
"237","Lighter","Feminine","19-45","Dim","gaussian-noise",4,"GCP",325.896369636964,458
"238","Lighter","Feminine","19-45","Dim","gaussian-noise",5,"AWS",305.633663366337,461
"239","Lighter","Feminine","19-45","Dim","gaussian-noise",5,"Azure",16.1,461
"240","Lighter","Feminine","19-45","Dim","gaussian-noise",5,"GCP",185.914603960396,458
"241","Lighter","Feminine","19-45","Dim","shot-noise",1,"AWS",454.04801980198,461
"242","Lighter","Feminine","19-45","Dim","shot-noise",1,"Azure",440.99702970297,461
"243","Lighter","Feminine","19-45","Dim","shot-noise",1,"GCP",454.54504950495,458
"244","Lighter","Feminine","19-45","Dim","shot-noise",2,"AWS",444.776732673267,461
"245","Lighter","Feminine","19-45","Dim","shot-noise",2,"Azure",423.880198019802,461
"246","Lighter","Feminine","19-45","Dim","shot-noise",2,"GCP",442.94801980198,458
"247","Lighter","Feminine","19-45","Dim","shot-noise",3,"AWS",431.512376237624,461
"248","Lighter","Feminine","19-45","Dim","shot-noise",3,"Azure",399.688118811881,461
"249","Lighter","Feminine","19-45","Dim","shot-noise",3,"GCP",427.678217821782,458
"250","Lighter","Feminine","19-45","Dim","shot-noise",4,"AWS",414.072277227723,461
"251","Lighter","Feminine","19-45","Dim","shot-noise",4,"Azure",278.679207920792,461
"252","Lighter","Feminine","19-45","Dim","shot-noise",4,"GCP",382.362376237624,458
"253","Lighter","Feminine","19-45","Dim","shot-noise",5,"AWS",400.873762376238,461
"254","Lighter","Feminine","19-45","Dim","shot-noise",5,"Azure",123.660396039604,461
"255","Lighter","Feminine","19-45","Dim","shot-noise",5,"GCP",345.919306930693,458
"256","Lighter","Feminine","19-45","Dim","impulse-noise",1,"AWS",436.995544554455,461
"257","Lighter","Feminine","19-45","Dim","impulse-noise",1,"Azure",421.979537953795,461
"258","Lighter","Feminine","19-45","Dim","impulse-noise",1,"GCP",425.174257425742,458
"259","Lighter","Feminine","19-45","Dim","impulse-noise",2,"AWS",419.421287128713,461
"260","Lighter","Feminine","19-45","Dim","impulse-noise",2,"Azure",387.920792079208,461
"261","Lighter","Feminine","19-45","Dim","impulse-noise",2,"GCP",396.831683168317,458
"262","Lighter","Feminine","19-45","Dim","impulse-noise",3,"AWS",407.793069306931,461
"263","Lighter","Feminine","19-45","Dim","impulse-noise",3,"Azure",341.340099009901,461
"264","Lighter","Feminine","19-45","Dim","impulse-noise",3,"GCP",353.709405940594,458
"265","Lighter","Feminine","19-45","Dim","impulse-noise",4,"AWS",366.811881188119,461
"266","Lighter","Feminine","19-45","Dim","impulse-noise",4,"Azure",160.044059405941,461
"267","Lighter","Feminine","19-45","Dim","impulse-noise",4,"GCP",236.001485148515,458
"268","Lighter","Feminine","19-45","Dim","impulse-noise",5,"AWS",290.826237623762,461
"269","Lighter","Feminine","19-45","Dim","impulse-noise",5,"Azure",42.8,461
"270","Lighter","Feminine","19-45","Dim","impulse-noise",5,"GCP",135.003465346535,458
"271","Lighter","Feminine","19-45","Dim","defocus-blur",1,"AWS",459.989108910891,461
"272","Lighter","Feminine","19-45","Dim","defocus-blur",1,"Azure",456.484653465346,461
"273","Lighter","Feminine","19-45","Dim","defocus-blur",1,"GCP",455.064356435643,458
"274","Lighter","Feminine","19-45","Dim","defocus-blur",2,"AWS",459.256435643564,461
"275","Lighter","Feminine","19-45","Dim","defocus-blur",2,"Azure",455.730693069307,461
"276","Lighter","Feminine","19-45","Dim","defocus-blur",2,"GCP",453.755940594059,458
"277","Lighter","Feminine","19-45","Dim","defocus-blur",3,"AWS",453.639603960396,461
"278","Lighter","Feminine","19-45","Dim","defocus-blur",3,"Azure",447.755115511551,461
"279","Lighter","Feminine","19-45","Dim","defocus-blur",3,"GCP",449.119801980198,458
"280","Lighter","Feminine","19-45","Dim","defocus-blur",4,"AWS",446.978712871287,461
"281","Lighter","Feminine","19-45","Dim","defocus-blur",4,"Azure",439.4,461
"282","Lighter","Feminine","19-45","Dim","defocus-blur",4,"GCP",441.587128712871,458
"283","Lighter","Feminine","19-45","Dim","defocus-blur",5,"AWS",440.572772277228,461
"284","Lighter","Feminine","19-45","Dim","defocus-blur",5,"Azure",426.10297029703,461
"285","Lighter","Feminine","19-45","Dim","defocus-blur",5,"GCP",429.983663366337,458
"286","Lighter","Feminine","19-45","Dim","glass-blur",1,"AWS",460.130198019802,461
"287","Lighter","Feminine","19-45","Dim","glass-blur",1,"Azure",459.238613861386,461
"288","Lighter","Feminine","19-45","Dim","glass-blur",1,"GCP",454.975742574257,458
"289","Lighter","Feminine","19-45","Dim","glass-blur",2,"AWS",460.096534653465,461
"290","Lighter","Feminine","19-45","Dim","glass-blur",2,"Azure",458.377227722772,461
"291","Lighter","Feminine","19-45","Dim","glass-blur",2,"GCP",454.732673267327,458
"292","Lighter","Feminine","19-45","Dim","glass-blur",3,"AWS",459.696534653465,461
"293","Lighter","Feminine","19-45","Dim","glass-blur",3,"Azure",457.910891089109,461
"294","Lighter","Feminine","19-45","Dim","glass-blur",3,"GCP",455.991584158416,458
"295","Lighter","Feminine","19-45","Dim","glass-blur",4,"AWS",459.84702970297,461
"296","Lighter","Feminine","19-45","Dim","glass-blur",4,"Azure",456.888613861386,461
"297","Lighter","Feminine","19-45","Dim","glass-blur",4,"GCP",454.705445544554,458
"298","Lighter","Feminine","19-45","Dim","glass-blur",5,"AWS",458.691584158416,461
"299","Lighter","Feminine","19-45","Dim","glass-blur",5,"Azure",456.062376237624,461
"300","Lighter","Feminine","19-45","Dim","glass-blur",5,"GCP",453.807425742574,458
"301","Lighter","Feminine","19-45","Dim","motion-blur",1,"AWS",450.776237623762,461
"302","Lighter","Feminine","19-45","Dim","motion-blur",1,"Azure",451.472772277228,461
"303","Lighter","Feminine","19-45","Dim","motion-blur",1,"GCP",453.70099009901,458
"304","Lighter","Feminine","19-45","Dim","motion-blur",2,"AWS",432.850825082508,461
"305","Lighter","Feminine","19-45","Dim","motion-blur",2,"Azure",429.656435643564,461
"306","Lighter","Feminine","19-45","Dim","motion-blur",2,"GCP",446.817821782178,458
"307","Lighter","Feminine","19-45","Dim","motion-blur",3,"AWS",405.094554455446,461
"308","Lighter","Feminine","19-45","Dim","motion-blur",3,"Azure",403.670792079208,461
"309","Lighter","Feminine","19-45","Dim","motion-blur",3,"GCP",426.664851485148,458
"310","Lighter","Feminine","19-45","Dim","motion-blur",4,"AWS",378.978712871287,461
"311","Lighter","Feminine","19-45","Dim","motion-blur",4,"Azure",377.712706270627,461
"312","Lighter","Feminine","19-45","Dim","motion-blur",4,"GCP",401.315346534653,458
"313","Lighter","Feminine","19-45","Dim","motion-blur",5,"AWS",362.417326732673,461
"314","Lighter","Feminine","19-45","Dim","motion-blur",5,"Azure",360.741584158416,461
