"","Gender","Age","Corruption","Severity","Service","sum_AP","n"
"44","Predominantly Feminine","Young","impulse-noise",5,"Azure",567.89603960396,1293
"45","Predominantly Feminine","Young","impulse-noise",5,"GCP",729.39603960396,1271
"46","Predominantly Feminine","Young","defocus-blur",1,"AWS",1318.93250825083,1370
"47","Predominantly Feminine","Young","defocus-blur",1,"Azure",1244.26379066478,1293
"48","Predominantly Feminine","Young","defocus-blur",1,"GCP",1189.84653465347,1271
"49","Predominantly Feminine","Young","defocus-blur",2,"AWS",1286.57920792079,1370
"50","Predominantly Feminine","Young","defocus-blur",2,"Azure",1212.28877887789,1293
"51","Predominantly Feminine","Young","defocus-blur",2,"GCP",1124.31683168317,1271
"52","Predominantly Feminine","Young","defocus-blur",3,"AWS",1211.4,1370
"53","Predominantly Feminine","Young","defocus-blur",3,"Azure",1145.63861386139,1293
"54","Predominantly Feminine","Young","defocus-blur",3,"GCP",1010.77722772277,1271
"55","Predominantly Feminine","Young","defocus-blur",4,"AWS",1142.6798679868,1370
"56","Predominantly Feminine","Young","defocus-blur",4,"Azure",1074.97524752475,1293
"57","Predominantly Feminine","Young","defocus-blur",4,"GCP",923.19801980198,1271
"58","Predominantly Feminine","Young","defocus-blur",5,"AWS",1067.71782178218,1370
"59","Predominantly Feminine","Young","defocus-blur",5,"Azure",1025.40099009901,1293
"60","Predominantly Feminine","Young","defocus-blur",5,"GCP",842.366336633663,1271
"61","Predominantly Feminine","Young","glass-blur",1,"AWS",1343.11386138614,1370
"62","Predominantly Feminine","Young","glass-blur",1,"Azure",1268.64521452145,1293
"63","Predominantly Feminine","Young","glass-blur",1,"GCP",1225.09405940594,1271
"64","Predominantly Feminine","Young","glass-blur",2,"AWS",1338.30578827113,1370
"65","Predominantly Feminine","Young","glass-blur",2,"Azure",1263.07355021216,1293
"66","Predominantly Feminine","Young","glass-blur",2,"GCP",1220.09900990099,1271
"67","Predominantly Feminine","Young","glass-blur",3,"AWS",1324.72873825844,1370
"68","Predominantly Feminine","Young","glass-blur",3,"Azure",1251.18069306931,1293
"69","Predominantly Feminine","Young","glass-blur",3,"GCP",1210.74257425743,1271
"70","Predominantly Feminine","Young","glass-blur",4,"AWS",1317.56380638064,1370
"71","Predominantly Feminine","Young","glass-blur",4,"Azure",1249.59335219236,1293
"72","Predominantly Feminine","Young","glass-blur",4,"GCP",1197.23762376238,1271
"73","Predominantly Feminine","Young","glass-blur",5,"AWS",1285.61138613861,1370
"74","Predominantly Feminine","Young","glass-blur",5,"Azure",1227.77722772277,1293
"75","Predominantly Feminine","Young","glass-blur",5,"GCP",1134.41584158416,1271
"76","Predominantly Feminine","Young","motion-blur",1,"AWS",1314.28684582744,1370
"77","Predominantly Feminine","Young","motion-blur",1,"Azure",1251.24752475248,1293
"78","Predominantly Feminine","Young","motion-blur",1,"GCP",1202.73267326733,1271
"79","Predominantly Feminine","Young","motion-blur",2,"AWS",1238.29702970297,1370
"80","Predominantly Feminine","Young","motion-blur",2,"Azure",1199.44059405941,1293
"81","Predominantly Feminine","Young","motion-blur",2,"GCP",1142.44554455446,1271
"82","Predominantly Feminine","Young","motion-blur",3,"AWS",1131.91089108911,1370
"83","Predominantly Feminine","Young","motion-blur",3,"Azure",1080.47524752475,1293
"84","Predominantly Feminine","Young","motion-blur",3,"GCP",1048.5198019802,1271
"85","Predominantly Feminine","Young","motion-blur",4,"AWS",982.321782178218,1370
"86","Predominantly Feminine","Young","motion-blur",4,"Azure",917.064356435644,1293
"87","Predominantly Feminine","Young","motion-blur",4,"GCP",935.188118811881,1271
"88","Predominantly Feminine","Young","motion-blur",5,"AWS",888.237623762376,1370
"89","Predominantly Feminine","Young","motion-blur",5,"Azure",811.212871287129,1293
"90","Predominantly Feminine","Young","motion-blur",5,"GCP",815.356435643564,1271
"91","Predominantly Feminine","Young","zoom-blur",1,"AWS",732.79702970297,1370
"92","Predominantly Feminine","Young","zoom-blur",1,"Azure",661.069306930693,1293
"93","Predominantly Feminine","Young","zoom-blur",1,"GCP",731.029702970297,1271
"94","Predominantly Feminine","Young","zoom-blur",2,"AWS",509.871287128713,1370
"95","Predominantly Feminine","Young","zoom-blur",2,"Azure",433.470297029703,1293
"96","Predominantly Feminine","Young","zoom-blur",2,"GCP",546.514851485148,1271
"97","Predominantly Feminine","Young","zoom-blur",3,"AWS",472.158415841584,1370
"98","Predominantly Feminine","Young","zoom-blur",3,"Azure",342.871287128713,1293
"99","Predominantly Feminine","Young","zoom-blur",3,"GCP",456,1271
"100","Predominantly Feminine","Young","zoom-blur",4,"AWS",332.628712871287,1370
"101","Predominantly Feminine","Young","zoom-blur",4,"Azure",250.534653465347,1293
"102","Predominantly Feminine","Young","zoom-blur",4,"GCP",336.336633663366,1271
"103","Predominantly Feminine","Young","zoom-blur",5,"AWS",331.138613861386,1370
"104","Predominantly Feminine","Young","zoom-blur",5,"Azure",222.108910891089,1293
"105","Predominantly Feminine","Young","zoom-blur",5,"GCP",241.336633663366,1271
"106","Predominantly Feminine","Young","snow",1,"AWS",1235.52185218522,1370
"107","Predominantly Feminine","Young","snow",1,"Azure",1197.34653465347,1293
"108","Predominantly Feminine","Young","snow",1,"GCP",1084.29702970297,1271
"109","Predominantly Feminine","Young","snow",2,"AWS",1133.43564356436,1370
"110","Predominantly Feminine","Young","snow",2,"Azure",1066.71584158416,1293
"111","Predominantly Feminine","Young","snow",2,"GCP",953.514851485148,1271
"112","Predominantly Feminine","Young","snow",3,"AWS",1124.21452145215,1370
"113","Predominantly Feminine","Young","snow",3,"Azure",1075.80198019802,1293
"114","Predominantly Feminine","Young","snow",3,"GCP",823.841584158416,1271
"115","Predominantly Feminine","Young","snow",4,"AWS",1035.08910891089,1370
"116","Predominantly Feminine","Young","snow",4,"Azure",970.405940594059,1293
"117","Predominantly Feminine","Young","snow",4,"GCP",635.326732673267,1271
"118","Predominantly Feminine","Young","snow",5,"AWS",1057.35148514851,1370
"119","Predominantly Feminine","Young","snow",5,"Azure",959.584158415842,1293
"120","Predominantly Feminine","Young","snow",5,"GCP",750.346534653465,1271
"121","Predominantly Feminine","Young","frost",1,"AWS",1289.54455445545,1370
"122","Predominantly Feminine","Young","frost",1,"Azure",1200.62871287129,1293
"123","Predominantly Feminine","Young","frost",1,"GCP",1133.91089108911,1271
"124","Predominantly Feminine","Young","frost",2,"AWS",1174.27902790279,1370
"125","Predominantly Feminine","Young","frost",2,"Azure",1097.31683168317,1293
"126","Predominantly Feminine","Young","frost",2,"GCP",957.265676567657,1271
"127","Predominantly Feminine","Young","frost",3,"AWS",1078.48762376238,1370
"128","Predominantly Feminine","Young","frost",3,"Azure",1011.24257425743,1293
"129","Predominantly Feminine","Young","frost",3,"GCP",771.613861386139,1271
"130","Predominantly Feminine","Young","frost",4,"AWS",1047,1370
"131","Predominantly Feminine","Young","frost",4,"Azure",985.242574257426,1293
"132","Predominantly Feminine","Young","frost",4,"GCP",770.470297029703,1271
"133","Predominantly Feminine","Young","frost",5,"AWS",960.584158415842,1370
"134","Predominantly Feminine","Young","frost",5,"Azure",932.742574257426,1293
"135","Predominantly Feminine","Young","frost",5,"GCP",648.143564356436,1271
"136","Predominantly Feminine","Young","fog",1,"AWS",1320.10891089109,1370
"137","Predominantly Feminine","Young","fog",1,"Azure",1247.56435643564,1293
"138","Predominantly Feminine","Young","fog",1,"GCP",1133.74257425743,1271
"139","Predominantly Feminine","Young","fog",2,"AWS",1308.70297029703,1370
"140","Predominantly Feminine","Young","fog",2,"Azure",1230.48514851485,1293
"141","Predominantly Feminine","Young","fog",2,"GCP",1067.60396039604,1271
"142","Predominantly Feminine","Young","fog",3,"AWS",1284.41254125413,1370
"143","Predominantly Feminine","Young","fog",3,"Azure",1209.37128712871,1293
"144","Predominantly Feminine","Young","fog",3,"GCP",1008.73267326733,1271
"145","Predominantly Feminine","Young","fog",4,"AWS",1281.58085808581,1370
"146","Predominantly Feminine","Young","fog",4,"Azure",1214.20792079208,1293
"147","Predominantly Feminine","Young","fog",4,"GCP",989.871287128713,1271
"148","Predominantly Feminine","Young","fog",5,"AWS",1254.95859585959,1370
"149","Predominantly Feminine","Young","fog",5,"Azure",1191.4801980198,1293
"150","Predominantly Feminine","Young","fog",5,"GCP",909.564356435644,1271
"151","Predominantly Feminine","Young","brightness",1,"AWS",1349.0396039604,1370
"152","Predominantly Feminine","Young","brightness",1,"Azure",1279.75445544554,1293
"153","Predominantly Feminine","Young","brightness",1,"GCP",1241.49133663366,1271
"154","Predominantly Feminine","Young","brightness",2,"AWS",1336.87585681645,1370
"155","Predominantly Feminine","Young","brightness",2,"Azure",1272.63415841584,1293
"156","Predominantly Feminine","Young","brightness",2,"GCP",1222.36633663366,1271
"157","Predominantly Feminine","Young","brightness",3,"AWS",1324.35643564356,1370
"158","Predominantly Feminine","Young","brightness",3,"Azure",1255.5797579758,1293
"159","Predominantly Feminine","Young","brightness",3,"GCP",1193.17326732673,1271
"160","Predominantly Feminine","Young","brightness",4,"AWS",1315.95184518452,1370
"161","Predominantly Feminine","Young","brightness",4,"Azure",1234.66336633663,1293
"162","Predominantly Feminine","Young","brightness",4,"GCP",1141.32178217822,1271
"163","Predominantly Feminine","Young","brightness",5,"AWS",1286.18564356436,1370
"164","Predominantly Feminine","Young","brightness",5,"Azure",1211.30198019802,1293
"165","Predominantly Feminine","Young","brightness",5,"GCP",1067.34653465347,1271
"166","Predominantly Feminine","Young","contrast",1,"AWS",1318.93069306931,1370
"167","Predominantly Feminine","Young","contrast",1,"Azure",1242.60176017602,1293
"168","Predominantly Feminine","Young","contrast",1,"GCP",1133.74257425743,1271
"169","Predominantly Feminine","Young","contrast",2,"AWS",1295.58415841584,1370
"170","Predominantly Feminine","Young","contrast",2,"Azure",1222.14356435644,1293
"171","Predominantly Feminine","Young","contrast",2,"GCP",1055.84158415842,1271
"172","Predominantly Feminine","Young","contrast",3,"AWS",1244.4504950495,1370
"173","Predominantly Feminine","Young","contrast",3,"Azure",1177.13861386139,1293
"174","Predominantly Feminine","Young","contrast",3,"GCP",907.475247524752,1271
"175","Predominantly Feminine","Young","contrast",4,"AWS",1075.26237623762,1370
"176","Predominantly Feminine","Young","contrast",4,"Azure",992.267326732673,1293
"177","Predominantly Feminine","Young","contrast",4,"GCP",545.138613861386,1271
"178","Predominantly Feminine","Young","contrast",5,"AWS",722.831683168317,1370
"179","Predominantly Feminine","Young","contrast",5,"Azure",633.722772277228,1293
"180","Predominantly Feminine","Young","contrast",5,"GCP",86.5049504950495,1271
"181","Predominantly Feminine","Young","elastic-transform",1,"AWS",580.79702970297,1370
"182","Predominantly Feminine","Young","elastic-transform",1,"Azure",582.975247524752,1293
"183","Predominantly Feminine","Young","elastic-transform",1,"GCP",735.262376237624,1271
"184","Predominantly Feminine","Young","elastic-transform",2,"AWS",269.009900990099,1370
"185","Predominantly Feminine","Young","elastic-transform",2,"Azure",278.554455445545,1293
"186","Predominantly Feminine","Young","elastic-transform",2,"GCP",404.851485148515,1271
"187","Predominantly Feminine","Young","elastic-transform",3,"AWS",1231.04455445545,1370
"188","Predominantly Feminine","Young","elastic-transform",3,"Azure",1183.09207920792,1293
"189","Predominantly Feminine","Young","elastic-transform",3,"GCP",1181.72442244224,1271
"190","Predominantly Feminine","Young","elastic-transform",4,"AWS",1208.31683168317,1370
"191","Predominantly Feminine","Young","elastic-transform",4,"Azure",1162.01650165017,1293
"192","Predominantly Feminine","Young","elastic-transform",4,"GCP",1152.14686468647,1271
"193","Predominantly Feminine","Young","elastic-transform",5,"AWS",1068.92079207921,1370
"194","Predominantly Feminine","Young","elastic-transform",5,"Azure",1055.92079207921,1293
"195","Predominantly Feminine","Young","elastic-transform",5,"GCP",1050.87623762376,1271
"196","Predominantly Feminine","Young","pixelate",1,"AWS",1341.82178217822,1370
"197","Predominantly Feminine","Young","pixelate",1,"Azure",1278.08345120226,1293
"198","Predominantly Feminine","Young","pixelate",1,"GCP",1235.36633663366,1271
"199","Predominantly Feminine","Young","pixelate",2,"AWS",1321.39405190519,1370
"200","Predominantly Feminine","Young","pixelate",2,"Azure",1267.36987270156,1293
"201","Predominantly Feminine","Young","pixelate",2,"GCP",1223.87623762376,1271
"202","Predominantly Feminine","Young","pixelate",3,"AWS",1269.95214521452,1370
"203","Predominantly Feminine","Young","pixelate",3,"Azure",1237.55198019802,1293
"204","Predominantly Feminine","Young","pixelate",3,"GCP",1186.73762376238,1271
"205","Predominantly Feminine","Young","pixelate",4,"AWS",1115.56435643564,1370
"206","Predominantly Feminine","Young","pixelate",4,"Azure",1142.91914191419,1293
"207","Predominantly Feminine","Young","pixelate",4,"GCP",1065.64851485149,1271
"208","Predominantly Feminine","Young","pixelate",5,"AWS",501.866336633663,1370
"209","Predominantly Feminine","Young","pixelate",5,"Azure",914.420792079208,1293
"210","Predominantly Feminine","Young","pixelate",5,"GCP",740.856435643564,1271
"211","Predominantly Feminine","Young","jpeg-compression",1,"AWS",1334.06435643564,1370
"212","Predominantly Feminine","Young","jpeg-compression",1,"Azure",1264.9702970297,1293
"213","Predominantly Feminine","Young","jpeg-compression",1,"GCP",1230.73762376238,1271
"214","Predominantly Feminine","Young","jpeg-compression",2,"AWS",1313.33841076415,1370
"215","Predominantly Feminine","Young","jpeg-compression",2,"Azure",1248.59405940594,1293
"216","Predominantly Feminine","Young","jpeg-compression",2,"GCP",1230.86633663366,1271
"217","Predominantly Feminine","Young","jpeg-compression",3,"AWS",1310.34356435644,1370
"218","Predominantly Feminine","Young","jpeg-compression",3,"Azure",1234.44059405941,1293
"219","Predominantly Feminine","Young","jpeg-compression",3,"GCP",1228.72772277228,1271
"220","Predominantly Feminine","Young","jpeg-compression",4,"AWS",1261.10396039604,1370
"221","Predominantly Feminine","Young","jpeg-compression",4,"Azure",1186.93069306931,1293
"222","Predominantly Feminine","Young","jpeg-compression",4,"GCP",1196.37623762376,1271
"223","Predominantly Feminine","Young","jpeg-compression",5,"AWS",1161.19801980198,1370
"224","Predominantly Feminine","Young","jpeg-compression",5,"Azure",1135.41089108911,1293
"225","Predominantly Feminine","Young","jpeg-compression",5,"GCP",1132.77227722772,1271
"226","Predominantly Feminine","Middle","gaussian-noise",1,"AWS",197.50495049505,202
"227","Predominantly Feminine","Middle","gaussian-noise",1,"Azure",190.009900990099,200
"228","Predominantly Feminine","Middle","gaussian-noise",1,"GCP",186.336633663366,191
"229","Predominantly Feminine","Middle","gaussian-noise",2,"AWS",196.009900990099,202
"230","Predominantly Feminine","Middle","gaussian-noise",2,"Azure",185.50495049505,200
"231","Predominantly Feminine","Middle","gaussian-noise",2,"GCP",184.336633663366,191
"232","Predominantly Feminine","Middle","gaussian-noise",3,"AWS",189.009900990099,202
"233","Predominantly Feminine","Middle","gaussian-noise",3,"Azure",168.009900990099,200
"234","Predominantly Feminine","Middle","gaussian-noise",3,"GCP",173.5,191
"235","Predominantly Feminine","Middle","gaussian-noise",4,"AWS",171.343234323432,202
"236","Predominantly Feminine","Middle","gaussian-noise",4,"Azure",132.009900990099,200
"237","Predominantly Feminine","Middle","gaussian-noise",4,"GCP",160,191
"238","Predominantly Feminine","Middle","gaussian-noise",5,"AWS",136.5,202
"239","Predominantly Feminine","Middle","gaussian-noise",5,"Azure",89.5049504950495,200
"240","Predominantly Feminine","Middle","gaussian-noise",5,"GCP",117,191
"241","Predominantly Feminine","Middle","shot-noise",1,"AWS",200.009900990099,202
"242","Predominantly Feminine","Middle","shot-noise",1,"Azure",191.009900990099,200
"243","Predominantly Feminine","Middle","shot-noise",1,"GCP",185.336633663366,191
"244","Predominantly Feminine","Middle","shot-noise",2,"AWS",194.009900990099,202
"245","Predominantly Feminine","Middle","shot-noise",2,"Azure",183.009900990099,200
"246","Predominantly Feminine","Middle","shot-noise",2,"GCP",184.336633663366,191
"247","Predominantly Feminine","Middle","shot-noise",3,"AWS",188.009900990099,202
"248","Predominantly Feminine","Middle","shot-noise",3,"Azure",160.009900990099,200
"249","Predominantly Feminine","Middle","shot-noise",3,"GCP",174,191
"250","Predominantly Feminine","Middle","shot-noise",4,"AWS",166.009900990099,202
"251","Predominantly Feminine","Middle","shot-noise",4,"Azure",124.009900990099,200
"252","Predominantly Feminine","Middle","shot-noise",4,"GCP",143,191
"253","Predominantly Feminine","Middle","shot-noise",5,"AWS",143.509900990099,202
"254","Predominantly Feminine","Middle","shot-noise",5,"Azure",87.009900990099,200
"255","Predominantly Feminine","Middle","shot-noise",5,"GCP",118.5,191
"256","Predominantly Feminine","Middle","impulse-noise",1,"AWS",196.009900990099,202
"257","Predominantly Feminine","Middle","impulse-noise",1,"Azure",192.50495049505,200
"258","Predominantly Feminine","Middle","impulse-noise",1,"GCP",184,191
"259","Predominantly Feminine","Middle","impulse-noise",2,"AWS",193.009900990099,202
"260","Predominantly Feminine","Middle","impulse-noise",2,"Azure",183.009900990099,200
"261","Predominantly Feminine","Middle","impulse-noise",2,"GCP",182,191
"262","Predominantly Feminine","Middle","impulse-noise",3,"AWS",189.009900990099,202
"263","Predominantly Feminine","Middle","impulse-noise",3,"Azure",168.50495049505,200
"264","Predominantly Feminine","Middle","impulse-noise",3,"GCP",172.336633663366,191
"265","Predominantly Feminine","Middle","impulse-noise",4,"AWS",170.009900990099,202
"266","Predominantly Feminine","Middle","impulse-noise",4,"Azure",144.009900990099,200
"267","Predominantly Feminine","Middle","impulse-noise",4,"GCP",152.5,191
"268","Predominantly Feminine","Middle","impulse-noise",5,"AWS",143.009900990099,202
"269","Predominantly Feminine","Middle","impulse-noise",5,"Azure",93.5049504950495,200
"270","Predominantly Feminine","Middle","impulse-noise",5,"GCP",118.5,191
"271","Predominantly Feminine","Middle","defocus-blur",1,"AWS",199.50495049505,202
"272","Predominantly Feminine","Middle","defocus-blur",1,"Azure",198,200
"273","Predominantly Feminine","Middle","defocus-blur",1,"GCP",186,191
"274","Predominantly Feminine","Middle","defocus-blur",2,"AWS",198.50495049505,202
"275","Predominantly Feminine","Middle","defocus-blur",2,"Azure",195,200
"276","Predominantly Feminine","Middle","defocus-blur",2,"GCP",182,191
"277","Predominantly Feminine","Middle","defocus-blur",3,"AWS",190.009900990099,202
"278","Predominantly Feminine","Middle","defocus-blur",3,"Azure",191,200
"279","Predominantly Feminine","Middle","defocus-blur",3,"GCP",174,191
"280","Predominantly Feminine","Middle","defocus-blur",4,"AWS",191.009900990099,202
"281","Predominantly Feminine","Middle","defocus-blur",4,"Azure",177.50495049505,200
"282","Predominantly Feminine","Middle","defocus-blur",4,"GCP",163,191
"283","Predominantly Feminine","Middle","defocus-blur",5,"AWS",181.009900990099,202
"284","Predominantly Feminine","Middle","defocus-blur",5,"Azure",172.00495049505,200
"285","Predominantly Feminine","Middle","defocus-blur",5,"GCP",148,191
"286","Predominantly Feminine","Middle","glass-blur",1,"AWS",199.50495049505,202
"287","Predominantly Feminine","Middle","glass-blur",1,"Azure",199,200
"288","Predominantly Feminine","Middle","glass-blur",1,"GCP",187.336633663366,191
"289","Predominantly Feminine","Middle","glass-blur",2,"AWS",199.50495049505,202
"290","Predominantly Feminine","Middle","glass-blur",2,"Azure",199,200
"291","Predominantly Feminine","Middle","glass-blur",2,"GCP",187.336633663366,191
"292","Predominantly Feminine","Middle","glass-blur",3,"AWS",199.50495049505,202
"293","Predominantly Feminine","Middle","glass-blur",3,"Azure",199,200
"294","Predominantly Feminine","Middle","glass-blur",3,"GCP",187.336633663366,191
"295","Predominantly Feminine","Middle","glass-blur",4,"AWS",199.50495049505,202
"296","Predominantly Feminine","Middle","glass-blur",4,"Azure",199,200
"297","Predominantly Feminine","Middle","glass-blur",4,"GCP",186.336633663366,191
"298","Predominantly Feminine","Middle","glass-blur",5,"AWS",198.50495049505,202
"299","Predominantly Feminine","Middle","glass-blur",5,"Azure",196,200
"300","Predominantly Feminine","Middle","glass-blur",5,"GCP",184,191
"301","Predominantly Feminine","Middle","motion-blur",1,"AWS",198.50495049505,202
"302","Predominantly Feminine","Middle","motion-blur",1,"Azure",197,200
"303","Predominantly Feminine","Middle","motion-blur",1,"GCP",184,191
"304","Predominantly Feminine","Middle","motion-blur",2,"AWS",194.50495049505,202
"305","Predominantly Feminine","Middle","motion-blur",2,"Azure",193,200
"306","Predominantly Feminine","Middle","motion-blur",2,"GCP",180,191
"307","Predominantly Feminine","Middle","motion-blur",3,"AWS",186.50495049505,202
"308","Predominantly Feminine","Middle","motion-blur",3,"Azure",180.50495049505,200
"309","Predominantly Feminine","Middle","motion-blur",3,"GCP",173,191
"310","Predominantly Feminine","Middle","motion-blur",4,"AWS",165.757425742574,202
"311","Predominantly Feminine","Middle","motion-blur",4,"Azure",164.50495049505,200
"312","Predominantly Feminine","Middle","motion-blur",4,"GCP",160,191
"313","Predominantly Feminine","Middle","motion-blur",5,"AWS",160,202
"314","Predominantly Feminine","Middle","motion-blur",5,"Azure",147.50495049505,200
"315","Predominantly Feminine","Middle","motion-blur",5,"GCP",149,191
"316","Predominantly Feminine","Middle","zoom-blur",1,"AWS",142,202
"317","Predominantly Feminine","Middle","zoom-blur",1,"Azure",123.504950495049,200
"318","Predominantly Feminine","Middle","zoom-blur",1,"GCP",132,191
"319","Predominantly Feminine","Middle","zoom-blur",2,"AWS",104,202
"320","Predominantly Feminine","Middle","zoom-blur",2,"Azure",77,200
"321","Predominantly Feminine","Middle","zoom-blur",2,"GCP",108,191
"322","Predominantly Feminine","Middle","zoom-blur",3,"AWS",100,202
"323","Predominantly Feminine","Middle","zoom-blur",3,"Azure",65,200
"324","Predominantly Feminine","Middle","zoom-blur",3,"GCP",93,191
"325","Predominantly Feminine","Middle","zoom-blur",4,"AWS",69,202
"326","Predominantly Feminine","Middle","zoom-blur",4,"Azure",41,200
"327","Predominantly Feminine","Middle","zoom-blur",4,"GCP",70,191
"328","Predominantly Feminine","Middle","zoom-blur",5,"AWS",56,202
"329","Predominantly Feminine","Middle","zoom-blur",5,"Azure",36,200
"330","Predominantly Feminine","Middle","zoom-blur",5,"GCP",53,191
"331","Predominantly Feminine","Middle","snow",1,"AWS",193.009900990099,202
"332","Predominantly Feminine","Middle","snow",1,"Azure",191.009900990099,200
"333","Predominantly Feminine","Middle","snow",1,"GCP",168.336633663366,191
"334","Predominantly Feminine","Middle","snow",2,"AWS",185.009900990099,202
"335","Predominantly Feminine","Middle","snow",2,"Azure",174.009900990099,200
"336","Predominantly Feminine","Middle","snow",2,"GCP",162,191
"337","Predominantly Feminine","Middle","snow",3,"AWS",174.009900990099,202
"338","Predominantly Feminine","Middle","snow",3,"Azure",172.50495049505,200
"339","Predominantly Feminine","Middle","snow",3,"GCP",129,191
"340","Predominantly Feminine","Middle","snow",4,"AWS",159.009900990099,202
"341","Predominantly Feminine","Middle","snow",4,"Azure",153.00495049505,200
"342","Predominantly Feminine","Middle","snow",4,"GCP",96,191
"343","Predominantly Feminine","Middle","snow",5,"AWS",167.009900990099,202
"344","Predominantly Feminine","Middle","snow",5,"Azure",159.50495049505,200
"345","Predominantly Feminine","Middle","snow",5,"GCP",118,191
"346","Predominantly Feminine","Middle","frost",1,"AWS",197.009900990099,202
"347","Predominantly Feminine","Middle","frost",1,"Azure",193.50495049505,200
"348","Predominantly Feminine","Middle","frost",1,"GCP",174,191
"349","Predominantly Feminine","Middle","frost",2,"AWS",184.009900990099,202
"350","Predominantly Feminine","Middle","frost",2,"Azure",177.50495049505,200
"351","Predominantly Feminine","Middle","frost",2,"GCP",134,191
"352","Predominantly Feminine","Middle","frost",3,"AWS",162.009900990099,202
"353","Predominantly Feminine","Middle","frost",3,"Azure",163.009900990099,200
"354","Predominantly Feminine","Middle","frost",3,"GCP",106.336633663366,191
"355","Predominantly Feminine","Middle","frost",4,"AWS",155.009900990099,202
"356","Predominantly Feminine","Middle","frost",4,"Azure",155.009900990099,200
"357","Predominantly Feminine","Middle","frost",4,"GCP",108.336633663366,191
"358","Predominantly Feminine","Middle","frost",5,"AWS",138.009900990099,202
"359","Predominantly Feminine","Middle","frost",5,"Azure",142.50495049505,200
"360","Predominantly Feminine","Middle","frost",5,"GCP",85,191
"361","Predominantly Feminine","Middle","fog",1,"AWS",201.00495049505,202
"362","Predominantly Feminine","Middle","fog",1,"Azure",198,200
"363","Predominantly Feminine","Middle","fog",1,"GCP",167.336633663366,191
